title,abstract,lcsh_subject_headings,Predicted_Label_Count,predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
we can do better : ideas for changing society,"""this book will provide readers with a short and accessible introduction to a marxist theory for our times more specifically, it will present and argue for an anti-racist queer feminist historical materialism (arqfhm) this is a theoretical approach that critically appropriates the best of marx and marxism (including recent ecological marxism) and fuses it with key contributions developed by non-marxist anti-racist queer feminists to generate a non-reductionist way of explaining contemporary societies and historical developments as well as guiding action for social change""-- provided by publisher",social change; communism; feminism,4,"Activism, Anti-racism, Critical theory, Ecological marxism, Feminist theory, Historical materialism, Intersectional feminism, Intersectionality, Marxism, Marxist theory, Queer theory, Social change, Social justice","Activism,Anti-racism,Critical theory,Communism and ecology,Feminist theory,Historical materialism,Feminism,Ambiguity,Marxist criticism,Marxist criticism,Queer theory,Social change,Social justice",0.67,0.17,0.57,0.58,12.00
create your own economy : the path to prosperity in a disordered world,"the coauthor of the ""best economics blog in the universe"" offers a guide to success in a radically new hyper-networked age the way we think is changing more rapidly than it has in a very long time not since the industrial revolution has a man-made creation--in this case, the world wide web--so greatly influenced the way our minds work and our human potential cowen argues that we are breaking down cultural information into ever-smaller tidbits, ordering and reordering them in our minds (and our computers) to meet our own specific needs he explains why the coming world of web 30 is good for us; why social networking sites such as facebook are so necessary; what's so great about ""tweeting"" and texting; how education will get better; and why politics, literature, and philosophy will become richer--from publisher description",economics; creative thinking,4,"Creativity, Digital Divide, Economic Development, Economics, Globalization, Human Capital, Information Overload, Information Society, Internet, Knowledge Economy, Knowledge Management, Network Society, Personalized Learning, Social Change, Technology","Creative thinking,Digital divide,Economic development,Economics,Globalization,Human capital,Information overload,Information society,Internet,Knowledge economy,Knowledge management,Social networks,Probability learning,Social change,Technology",1.00,0.13,0.44,0.45,15.00
understanding fandom : an introduction to the study of media fan culture,"""while fans used to be seen as an overly obsessed fringe audience, shifts in technology and production in the last few decades have made fandom a central mode of media consumption an abundance of theorists have emerged in parallel to explore this phenomenon, many specializing in particular kinds of fan research although the volume will not address sports fandom, it will aim to include insights from research linked to many other kinds of media, including television and popular music fandom with a foreword by matt hills, understanding fandom introduces the whole field of fan studies by looking at the history of debate, key paradigms and methodogical issues the emphasis will be on showing how fan studies is an emergent interdisciplinary field with its own key scholars and a tradition that is distinct from both textual analysis and reception studies it draws together a range of debates from media studies, cultural studies and psychology to argue that fandom is particular kind of an engagement with the power relations of media culture""-- provided by publisher",fans (persons); mass media; mass media and culture,3,"Audience research, Cultural studies, Fan culture, Fandom, Fans (Social psychology), Interdisciplinary research, Mass media, Mass media and culture, Media and society, Media studies, Reception (Psychology)","Audience participation television programs,Cross-cultural studies,Popular culture,Society of Friends,Male fans,Interdisciplinary research,Mass media,Mass media and culture,Time in mass media,Mass media and education,Communication in psychology",0.67,0.18,0.38,0.58,11.00
fraud fighter : my fables and foibles,"""a collection of insightful, poignant, and humorous stories from dr joseph wells, the world's foremost fraud expert with gutsy revelations of his own past mistakes from his dysfunctional childhood in rural oklahoma; his service in the usnavy; a brief stint in public accounting, followed by a career in the fbi; and founding the world's largest anti-fraud organization, wells' colorful life experiences were preparation for his rise to one of the globe's most revered antifraud experts written by the preeminent antifraud authority and founder and chairman of the acfe offers a fascinating behind-the-scenes look at the life of one of the most influential white-collar crime experts of our time at a period when dishonesty at top us companies is dominating public attention, the fables and foibles of a fraud fighter is a surprisingly frank and gripping memoir from an unsurprisingly effective fraud fighterthis autobiography forms a full tapestry of a life, displaying wit, intrigue, trepidation, regret, and finally, ultimate victory""-- provided by publisher",fraud; fraud investigation; auditors,3,"Accounting, Biography, Business ethics, Corporate governance, Corruption investigation, Financial crimes investigation, Forensic accounting, Fraud investigation, Law enforcement, Organized crime, White-collar crimes","Accounting,Biography,Business ethics,Corporate governance,Corruption investigation,Extortion investigation,Forensic accounting,Fraud investigation,Law enforcement,Organized crime,White collar crimes",0.33,0.09,0.39,0.51,11.00
raising the kid you love with the ex you hate,"dr farber, a child psychologist on the clinical faculty of the george washington university school of medicine, offers powerful advice for you and your ex-spouse on how to reduce conflict and protect your children's well-being by co-parenting","children of divorced parents; joint custody of children; divorced parents; parenting, part-time",4,"Child development, Child psychology, Co-parenting, Conflict resolution, Cooperation, Custody of children, Divorce, Family relations, Family relationships, Interpersonal conflict, Marriage counseling, Parent-child relationships, Parenting, Separated parents, Social conflict resolution","Child development,Child psychology,Parenting,Conflict management,Cooperation,Custody of children,Divorce,Family relationships,Family relationships,Interpersonal conflict,Marriage counseling,Parent-teacher relationships,Parenting,Separated parents,Social conflict",0.20,0.08,0.33,0.57,13.00
the jewish economic elite : making modern europe,"""in this rich transnational history, cornelia aust traces jewish ashkenazi families as they moved across europe and established new commercial and entrepreneurial networks as they went aust balances economic history with elaborate discussions of jewish marriage patterns, women's economic activity, and intimate family life following their travels from amsterdam to warsaw, aust opens a multifaceted window into the lives, relationships, and changing conditions of jewish economic activity of a new jewish mercantile elite""-- provided by publisher",jews; jews; jews; jewish capitalists and financiers; jewish businesspeople; jewish merchants,3,"Ashkenazi Jews, Businesswomen, Economic history, Entrepreneurship, Europe, Jewish families, Jewish merchants, Jews, Marriage customs and rites","Older Jews,Businesswomen,Economic history,Entrepreneurship,Europe,Jewish families,Jewish merchants,Jews,Marriage customs and rites",0.50,0.22,0.54,0.62,9.00
cyber coercion : the evolving character of cyber power and strategy,"""in 2011, the united states government declared a cyber attack as equal to an act of war, punishable with conventional military means cyber operations, cyber crime, and other forms of cyber activities directed by one state against another are now considered part of the normal relations range of combat and conflict, and the rising fear of cyber conflict has brought about a reorientation of military affairs despite the alarmist discussion surrounding the threat of cyber attack, the authors of this book (in a vein similar to thomas rid) argue that there is very little evidence that cyber war is, or is likely to become, a serious threat what valeriano and maness provide in this manuscript is an empirically-grounded discussion of the reality of cyber conflict, based on an analysis of cyber incidents and disputes experienced by international states since 2001 they delineate patterns of cyber conflict to develop a larger theory of cyber war that gets at the processes leading to cyber conflict they find that, in addition to being a little-used tactic, cyber incidents thus far have been of a rather low-level intensity and with few to no long-term effects interestingly, they also find that many cyber incidents are motivated by regional conflict they argue that restraint is the norm in cyberspace and suggest there is evidence this norm can influence how the tactic is used in the future in conclusion, the authors lay out a set of policy recommendations for proper defense against cyber threats that is built on restraint and regionalism""-- provided by publisher",cyberterrorism; information warfare; cyberspace operations (military science),4,"Computer security, Conflict management, Conflict resolution, Critical infrastructure protection., Cyber attacks, Cyber diplomacy, Cyber warfare, Cybersecurity, Digital warfare, Electronic surveillance, Global governance, Information warfare, International relations, Military strategy, National security, Non-state actors, State-sponsored terrorism","Computer security,Conflict management,Conflict management,Crisis management in government,Failures,Diplomacy,Information warfare,Behavioral cybersecurity,Information warfare,Electronic surveillance,Legitimacy of governments,Information warfare,International relations,Military planning,National security,Non-state actors (International relations),State-sponsored terrorism",0.33,0.07,0.26,0.44,14.00
just call me orville : the story of orville redenbacher,"based on extensive interviews and archival research, this book traces the career of orville redenbacher, the popcorn king, from his agricultural studies at purdue university to his emergence as an american advertising icon born in brazil, indiana, in 1907, orville began his lifelong obsession with the development of new strains of seed at purdue where he earned a degree in agronomy while also playing in the all-american marching band after experimenting with thousands of varieties, orville and his partner charlie bowman launched orville redenbacher's gourmet popping corn in 1970 through a combination of shrewd marketing and a notably superior product, the partners controlled a third of the market for popping corn by 1976, when their chester hybrids business was sold to hunt wesson foods while the company gradually became absorbed into the food giant conagra, orville redenbacher prospered as a larger-than-life brand spokesperson and a symbol of wholesomeness and fun until his death in 1995 -- book description",businesspeople; popcorn industry,2,"Advertising icons, Agricultural education, Agriculture, Businessmen, Entrepreneurs, Marketing, Popcorn industry","Icon covers,Agricultural education,Agriculture,Businessmen,Entrepreneurship,Marketing,Popcorn industry",0.50,0.14,0.33,0.51,7.00
american women in cartoons 1890-1920 : female representation and the changing concepts of femininity during the american woman suffrage movement : an empirical analysis,"literature on the american woman suffrage movement is plentiful, but no work has systematically analyzed the visual aspect in the quest for woman suffrage this publication fills this gap taking mid 19th century representations of women as a basis, it analyses political cartoons in three major woman?s journals between 1910 and 1920 and distills the visual representation of women in the counterpublic sphere of the woman partisan press the portrayal of women in political cartoons of three general interest journals during the same time period simultaneously helps to trace sociocultural changes in the general concept of femininity in early 20th century usa women?s claim for suffrage not only asked for a political right at the same time, the gender concepts of the day were being negotiated in a highly charged public discourse, in which the visual medium of the cartoon served as a particularly effective means of emotional persuasion -- publisher description",feminism; women; feminism; gender identity; political cartoons; caricatures and cartoons,4,"1900-1920, American newspapers, American women, Cartooning, Femininity, Feminist theory, Graphic communication., Illustrations, Mass media and women, Political cartoons, Suffrage, United States History, Women in politics, Women in popular culture, Women's movement, Women's rights","1920-1970,American newspapers,Women, White,Cartooning,Femininity,Feminist theory,Visual communication,Illustrations,Mass media and women,Political cartoons,Suffrage,Founding Fathers of the United States,Women political activists,Women in popular culture,Women's dreams,Women's rights",0.40,0.12,0.31,0.58,17.00
endorsements in advertising : a social history,"""this exploration of modern endorsement advertising follows its evolution from a marginalized, mistrusted technique to a multibillion-dollar industry the social history of endorsement advertising is examined in terms of changing ethical and governmental views, shifting business trends, and its relationship to the growth of modern media, while the money involved and the question of effectiveness are scrutinized""--provided by publisher",advertising; advertising,3,"Advertising, Branding, Celebrity culture, Consumer behavior, Consumer goods, Endorsements, Marketing, Marketing history, Public relations, Social aspects, Sponsorship","Advertising,Branding (Marketing),Celebrities in popular culture,Consumer behavior,Consumer goods,Endorsements in advertising,Marketing,History in advertising,Public relations,Social aspects,Corporate sponsorship",1.00,0.09,0.32,0.56,11.00
sociology & you,"student edition - trusted authorship communicates the theory and application of sociology principles in understandable, age-appropriate language the student edition is built around the educational philosophy of understanding by design and essential questions teacher edition - the new edition is a clear pathway through the content that optimizes class time and minimizes preparation time with the lesson plans, activities, and assessment based on the research of jay mctighe, co-author of understanding by design the print and digital components are clearly integrated at point of use differentiation is integrated into the lesson plans",sociology; sociology,2,"Adolescent psychology, Education, Educational philosophy, High school education, Social science education, Social sciences, Sociology, Teaching methods","Adolescent psychology,Education,Philosophy and cognitive science,Education (Middle school),Social science teachers,Social sciences,Sociology,Teaching methods",1.00,0.12,0.39,0.48,8.00
excel® sales forecasting for dummies,a guide to using microsoft excel to organize and forecast sales data,sales forecasting,2,"Accounting, Business, Business forecasting, Data analysis, Electronic commerce, Finance, Financial planning, Microsoft Excel, Sales management","Accounting,Business,Business forecasting,Analysis,Electronic commerce,Finance,Financial applications,Electronic spreadsheets,Sales management",0.00,0.00,0.00,0.39,9.00
socio-economic perspectives on vocational skill development,"""this book explores how education and training plays a key role in skill formation and is at the heart of any strategy for smart sustainable and inclusive development it also explores the strategic role of skill development at different levels of the socio-economic system, that is, skill development at the sectoral, national, regional and global level""-- provided by publisher",occupational training; labor market,3,"Career development, Economic development, Education, Human capital, Labor market, Skill development, Sustainable development, Training, Vocational education, Workforce development","Career development,Economic development,Education,Human capital,Labor market,Learning ability,Sustainable development,Training,Vocational education,Employability",0.50,0.10,0.63,0.51,10.00
fire strikes the chicago stock yards : a history of flame and folly in the jungle,"""wade into the endless smoke of chicago union stock yards, the site of nearly three hundred extra-alarm fires before its closure in 1971, including some of the most disastrous conflagrations of a city famous for fire in 1910, twenty-one firemen and three civilians were killed in a blaze at a beef warehouse--the largest death roll for an organized fire department in the nation prior to 9/11 the meatpackers who ran the yards considered the constant threat of fire as part of the cost of doing business for the firefighters who were forced to plunge into the flames again and again, it was an entirely different matter""--page 2 of cover",fires,3,"Chicago (Ill.), Chicago Stock Yards, Disaster response, Fire departments, Firefighting, Fires, Fires and fire prevention, Illinois, Labor disputes, Meatpacking industry, Meatpacking plants","Chicago (Ill.),Stockyards,Disaster relief,Fire departments,Fires,Fires,Fires and fire prevention,Illinois,Labor disputes,Meat industry,Vegetarian foods",1.00,0.10,0.33,0.38,10.00
"1,001 accounting practice problems for dummies","""whether you're looking to improve your classroom experience or jumpstart a career in accounting, this hands-on resource has everything you need to get ahead tips are provided to help you approach the problems, and the back of the book includes detailed, step-by-step answer explanations you'll find all the practice you need to succeed in accounting""--publisher's description",accounting,1,"Accounting, Accounting education, Business education, Business students, Career development, Finance, etc., exercises","Accounting,Accounting teachers,Business education,Business students,Career development,Finance,Small orders,Exercises",1.00,0.12,0.33,0.49,8.00
who was cesar chavez?,presents an account of the life of the mexican american labor activist who helped organize the migrant farm workers and establish a union to fight for their rights,labor leaders; mexican american migrant agricultural laborers; migrant agricultural laborers,2,"Agricultural laborers, Cesar Chavez, Civil rights, Farmworkers' rights, Labor movement, Labor unions, Mexican American labor leader, Mexican Americans, Migrant labor, United Farm Workers","Agricultural laborers,Cesar Chavez Post Office (Chicago, Ill.),Civil rights,Farm ownership,Labor movement,Labor unions,Mexican American leadership,Mexican Americans,Migrant labor,Agricultural laborers",0.00,0.00,0.00,0.52,10.00
the only sales guide you'll ever need,"""star sales speaker and author of the sales blog reveals how all salespeople can attain huge sales success, with strategies backed by extensive research and experience,""--amazoncom",selling; sales management,2,"Business communication, Business development., Customer relationships, Entrepreneurship, Marketing, Negotiation, Personal finance, Salesmanship","Business communication,Business and education,Customer relations,Entrepreneurship,Marketing,Negotiation,Finance, Personal,Sales",0.00,0.00,0.00,0.49,9.00
"unpaid work and the economy : gender, time use and poverty in developing countries","""this volume uses unpaid work and time-use survey data (tus) from across the global south to elucidate the need to incorporate unpaid work into economic analysis in order to better understand poverty and gender (in)equality""--provided by publisher",wages; sex discrimination against women; poor; unpaid labor,3,"Developing countries, Economic indicators, Economics, Gender equality, Household surveys, Labor, Poverty, Time use surveys, Women in development, Women's employment, Work and family","Developing countries,Economic indicators,Economics,Gender transition,Household surveys,Labor,Poverty,Time management surveys,Women in development,Self-employed women,Work and family",0.00,0.00,0.00,0.44,11.00
stepfamilies,"""this is a much-needed sociological review of stepfamily life, examining the particular issues and challenges which people in stepfamilies face combining published studies and original fieldwork, it focuses on the internal dynamics of stepfamily households as well as the relationships sustained with those outside the household""--provided by publisher",stepfamilies; remarriage; stepchildren; interpersonal relations,2,"Blended families, Family dynamics, Interpersonal relations, Parent and child, Remarriage, Single-parent families, Stepfamilies","Single-parent families,Family relationships,Interpersonal relations,Parent and child,Remarriage,Single-parent families,Stepfamilies",0.75,0.50,0.87,0.75,6.00
waste to wealth : the circular economy advantage,"""in the second half of the 20th century we got better at extracting the earth's resources much better so much better in fact, that for 40 years, despite demand for natural resources growing, the cost of those resources decreased not anymore since 2000, prices for the world's natural resources have been steadily rising the old linear model of business - take-make-waste, where profit depends upon managing resources in the production of products - is not only environmental suicide, it's also business suicide businesses now need the 'circular advantage' - where growth no longer equals increased resource use, where products are regenerative by design and where resources move back and forth between production and consumption with minimal loss in quality or value by decoupling growth from resource use, organizations protect themselves from rising and volatile commodity prices, become more resilient to supply disruptions, and reduce their environmental footprint they also extend their core customer value chain beyond design, production and sales into product use -- where most customer value is created in waste to wealth the authors examine five new business models that provide circular growth - from deploying sustainable resources to the sharing economy - before setting out what business leaders need to do to implement the models successfully they prove that green and growth are not binary alternatives - that there are ways smart firms can make fair profits while delivering great products to customers and that those customers will be able to use those products in a world fit for our children to inherit ""-- provided by publisher",sustainable development; economics,3,"Business models, Circular economy, Economic development, Economic resilience., Environmental sustainability, Product lifecycle management, Resource management, Sustainable development, Waste reduction","Business methods,Circular economy,Economic development,Economic status,Sustainability,Product life cycle,Resource allocation,Sustainable development,Wastes, Recovery of",0.50,0.10,0.29,0.52,10.00
genocide,"explains what genocide means, gives examples of its occurrence, and offers ideas for healing and prevention",genocide; genocide,3,"Crimes against humanity, Ethnic cleansing, Genocide, Genocide prevention, Holocaust, Holocaust survivors, International criminal law, Mass murder, Rwanda Genocide, War crimes","Crimes against humanity,Ethnic conflict,Genocide,Genocide intervention,Holocaust, Nazi,Holocaust survivors,International criminal law,Mass murder,Rwandan Genocide, Rwanda, 1994,War crimes",1.00,0.08,0.43,0.60,13.00
teach yourself visually salesforcecom,"step-by-step screen shots show you how to tackle tasks for salesforcecom each task-based spread covers a single technique, sure to help you get up and running on salesforcecom in no time",customer relations; sales management; salesforce (online service),2,"Business data processing, Computer networks, Computer software, Electronic commerce, Online commerce, Salesforce (Electronic resource), Salesforce (Firm)","Online data processing,Computer networks,Computer software,Electronic commerce,Commerce,Electronic information resource searching,Finance companies",0.00,0.00,0.00,0.41,7.00
"alternative approaches to security : national integration, governance, non military challenges",with reference to india,welfare economics; public goods; cultural pluralism,2,"Alternative dispute resolution, Conflict management, Conflict resolution, Counterinsurgency, Governance, Homeland security, India, Internal security, National integration, National security, Non military challenges, Terrorism prevention","Dispute resolution (Law),Conflict management,Conflict management,Counterinsurgency,Corporate governance,National security,India,Internal security,National service,National security,Military aspects,Terrorism investigation",0.00,0.00,0.00,0.23,10.00
this is who we were : a companion to the 1940 census,"""a companion resource to the 1940 census just released by the us national archives, this is who we were, provides the reader with a deeper understanding of what life was like in america in 1940 and how it compares statistically to life today using both original material from the 1940 census (reprinted here in a different color), readers will find richly-illustrated personal profiles, economic data, and current events to give meaning and depth to what life was like in 1940 america as the country was emerging from depression, but on the verge of war next, a wide range of data from the 1940 and 2010 census are put side-by-side so users can quickly and easily see differences and similarities over these past 70 years""--publisher's website",nineteen thirties,3,"1940, 20th century, Census data, Demographic changes, Economic conditions, Economic indicators, Family, Geographic distribution, History, Industrial conditions, Population studies, Social conditions, United States, Urbanization, World War II","1940,20th century,Census undercounts,Demographic transition,Economic conditions,Economic indicators,Family,Geographical distribution,History,Industrial efficiency,Population research,Social conditions,United States,Urbanization,World War III",0.00,0.00,0.00,0.24,15.00
jane addams,"a brief biography of jane addams, who established hull-house in chicago in 1889 to provide medical and legal services, educational opportunities, and social interactions to immigrants and other victims of poverty",women social workers; women social reformers,3,"Chicago, Education, Hull House (Chicago, Ill.), Illinois, Immigrants, Poverty, Settlement movement, Social reformers, Social services, Social work, Social workers, Women social reformers, Women's rights activists","Chicago,Education,Wingwood House (Bar Harbor, Me.),Apologies,Illinois,Immigrants,Poverty,Social settlements,Social reformers,Social services,Social group work,Social workers,Women social reformers,Women political activists",0.50,0.07,0.26,0.41,15.00
high wire : the precarious financial lives of american families,"the us economy has had 25 years of some of the strongest, smoothest growth in its history--economists have even named it: ""the great moderation"" so why have so many of us arrived at the new century with a gnawing sense that events are moving against our families and ourselves? drawing on interviews with hundreds of americans and new statistics he developed, economics journalist gosselin traces a quarter-century shift of economic risk from the broad shoulders of business and government to the backs of working people, a shift that has shaken the pillars of most families' lives--stable jobs, solid benefits, government protections the change means that the benefits of growth come at greater peril, and your financial fall will be steeper if you stumble this threat to working americans' security--and what to do about it--is a pressing concern to economists, policy-makers, and everyone who works for a living--from publisher description",economic security; households; families,3,"Economic policy, Economic security, Economic stability, Family economics, Financial crises, Financial risk, Income inequality, Labor market, Middle class, Working class","Economic policy,Economic security,Economic stabilization,Sell family,Financial crises,Financial risk,Income averaging,Labor market,Middle class,Working class",0.33,0.10,0.30,0.53,10.00
"innovation design : creating value for people, organizations and society","""innovation design presents an approach to designing shared value for businesses, non-profit organizations, end-users and society the societal and economic challenges we are currently facing - such as the aging population, energy scarcity and environmental issues - are not just threats but are also great opportunities for organizations innovation design shows how organizations can contribute to the process of generating value for society by finding true solutions to these challenges and at the same time it describes how they can capture value for themselves in business ecosystems that care for both people and planet this book covers: creating meaningful innovations that improve quality of life, engage users and provide value for organizations and other stakeholders; guiding the creation of shared value throughout the innovation process, with a practical and integrative approach towards value that connects ideas from economics, psychology, sociology and ecology; designing new business models and business ecosystems to deliver sustainable benefits for all the involved parties and stakeholders, addressing both tangible and intangible value innovation design gives numerous examples of projects and innovations to illustrate some of the challenges and solutions you may encounter in your journey of designing meaningful innovations and creating shared value it also offers practical methods and tools that can be applied directly in your own projects and in a fast-changing world, it provides a context, a framework and the inspiration to create value at every level: for people, for organizations and for the society in which we live""--publisher's website",organizational change; creative ability in business; value,4,"Business, Business models, Corporate social responsibility, Design, Design thinking, Entrepreneurship, Human-centered design, Innovation, Innovation management, Organizational change, Strategic planning, Sustainable business, Sustainable development, Systems thinking, Triple bottom line, Value creation","Business,Business methods,Corporate power,Design,Communication in design,Entrepreneurship,Communication in design,Efficiency,Maintenance and repair,Organizational change,Strategic planning,Sustainability,Sustainable development,Intuition (Computer system),Will,Reusability",0.33,0.07,0.43,0.37,15.00
"cosmopolitan power in international relations : a synthesis of realism, neoliberalism, and constructivism","""how can nations optimize their power in the modern world system? realist theory has underscored the importance of hard power as the ultimate path to national strength in this vision, nations require the muscle and strategies to compel compliance and achieve their full power potential but in fact, changes in world politics have increasingly encouraged national leaders to complement traditional power resources with more enlightened strategies oriented around the use of soft power resources the resources to compel compliance have to be increasingly integrated with the resources to cultivate compliance only through this integration of hard and soft power can nations truly achieve their greatest strength in modern world politics, and this realization carries important implications for competing paradigms of international relations the idea of power optimization can only be delivered through the integration of the three leading paradigms of international relations: realism, neoliberalism, and constructivism""--provided by publisher",international relations; power (social sciences); realism; neoliberalism; cultural relations,3,"Foreign Policy, Geopolitics, Global Politics, Globalization, International Cooperation, International Relations, International Security, Modern World System, National Power, Power (Politics), Soft Power, Statecraft, Strategic Planning, World Politics","Foreign relations,Geopolitics,World politics,Globalization,International cooperation,International relations,Security, International,Just-in-time systems,National interest,Politics and government,Softening,Shellcraft,Strategic planning,World politics",0.20,0.07,0.29,0.51,14.00
india and the nuclear non-proliferation regime : the perennial outlier,"""the book is a comprehensive study of india's relationship with the non-proliferation regime, and its transformative evolution from a perennial outlier to one seeking greater integration with the regime and its normative structures the highlight of this study is its incisive conceptual analysis of the regime as a functional system and its structural complexities, which brings forth new insights on the regime's core ideas like non-proliferation and counter-proliferation the book also provides an extensive non-western narrative on the concept of counter-proliferation and its conceivable role and influence in the regime it breaks new ground in explaining india's quest for an anti-proliferation strategy, which could determine its status and future in the emerging global nuclear order it will be a substantial contribution to the literature on india's approach towards non-proliferation, counter-proliferation and disarmament, and will enhance the understanding of the impact of the regime's normative structures on india's nuclear decisions""-- provided by publisher",nuclear nonproliferation; nuclear arms control; nuclear weapons,2,"Counterproliferation, Global security, India, International relations, Nuclear disarmament, Nuclear nonproliferation treaty.","Half-life,National security and globalization,India,International relations,Nuclear disarmament,Nuclear nonproliferation",0.33,0.17,0.43,0.49,6.00
migrants or expatriates? : americans in europe,"""while overseas americans are often seen as short-term corporate transferees or backpackers, there are also many americans - estimates range from 2 to 7 million - living overseas this book explores the case of longer-term overseas americans - migrants - in france, germany and the uk what has led them to leave the united states? how does their integration in europe proceed? this book explores both of these questions in depth, while also examining the case of american political engagement in the united states the book draws on almost 900 survey responses and over 100 in-depth interviews carried out in berlin, paris and london""-- provided by publisher",americans; immigrants,3,"American diaspora, American expatriates, Americans abroad, Cross-cultural relations, Europe, European Americans, Expatriate communities, Globalization, International migration, International relations, Migration, Transnationalism","American influences,Older immigrants,Americans,Cultural relations,Europe,European Americans,Expatriation,Globalization,Migrations of nations,International relations,Migration,Transnationalism",0.50,0.08,0.36,0.58,12.00
the making of a dream : how a group of young undocumented immigrants helped change what it means to be american,"""a timely and powerful chronicle of a generation's great civil rights battle as witnessed through the experiences of five young undocumented immigrants fighting to become americans we often call them dreamers: young people who were brought or sent to the united states as children they attend our local schools; work jobs that contribute to our economy some apply to attend university here, only to discover their immigration status when the time comes to fill out the paperwork without a clear path forward, and no place to return to, these young people have fought for decades to remain in the one place they call home--a nation increasingly divided over whether they should be allowed to stay the making of a dream begins at the turn of the millennium, as the first of a series of ""dream act"" proposals is introduced, and follows the efforts of policy makers, advocates, and five very different undocumented immigrant leaders to achieve some legislative reform--or at least some temporary protection their coming-of-age-in-america stories of love and loss intersect with the watershed political and economic events of the last two decades, including the obama administration's landmark deferred action for childhood arrivals (daca) order in 2012, and the abrupt announcement by president trump of his plan to end it, throwing into turmoil the lives of nearly 800,000 immigrants and their families the making of a dream charts the course of a social movement, with all its failures and successes, and allows us an intimate, very human view of the complexity of immigration in america heartbreaking and hopeful, maddening and uplifting, this ode to the legacy of the dream act is a record of our times--and the definitive story of the young people of our nation who want nothing more than to be a part of it""--jacket",illegal aliens; illegal aliens; illegal alien children; illegal alien children; emigration and immigration law,3,"Citizenship, Civil rights, Deferred Action for Childhood Arrivals (DACA), Dream Act (U.S.), Human rights, Immigrants, Immigration policy, Latino youth., Political refugees, Undocumented immigrants, United States","Citizenship,Civil rights,Absence without leave,Acts,Human rights,Immigrants,Immigration enforcement,Hispanic American youth,Political refugees,Immigration opponents,United States",0.00,0.00,0.00,0.47,11.00
the iron cage of liberalism : international politics and unarmed revolutions in the middle east and north africa,"over the last forty years the world has witnessed the emergence and proliferation of a new political phenomenon - unarmed revolution this book explores why some nonviolent revolutionary movements lead to unarmed revolution, and others result in devastating failure",liberalism; liberalism; liberalism; liberalism; nonviolence; nonviolence; social movements; social movements,3,"Arab Spring, Civil Society, Democratization, Human Rights, Middle East Politics and Government, Nonviolence, Nonviolent Resistance, Political Participation, Political Science, Protest Movements, Revolution","Arab Spring, 2010-,Civil society,Democratization,Human rights,League of Arab States,Nonviolence,Nonviolence,Political participation,Political science,Protest movements,Revolutions",0.33,0.09,0.30,0.50,11.00
solutions to political polarization in america,"""this volume assembles several of the nation's top analysts of polarization in american politics however, unlike the many other volumes written on this subject, this book focuses on solutions to polarization as such, it necessarily takes these authors, who more often analyze causes and consequences than propose remedies, out of their comfort zone debunking conventional wisdom and warning of unintended consequences tend to be more valuable coins in the realm of political science the professional risks usually exceed the rewards of sticking out one's neck to suggest, with admittedly incomplete information, reforms that might address the most serious policy challenges of the day we are, therefore, very thankful for the hewlett foundation, which helped alter the cost-benefit calculus and support a conference that produced the papers for this volume""-- provided by publisher",polarization (social sciences); social conflict; right and left (political science),3,"Civic engagement, Democracy, Government policy, Political culture, Political participation, Political polarization, Political reform, Political science, Politics, Public policy, United States, Voting behavior","Civic improvement,Democracy,Government policy,Political culture,Political participation,Political socialization,Reform,Political science,Politics and government,Public policy,United States,Voter intimidation",0.00,0.00,0.00,0.42,12.00
"applying rawls in the twenty-first century : race, gender, the drug war, and the right to die","""john rawls was the most influential political thinker of the twentieth century this book applies his theory of justice to four perennial matters of concern that remain contested in the twenty-first century drawing surprising implications, this book deepens our understanding of these issues and points the way toward rational, just policy reform""-- provided by publisher",justice; liberalism; race; sex; drug control; right to die,4,"Bioethics, Civil Rights, Ethics, Feminist Theory, Human Rights, Philosophy, Philosophy of Law, Political Science, Political Theory, Public Administration, Public Policy, Racial Discrimination, Social Justice, Social Movements","Bioethics,Civil rights,Ethics,Feminist theory,Human rights,Philosophy,Law (Philosophical concept),Political science,Political psychology,Public administration,Public policy,Race discrimination,Social justice,Social movements",0.00,0.00,0.00,0.45,14.00
the two-party system in the united states,"""to many, bipartisanship is a fundamental aspect of american democracy: it is designed to allow voters of differing political beliefs to find a political party that most closely conforms to their values however, in a 2015 poll, 43 percent of americans identified with neither party, preferring to be politically independent is the two-party system essential to american politics? what part does it play in our electoral and political systems? growing concerns about political polarization and bipartisanship's role in it have also come to light this volume explores the various perspectives about the future of american democracy""-- provided by publisher",political parties; two-party systems,2,"Bipartisanship, Democracy, Electoral system, Political parties, Political polarization, Politics, Two-party systems, United States, Voting systems","Elections, Nonpartisan,Democracy,Electoral coalitions,Political parties,Political socialization,Politics and government,Two-party systems,United States,Voting-machines",1.00,0.20,0.37,0.61,10.00
