title,abstract,lcsh_subject_headings,Predicted_Label_Count,predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
intimations of global law,"""this is a book about how we might fruitfully think about global law few terms are more topical in the transnational legal literature yet there has been little serious discussion - and little agreement where there has been discussion - on what is meant by 'global law', if, indeed, it means anything of note at all in what follows, i suggest that we can nonetheless arrive at a core sense of global law as an emergent idea and practice""-- provided by publisher",international law; globalization; international cooperation; global governance,3,"Comparative law, Cosmopolitanism, Global citizenship, Global constitutionalism, Global governance, Global justice, Global regulatory frameworks, Globalization, Globalization and politics, Human rights, International, International law, International legal theory, International organizations, International relations, Jurisprudence, Law, Law and globalization, Legal pluralism, Legal theory, Multilateralism, Transnational governance, Transnational law, World order.","Comparative law,Cosmopolitanism,World citizenship,Constitutional law,Legitimacy of governments,World politics,Regulation,Globalization,Globalization,Human rights,International,International law,Necessity (International law),International organization,International relations,Jurisprudence,Law,Law and globalization,Free-law movement,Justification (Law),International regimes,Transnational voting,Transnational crime,End of the world",0.50,0.09,0.36,0.59,23.00
strategically created treaty conflicts and the politics of international law,"""treaty conflicts are not merely the contingent or inadvertent by-products of the increasing juridification of international relations in several instances, states have deliberately created treaty conflicts in order to catalyse changes in multilateral regimes surabhi ranganathan uses such conflicts as context to explore the role of international law, in legal thought and practice her examinations of the international law commission's work on treaties and of various scholars' proposals on institutional action, offer a fresh view of 'mainstream' legal thought they locate in a variety of writings a common faith in international legal discourse, built on liberal and constructivist assumptions ranganathan's three rich studies of treaty conflict, relating to the areas of seabed mining, the international criminal court, and nuclear governance, furnish a textured account of the specific forms and practices that constitute such a legal discourse, and permit a grounded understanding of the interactions that shape international law""-- provided by publisher",international law; treaties,3,"Comparative law, Conflict of Laws, Conflict of laws (International), Constructivism (International relations), Global Governance, Global law, Globalization, Institutional reform, International Criminal Court, International Law, International Relations, International cooperation, International institutions, International jurisprudence, International organizations, International relations and law., International relations theory, Jurisprudence, Law Reform, Law and politics, Legal discourse, Legal pluralism, Legal sociology, Liberalism (International relations), Multilateralism, Nuclear nonproliferation, Politics and law, Regime change, Seabed mining, State practice, Treaties, Treaty interpretation","Comparative law,Conflict of laws,Aggression (International law),Communication in international relations,Legitimacy of governments,Law and globalization,Globalization,Institutional cooperation,International criminal courts,International law,International relations,International cooperation,Financial institutions, International,International law,International organization,Domestic relations (International law),International relations,Jurisprudence,Law reform,Law,Discourse ethics,Free-law movement,Sociological jurisprudence,Liberalism,International regimes,Nuclear nonproliferation,Law,Regime change,Ocean mining,Supervision, State,Treaties,Treaty-making power",1.00,0.06,0.42,0.51,31.00
"demons of urban reform : early european witch trials and criminal justice, 1430-1530","""this book illuminates the origins of the great european witch hunts by placing early witch trials in the comparative light of other criminal proceedings in basel, lucerne and nuremberg the study reveals that the increasingly harsh treatment was paralleled by mounting judicial severity in general, as well as by a keen interest in social control""-- provided by publisher",witchcraft; witchcraft,4,"15th century, 16th century, Basel (Switzerland), Crime, Criminal Justice, Demonology, Early modern history, Europe, European history, European society, Folklore, Governance, Heresy, History, History of law, Inquisition, Judicial process, Law and Legislation, Law enforcement, Lucerne (Switzerland), Medieval history, Municipal government., Nuremberg (Germany), Power (Social sciences), Satanism, Social Control, Social history, Trials, Urban history, Witch hunts, Witchcraft","15th century,16th century,Basel (Switzerland),Crime,Criminal justice personnel,Demonology,History, Modern,Europe,European essays,European communities,Folklore,Corporate governance,Heresy,History,Historical jurisprudence,Inquisition,Judicial process,Law and legislation,Law enforcement,Swissporarena (Lucerne, Switzerland),Middle Ages,Municipal government,Nuremberg (Germany),Power (Social sciences),Satanism,Social control,Social history,Trials,Cities and towns,Witch hunting,Witchcraft",1.00,0.03,0.36,0.31,32.00
radicalizing rawls : global justice and the foundations of international law,"""this book articulates and defends a rawlsian version of cosmopolitanism critiquing rawls's own suggestion that states (or 'peoples') be treated as foundational to the global order, as well as alternative rawlsian defenses of rawls's approach, radicalizing rawls proposes a polycentric global legal regime, featuring a law of persons rather than rawls's law of peoples gary chartier argues provocatively for more extensive global human rights protections than those rawls defends and maintains that global anarchy could prove to be an attractive version of john tomasi's rawlsian 'market democracy'""-- provided by publisher",international law; human rights; liberalism; social justice; social contract,4,"Anarchy, Cosmopolitan democracy, Cosmopolitanism, Democracy, Ethics, Global citizenship, Global constitutionalism., Global governance, Global human rights, Global justice, Global politics, Globalization, Human dignity, Human rights, International law, International relations, John, Jurisprudence, Law of nations, Legal philosophy, Market democracy, Peoples, Political philosophy, Polycentrism, Rawls, Rawlsianism, Social justice, Sovereignty, Statelessness","Trials (Anarchy),Cosmopolitanism,Cosmopolitanism,Democracy,Ethics,World citizenship,Constitutional law,Legitimacy of governments,Human rights and globalization,World politics,World politics,Globalization,Dignity,Human rights,International law,International relations,John (Name),Jurisprudence,Time (International law),Law (Philosophical concept),Duopolies,Older people,Opposition (Political science),Polyradicion,Gavels,Sabellianism,Social justice,Sovereignty,Statelessness",0.60,0.11,0.39,0.49,27.00
madison's hand : revising the constitutional convention,"""new digital technologies and traditional historical investigation suggest that james madison did not finish his famous notes until after the convention the notes are the most important, and most misunderstood, account of the 1787 constitutional convention this biography of the notes follows madison as he created and then repeatedly revised a remarkable manuscript of american history originally a diary kept in part for the absent thomas jefferson, the notes highlighted his fascination with the political strategy of drafting but when the convention began to draft the details of the constitution, the complicated process led madison to abandon his notes only after serving in congress and drafting new constitutional amendments did madison return to complete them by the time the notes were published a half-century later, the layers of revisions made the notes appear--inaccurately--to be an objective record of the writing of the constitution""-- provided by publisher",constitutional history,2,"1751-1836, 1783-1789, 1787, American Revolution, American politicians, Constitutional amendments, Constitutional conventions, Constitutional history, Diaries, Documentary history, Drafting, Federalism, Historical editing, Historical records, Historical revisionism, James, James Madison, Jefferson, Legislative bodies, Madison, Manuscripts, Notes on the United States Constitution, Politics and government, Publication and reparation, Revisions, Revolutionaries, Thomas, United States. Congress, United States. Constitution (, United States. Constitutional Convention (1787), United States. History, diaries, etc","1780-1790,1783-1789,To 1787,Revolution, 1986,Politicians,Constitutional amendments,Constitutional conventions,Constitutional history,Diaries,Documentary films,Drafts,Federal government,First editions,Chronology, Historical,Historicism,James, P. D.,Madison,Jefferson Highway,Legislative bodies,Madison,Manuscripts,Constitution Week (U.S.),Politics and government,Reparation in literature,Revision,Revolutionaries,Thomas,United States. Congress,Constitution,To 1787,History,Diaries,Sweepstakes",1.00,0.03,0.23,0.39,33.00
interpreting crimes in the rome statute of the international criminal court,"""the rome statute of the international criminal court defines more than ninety crimes that fall within the court's jurisdiction: genocide, crimes against humanity, war crimes and aggression how these crimes are interpreted contributes to findings of individual criminal liability, and moreover impacts upon the perceived legitimacy of the court and yet, to date, there is no agreed approach to interpreting these definitions this book offers practitioners and scholars a guiding principle, arguments and aids necessary for the interpretation of international crimes leena grover surveys the jurisprudence of the icty and ictr before presenting a model of interpretive reasoning that integrates the guidance within the rome statute itself with articles 31-33 of the vienna convention on the law of treaties""-- provided by publisher",international criminal law,3,"Aggression, Article 31, Article 32, Article 33, Attribution of responsibility, Conflict crimes, Crimes against humanity, Criminal law, Criminal liability, Criminal responsibility, Genocide, Genocide prevention, Human rights, Humanitarian law, ICC, ICTR, ICTY, International Criminal Court, International Criminal Tribunal for Rwanda, International Criminal Tribunal for the former Yugoslavia, International courts and tribunals, International criminal justice, International criminal law, International justice, International law, Interpretation and construction, Jurisprudence, Law of treaties, Law of war, Legal interpretation, Rome Statute, Rome Statute of the International Criminal Court, Treaties, Treaty interpretation, Vienna Convention on the Law of Treaties, War crimes","Aggressiveness,Article,Article,Article,Compensation (Philosophy),Conflicts,Crimes against humanity,Criminal law,Criminal liability,Criminal liability,Genocide,Genocide intervention,Human rights,Humanitarian law,Admission,Sense data,Empyrean,International criminal courts,Rwandan Genocide, Rwanda, 1994,Yugoslav War Crime Trials, Hague, Netherlands, 1994-,International courts,Criminal investigation (International law),International criminal law,Criminal investigation (International law),International law,Interpretation and construction,Jurisprudence,Unequal treaties,War and crime,Legal opinions,Procurators (Rome),Fines (Penalties) (Roman law),Treaties,Treaty-making power,Unequal treaties,War crimes",1.00,0.03,0.29,0.40,36.00
fundamentals of international finance and development: what you need to know,"""the author combines his expertise in international finance and development (ifd) with his skills as a professionally-produced playwright to explain the basic, but nevertheless complex, concepts of ifd in a way that's accessible and entertaining for persons without a background in the subject matter the textbook is essentially a narrative of ifd, beginning with the establishment of the international monetary fund and the world bank and ending with topics relating to emerging market economies throughout the narrative the author explores major financial crises, including the global financial crisis and the european sovereign debt crisis each chapter includes supplements that explore the chapter's topics in more depth"" -- publisher's website","international finance; economic development; law and economic development; financial crises; financial crises; global financial crisis, 2008-2009; financial institutions",2,"Balance of payments, Developing countries, Development economics, Economic crises, Economic development, Economic development projects, Economic growth, Economic history, Economic indicators, Economic instability, Economic integration, Economic stabilization, Emerging economies, Emerging markets, Financial crises, Financial markets, Foreign exchange, Global economic issues., Globalization, International Monetary Fund, International economic institutions, International economic relations, International finance, International monetary system, International trade, Macroeconomics, Microeconomics, Monetary policy, World Bank","Balance of payments,Developing countries,Development economics,Financial crises,Economic development,Economic development projects,Negative growth (Economics),Economic history,Economic indicators,Economic stabilization,Economic integration,Economic stabilization,Developing countries,Economic indicators,Financial crises,Money market,Foreign exchange,Economic status,Globalization,International finance,Financial institutions, International,International economic relations,International finance,International finance,International trade,Macroeconomics,Microeconomics,Monetary policy,Banks and banking, International",0.57,0.17,0.42,0.67,24.00
blind injustice : a former prosecutor exposes the psychology and politics of wrongful convictions,"""in this unprecedented view from the trenches, prosecutor turned champion for the innocent mark godsey takes us inside the frailties of the human mind as they unfold in real-world wrongful convictions drawing upon both psychological research and shocking--yet true--stories from his own career, godsey shares how innate psychological flaws and the ""tough on crime"" political environment can cause investigations to go awry, leading to the conviction of innocent people he not only sheds light on unintentional yet routine injustices but also recommends structural and procedural changes to restore justice to the criminal justice system""--provided by publisher","judicial error; prejudices; criminal justice, administration of; evidence, criminal; discrimination in criminal justice administration; false imprisonment",3,"Capital punishment, Crime victims, Criminal justice, Criminal procedure, Exonerations, Eyewitness identification, False confessions, False imprisonment, Forensic psychology, Human rights abuses., Innocence projects, Judicial errors, Judicial misconduct, Miscarriage of justice, Police misconduct, Post-conviction DNA testing, Prosecution, Prosecutorial misconduct, Psychological profiling, Psychology and law, Wrongful conviction, Wrongful imprisonment","Capital punishment,Victims of crimes,Criminal justice personnel,Criminal procedure,Atonement,Eyewitness identification,Confession,False imprisonment,Forensic psychology,Human rights,Ghost stories,Judicial error,Judicial discretion,Obstruction of justice,Police misconduct,Post-conviction remedies,Prosecution,Prosecutorial misconduct,Personality tests,Good behavior (Law),Alternative convictions,False imprisonment",0.25,0.10,0.32,0.55,21.00
antonin scalia's jurisprudence : text and tradition,""" lionized by the right and demonized by the left, supreme court justice antonin scalia is the high court's quintessential conservative witty, outspoken, often abrasive, he is widely regarded as the most controversial member of the court this book is the first comprehensive, reasoned, and sympathetic analysis of how scalia has decided cases during his entire twenty-year supreme court tenure ralph rossum focuses on scalia's more than 600 supreme court opinions and dissents--carefully wrought, passionately argued, and filled with well-turned phrases--which portray him as an eloquent defender of an ""original meaning"" jurisprudence he also includes analyses of scalia's court of appeals opinions for the dc circuit, his major law review articles as a law professor and judge, and his provocative book, a matter of interpretation rossum reveals scalia's understanding of key issues confronting today's court, such as the separation of powers, federalism, the free speech and press and religion clauses of the first amendment, and the due process and equal protection clauses of the fourteenth amendment he suggests that scalia displays such a keen interest in defending federalism that he sometimes departs from text and tradition, and reveals that he has disagreed with other justices most often in decisions involving the meaning of the first amendment's establishment clause he also analyzes scalia's positions on the commerce clause and habeas corpus clause of article i, the take care clause of article ii, the criminal procedural provisions of amendments four through eight, protection of state sovereign immunity in the eleventh amendment, and congress's enforcement power under section 5 of the fourteenth amendment the first book to fully articulate the contours of scalia's constitutional philosophy and jurisprudence, rossum's insightful study ultimately depicts scalia as a principled, consistent, and intelligent textualist who is fearless and resolute, notwithstanding the controversy he often inspires ""-- provided by publisher ""ralph rossum adds a substantial afterword (10,000 words) to his 2006 book on justice scalia's jurisprudence, discussing cases since the book was completed as well as the continuing debate about scalia's ideas according to rossum he will address ""scalia's death and the public reaction to his death; the several symposia at politico, liberty law blog, etc, on scalia's contributions to the development of the law; the comments of justices ginsberg and thomas at the scalia memorial service; the 38 major opinions he wrote since the book was originally published (eg, his seminal opinion on the second amendment in district of columbia v heller, his blistering dissents in the obamacare cases of nfib v sebelius and king v burwell, his concurrence in the judgment in the important recess appointments case of nlrb v noel canning, his important criminal procedure decisions on the fourth amendment and the confrontation clause, his major death penalty opinions, his equal protection [racial preference] opinions, and his standing opinion in hein v freedom from religion foundation); and he will update the tables in the book's final chapter on scalia and his voting coalitions""""-- provided by publisher",constitutional history; constitutional law; judges,2,"1936-2016, American conservatism, American constitutional law, American politics, Antonin, Antonin Scalia, Biography, Commerce clause, Conservatism (Politics), Constitutional conservatism, Constitutional interpretation, Constitutional law, Constitutional theory., Due process, Equal protection, Federalism, Free speech, Freedom of religion, Freedom of the press, Habeas corpus, Judges, Judicial activism, Judicial appointments, Judicial independence, Judicial philosophy, Judicial restraint, Judicial review, Jurisprudence, Law and politics, Law professors, Law reviews, Originalism, Political philosophy, Scalia, Separation of powers, State sovereignty, Supreme Court, Supreme Court justices, Textualism, United States, United States courts of appeals","1936-,Conservatism,Constitutional law,Political activity,Antonina,Joseph-Breitbach-Preis,Biography,Imputed interest,Conservatism,Conservatism,Implied powers (Constitutional law),Constitutional law,Constitutional law,Due process of law,Protection,Federal government,Freedom of speech,Freedom of religion,Freedom of the press,Habeas corpus,Judges,Judicial opinions,Recall of judicial decisions,Judicial independence,Judicial opinions,Judicial opinions,Judicial review,Jurisprudence,Law,Law teachers,Law reviews,Theism,Opposition (Political science),Judicial supremacy,Separation of powers,Sovereignty,State courts,Judicial police,Criticism, Textual,United States,Judicial review",0.67,0.06,0.32,0.47,35.00
"romania and the international court of justice : the works of the international conference ""romania and the international court of justice 5 years since the maritime delimitation in the black sea""","""romania has an unwavering attachment for international law, as its observance stands at the very core of romania's foreign policy for a country like romania, the use of international law principles, concepts and instruments is meant not only to enhance the ethic dimension of state conduct in international relations, and thus the international rule of law, but it maximizes the efforts for reaching the most important national objectives also, there is a significant series of romanian lawyers who contributed substantially to the development of international jurisdictions the recourse to international jurisdictions is therefore a natural consequence: romania has a long history of contacts with, and support for this essential dimension of international law, since the interwar period"" --back cover",international law; economic zones (law of the sea); territorial waters; territorial waters; arbitration (international law); international commercial arbitration,3,"Black Sea, Black Sea Region, Diplomacy, Europe, European history, Foreign policy, Global governance, Global international relations., International Court of Justice, International cooperation, International law, International organizations, International relations, Interwar period, Jurisdiction, Law of the sea, Maritime delimitation, Maritime law, National objectives, Ocean law, Romania, Romania foreign relations, Rule of law, State conduct","Black Sea,Black Sea Region,Diplomacy,Europe,European essays,Foreign relations,Legitimacy of governments,International relations,International courts,International cooperation,International law,International organization,International relations,Twenty-second century,Jurisdiction,Law of the sea,Maritime boundaries,Maritime law,Aims and objectives,Law of the sea,Romania,Deportations from Romania,Rule of law,Reason of state",0.20,0.05,0.39,0.50,22.00
"muslim minorities and citizenship : authority, communities and islamic law","""the issues of citizenship, identity and cohesion have rarely been as vital as they are today since the events of 9/11 and subsequent terrorist episodes in bali, madrid, london and elsewhere, focus in this area has centred primarily upon muslim minority communities living in the west this book examines the question of citizenship and loyalty, drawing on the historical contexts of muslim minorities living under british and french imperial rule in the nineteenth and twentieth centuries, and looks at how shari'a functioned within the context of imperial civil code it draws important comparisons that are of immense relevance today, and engages with current debates about the compatibility of islamic law with civil law in non-islamic societies engaging with both muslim minority and government perspectives, this is important reading for scholars, students, commentators and policy-makers concerned with the question of western engagement with its own minorities""--publisher's website",islamic law; muslims; citizenship (islamic law); law; law,4,"Citizenship, Civil law, Community relations., Comparative law, Constitutional law, Ethnic relations, Government and religion, Government policy, Human rights, Immigration law, Imperialism, Intercultural relations, Islam and law, Islam and politics, Islamic law, Minority identity, Minority rights, Multiculturalism, Muslim minorities, Muslims, National identity, Pluralism, Religion and politics, Religious minorities, Religious pluralism, Religious tolerance, Secularism, Social cohesion, State and church, Western civilization","Citizenship,Civil law,Community organization,Comparative law,Constitutional law,Ethnic relations,Religion and politics,Government policy,Human rights,Emigration and immigration law,Imperialism,Intercultural communication,Islam and justice,Islam and politics,Islamic law,Race identity,Civil rights,Multiculturalism,Muslim sexual minorities,Muslims,Identity,Pluralism,Religion and politics,Religious minorities,Religious pluralism,Religious tolerance,Secularism,Social stability,Church and state,Western civilization",0.50,0.07,0.41,0.51,29.00
the limits of legal reasoning and the european court of justice,"""the european court of justice is widely acknowledged to have played a fundamental role in developing the constitutional law of the eu, having been the first to establish such key doctrines as direct effect, supremacy and parallelism in external relations traditionally, eu scholarship has praised the role of the ecj, with more critical perspectives being given little voice in mainstream eu studies from the standpoint of legal reasoning, gerard conway offers the first sustained critical assessment of how the ecj engages in its function and offers a new argument as to how it should engage in legal reasoning he also explains how different approaches to legal reasoning can fundamentally change the outcome of case law and how the constitutional values of the eu justify a different approach to the dominant method of the ecj""-- provided by publisher ""this book seeks to offer a critical perspective on the legal reasoning of the european court of justice (ecj) in particular, it focuses on the question of the limits of legal reasoning: how far creativity and freedom from constraint can go in the task of legal reasoning by the eu judiciary this question has two aspects to it: the epistemic or descriptive possibility of conserving versus creative interpretation and the normative desirability of conserving versus creative interpretation the argument of the book is that interpretation by the judiciary linked to the understanding or interpretation of the law-maker is both epistemically possible and normatively desirable this conserving (or orginalist or historical) approach to interpretation coheres much better with the rule of law and democracy, the twin pillars of accepted political morality in europe, than the relatively creative, teleological approach to interpretation that is widely recognised to be the hallmark of the ecj""-- provided by publisher",judicial process; law; law,2,"Constitutional law, Democracy, ECJ, EU constitutional law, EU constitutionalism, EU institutions, EU judicial system, EU law, EU law and governance, EU legal theory, Europe, European Court of Justice, European Union, European integration, JX634, Judicial interpretation, Judicial review, Jurisprudence, KJ1100, KJE5095, KZ2360, Law and politics, Legal philosophy, Legal reasoning, Rule of law","Constitutional law,Democracy,Eck masters,European Commission,European Commission,European Union countries,Judicial process (Customary law),Eu, Counts of,European Commission,Formalities (Law),Europe,European Commission,European Union,European Union,Jynx,Judicial opinions,Judicial review,Jurisprudence,K-distribution (Probability theory),K-distribution (Probability theory),Kopuz,Law,Law (Philosophical concept),Legal opinions,Rule of law",0.50,0.05,0.36,0.47,21.00
"divorce in west virginia : the legal process, your rights, and what to expect","""providing accurate and objective information to help make the right decisions during a divorce in west virginia, this guide provides answers to more than 350 queries such as how quickly can one get a divorce? is it possible to get divorced if one spouse does not want a divorce? what does it mean for west virginia to be a community property state? who decides who gets the cars, the pets, and the house? what factors might influence child custody? and how are bills divided and paid during the divorce? structured in a question-and-answer format, this divorce handbook provides clear and concise responses to help build confidence and give the peace of mind needed to meet the challenges of a divorce proceeding""-- provided by publisher",divorce,2,"Alimony, Alternative dispute resolution, Annulment, Child custody, Child support, Collaborative divorce, Community property, Custody of pets, Divorce, Divorce laws and, Divorce mediation, Divorce proceedings, Domestic relations, Equitable distribution, Family court, Family law, Family mediation, Grounds for divorce, Irreconcilable differences, Joint custody, Marital property, Marriage, Marriage dissolution, Marriage law, No-fault divorce, Parenting rights, Property division, Separation, Sole custody, Spousal support, Visitation rights, West Virginia, West Virginia case law, West Virginia laws, West Virginia statutes","Alimony,Dispute resolution (Law),Annulment,Custody of children,Child support,Collaborative divorce,Community property,Protective custody,Divorce,Marriage law,Divorce mediation,Modification orders (Divorce),Domestic relations,Distribution,Court family,Law family,Family mediation,Same-sex divorce,Response consistency,Joint custody of children,Marital property,Marriage,No-fault divorce,Marriage law,No-fault divorce,Parental consent,Separate property,Separation,Protective custody,Spousal abuse,Visitation rights (Domestic relations),West Virginia,Indemnity against liability,West Virginia,Virginia Standards of Learning Tests",1.00,0.03,0.22,0.47,31.00
the legal politics of neutrality in the age of privateering : martin hübner's law of neutrality and prize,"""this book is focused on the legal concept of neutrality in the danish scholar martin hübner's major work de la saisie des batimens neutres, ou du droit qu'ont les nations belligéranted d'arréter les navires des peuples amisfrom 1759 although both hübner and his work are little known today, he is considered one of the founding scholars and thinkers of the modern concept of neutrality that developed in the 18th century""-- page 12","war, maritime (international law); neutral trade with belligerents; privateering",3,"18th century history, Belligerent rights, Blockade, Commercial law, Conflict of laws, Customs and border control., Danish law, Diplomatic immunity, Embargo, European history, Historical jurisprudence, History of international law, International law, International relations, Law of the sea, Legal history, Maritime law, Maritime trade, Maritime warfare, Naval warfare, Neutral shipping, Neutrality, Peace, Privateering, Prize (law), Prize courts, Prize law, Rights of neutrals, Sovereignty, State immunity, Treaties, War","18th century,Abuse of rights,Blockade,Commercial law,Conflict of laws,Customs administration and tourism,Danish property,Diplomatic privileges and immunities,Embargo,European essays,Historical jurisprudence,Time (International law),International law,International relations,Law of the sea,Legal historians,Maritime law,Contracts, Maritime,Maritime terrorism,Naval tactics,Packing for shipment,Neutrality,Peace,Privateering,Prize law,Prize courts,Prize law,Confusion of rights,Sovereignty,Immunity,Treaties,War",0.50,0.06,0.44,0.47,32.00
law's imagined republic : popular politics and criminal justice in revolutionary america,"""law's imagined republic shows how the american revolution was marked by the rapid proliferation of law talk across the colonies this legal language was both elite and popular, spanned different forms of expression from words to rituals, and included simultaneously real and imagined law since it was employed to mobilize resistance against england, the proliferation of revolutionary legal language became intimately intertwined with politics drawing on a wealth of material from criminal cases, steven wilf reconstructs the intertextual ways americans from the 1760s through the 1790s read law : reading one case against another and often self-consciously comparing transatlantic legal systems as they thought about how they might construct their own legal system in a new republic what transformed extraordinary tales of crime into a political forum? how did different ways of reading or speaking about law shape our legal origins? and, ultimately, how might excavating innovative approaches to law in this formative period, which were constructed in the street as well as in the courtroom, alter our usual understanding of contemporary american legal institutions? law's imagined republic tells the story of the untidy beginnings of american law""--provided by publisher","criminal justice, administration of; law",4,"1607-1776, 1775-1783, 1783-1789, 1783-1815., American colonies, American culture, American identity, American studies, Civic engagement, Colonial America, Colonial period, Comparative law, Constitutional history, Constitutional law, Crime, Criminal justice, Discourse analysis, Early national period, Historical sociology, History, Intertextuality, Judicial process, Jurisprudence, Language and politics, Law, Law reform, Legal history, Legal rhetoric, Legal systems, Penal law, Political culture, Politics and government, Politics and law, Popular culture, Revolution, Social justice, Social movements, Transatlantic relations, Trials, etc., laws","1617-1776,1775-1783,1783-1789,1783-1815,Colonies,American Dream,American,College stories, American,Civic improvement,Colonial question,Colonial influence,Comparative law,Constitutional history,Constitutional law,Crime,Criminal justice personnel,Discourse analysis,Third Republic, 1870-1940,Historical sociology,History,Intertextuality,Judicial process,Jurisprudence,Language attrition,Law,Law reform,Legal historians,Complaints (Rhetoric),Legal services,Criminal law,Political culture,Politics and government,Law,Popular culture,Revolutions,Social justice,Social movements,Transatlantic influences,Trials,Small orders,Law",0.33,0.03,0.36,0.38,40.00
criticism of the european court of human rights : shifting the convention system : counter-dynamics at the national and eu level,"""for some time now, the european court of human rights has been under substantial pressure the court has stumbled into a legitimacy crisis with regard to certain countries that needs to be taken seriously, since scholars warn that institutions with eroding legitimacy risk must demise or reform the goal of this volume is to explore how widespread this critical attitude of the european court of human rights really is it also assesses to what extent such criticism is being translated into strategies at the political level or at the judicial level to bring about concrete changes in the dynamics between national and european fundamental rights protection the book is topical and innovative, as these questions have so far remained largely unexplored, especially cross-nationally far from focusing exclusively on those voices that are currently raised so loud, conclusions are based on comparative in-depth reports, covering fifteen contracting parties and the eu""-- back cover",civil rights,3,"Comparative law, Constitutional justice, Constitutional law, Constitutionalism, Democracy, EU law, European Court of Human Rights, European Union law., European integration, European law, Europeanization, Fundamental rights, Governance, Human rights, Human rights protection, Human rights violations, Institutional legitimacy, International cooperation, International courts, International human rights law, International law, International organizations, Judicial dynamics, Judicial independence, Judicial review, Jurisdiction, Jurisprudence, Law reform, Legal systems, Multilevel governance, National courts, Rule of law, Separation of powers, State responsibility.","Comparative law,Constitutional courts,Constitutional law,Constitutional law,Democracy,Eu, Counts of,International human rights courts,European Union,European Union,Set-off and counterclaim (Roman-Dutch law),European cooperation,Confusion of rights,Corporate governance,Human rights,Human rights,Human rights,Institutional economics,International cooperation,International courts,International law and human rights,International law,International organization,Conflict of judicial decisions,Judicial independence,Judicial review,Jurisdiction,Jurisprudence,Law reform,Legal services,Government questionnaires,Courts of first instance,Rule of law,Separation of powers,Act of state",0.00,0.00,0.00,0.33,31.00
"public practice, private law : an essay on love, marriage, and the state","""marriage is ordinarily a public practice, supported by as well as supportive of society but it need not fall within the purview of the state public practice, private law articulates a conception of marriage as a morally rich and important institution that ought to be subject to private rather than legislative or judicial ordering it elaborates a robust understanding of marriage that captures what both different-sex and same-sex couples might see as valuable about their relationships it explains why sexual ethics won't yield a normative model of marriage, and why the kind of marital love worth wanting can it goes on to show how an understanding of marriage as rooted in demanding commitments can allow for divorce before arguing that the state should cease to sponsor marriages it concludes by suggesting that both state and non-state institutions should acknowledge the marriages of same-sex couples""-- provided by publisher",marriage law,3,"Civil law, Commitment, Divorce, Domestic relations, Equality, Ethics, Family law, Family relationships, Government sponsorship, Human rights, Institution, LGBTQ+ rights, Law and society, Legal status, Love, Marriage, Marriage (Legal aspects)., Marriage (Religious aspects), Marriage (Social aspects), Marriage law, Moral philosophy, Non-state institutions, Personal relationships, Philosophy of law, Private law, Public law, Relationship (Psychology), Same-sex marriage, Sexual ethics, Social norms, Societal norms, State institutions","Civil law,Commitment (Psychology),Divorce,Domestic relations,Equality,Ethics,Law family,Family relationships,Government aid,Human rights,Institution building,LGBT activism,Law and ethics,Status (Law),Love,Marriage,Marriage law,Marriage and spiritualism,Marital quality,Marriage law,Proof, Moral,Public institutions,Man-man relationships,Law (Philosophical concept),Public law,Public law,Dominance (Psychology),Same-sex marriage,Sexual ethics,Social norms,Social norms,State governments",1.00,0.03,0.23,0.39,30.00
"do the crime, do the time : juvenile criminals and adult justice in the american court system","""this book provides a fresh look at the way the united states is choosing to deal with some of the serious or persistent youth offenders: by transferring juvenile offenders to adult courts""-- provided by publisher","juvenile justice, administration of; juvenile delinquents; justice, administration of",2,"Adult courts, Crime prevention, Crime prevention for juveniles, Criminal justice administration of juvenile justice, Juvenile correctional facilities, Juvenile court proceedings, Juvenile courts, Juvenile crime, Juvenile delinquency, Juvenile delinquency prevention, Juvenile detention, Juvenile justice, Juvenile justice advocacy., Juvenile justice legislation, Juvenile justice policy, Juvenile justice reform, Juvenile justice reform efforts, Juvenile justice statistics, Juvenile justice system, Juvenile offenders, Juvenile recidivism, Juvenile rehabilitation, Life without parole for juveniles, Sentencing juveniles as adults, Transfer of juvenile offenders to adult court, administration of","Courts,Crime prevention,Victims of juvenile crime,Juvenile justice, Administration of,Juvenile corrections,Juvenile courts,Juvenile courts,Juvenile homicide,Juvenile delinquency,Juvenile delinquency,Juvenile detention,Juvenile justice, Administration of,Juvenile recidivists,Juvenile courts,Juvenile detention,Juvenile justice, Administration of,Juvenile corrections,Discrimination in juvenile justice administration,Juvenile justice, Administration of,Teenage sex offenders,Juvenile recidivists,Rehabilitation,Juvenile parole,Victims of juvenile crime,Legal assistance to juvenile delinquents,Administration",0.50,0.12,0.77,0.75,17.00
