title,abstract,lcsh_subject_headings,predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
konrad morgen : the conscience of a nazi judge,"""georg konrad morgen was a judge in the ss courts, placed in charge of prosecuting crimes committed in nazi concentration camps, including buchenwald, dachau, and auschwitz although delegated by heinrich himmler to root out corruption, morgen remarkably went on to prosecute camp officers for the murder of prisoners he secured the convictions of several concentration camp commandants, two of whom were executed for their crimes yet, despite being face-to-face with the horrors of the nazi killing machine, he was unable to prosecute anyone for the systematic extermination of the jews instead he tried unsettle the system by seeking an arrest warrant for adolf eichmann, albeit for minor offences, and the chief of the auschwitz gestapo this is a moral biography of morgen, focusing on how he felt, thought, and deliberated about the challenges of his unique position in wartime memos and correspondence, both official and private, as well as his post-war interrogations and his gripping testimonies at war-crimes trials, morgen's moral and legal reasoning is placed at the fore what emerges is a deeply equivocal figure whose strong but flawed sense of justice was unequal to the extraordinary circumstances of the third reich ""-- provided by publisher","judges; nazis; world war, 1939-1945","Nazi judges, War crime trials, Concentration camps, Holocaust, Jewish (1939-1945), World War, 1939-1945--Atrocities, War criminals--Germany, Justice, Administration of--Germany--History--20th century, Moral and ethical aspects, Legal ethics--Germany--History--20th century, Buchenwald (Concentration camp), Dachau (Concentration camp), Auschwitz (Concentration camp), Eichmann, Adolf, 1906-1962, Himmler, Heinrich, 1900-1945, Germany--History--1933-1945","Ex-Nazis,War crime trials,Concentration camps,Holocaust, Nazi,Holocaust, Jewish (1939-1945),World War III,Uprising, 1938,Nazi Putsch, 1934,Justice,German occupation, 1940-1945,Moral and ethical aspects,Mischlinge (Nuremberg Laws of 1935),Block 36 (Buchenwald (Concentration camp)),Treblinka (Concentration camp),Auschwitz (Concentration camp),Ernst-Schneider-Preis,Adolf-Grimme-Preis,1910-1994,Ex-Nazis,Heinrich-Heine-Preis,1900-1945,1930-1945",0.00,0.00,0.00,0.57,25.00
the substantive law of the eu : the four freedoms,"""the substantive law of the eu by catherine barnard is the perfect resource for anyone wishing to gain a thorough grasp of the four freedoms in eu law an introductory chapter outlines the background to eu law in this area: the role of free trade theory, the evolution and expansion of the internal market and the fundamental principles underpinning this process the following sections then provide a detailed examination of the four freedoms - goods, persons, services, and capital - which make up the core of eu law the fully revised and updated third edition addresses the significant recent developments in eu legislation including expanded coverage of the free movement of services and more detailed consideration of the derogations and limitations to the four freedoms regular case studies help to unlock the subtleties of eu law in operation and frequent diagrams and flow charts clarify the more complex areas of substantive law the book is accompanied by an online resource centre providing: an additional chapter on intellectual property and the free movement of goods - useful for anyone needing to study this topic, an interactive map of europe with hot-spots on all eu member states providing factual information on each country, a timeline of the eu tracing key dates in eu legal history * electronic copies of the figures from the book are available to lecturers for re-use in lectures and as handouts * a treaty navigation resource enabling the user to look first hand at the key primary sources of law and trace its development and evolution * video clips from the eu archive demonstrate the important historical context to eu law helping students to appreciate the wider aspects of the eu's development * web links to useful sources of information provide the ideal platform to online research""-- provided by publisher",freedom of movement; free trade; law,"European Union countries--Commerce, Freedom of movement--European Union countries, European Union countries--Economic integration, Trade regulation--European Union countries, Internal marketing--Law and legislation--European Union countries, Free trade--European Union countries, European Union countries--Commercial policy, European Union countries--Economic policy, European Union countries--Politics and government, Law--European Union countries","European Free Trade Association countries,Autonomy and independence movements,Economic assistance, European,European Free Trade Association countries,Tort liability of corporations,European Free Trade Association countries,Economic assistance, European,Economic assistance, European,European Union countries,Third parties (International law)",0.00,0.00,0.00,0.41,7.00
the constitutions that shaped us : a historical anthology of pre-1867 canadian constitutions,"""the constitutions that shaped us is part of a broader project to re-examine, from a comparative and critical standpoint, the events (charlottetown conference of 1864, quebec conference of 1864, and a formal meeting in london in 1866 which led to the passage of the british north america act in 1867, key players (john a macdonald, george-etienne cartier, d'arcy mcgee, and alexander galt to name but a few), and texts (the royal proclamation of 1763, the quebec act of 1774, the constitutional act of 1791, and the act of union of 1840) that led to the union of several british colonies in north america between 1864-1867 the anthology was first published in french by presses de l'université laval and endeavours to give readers a critical and pluralist collection by providing a serious and in-depth telling of the events leading to the union of british colonies, the birth of the dominion of canada, and the re-birth of political autonomy in a colony known successively as quebec, lower canada, canada east and once again quebec in 1867""-- provided by publisher",constitutional history; constitutional history,"Constitutional history--Canada, Canada--History--1763-1867, Canada--Politics and government--1763-1867, British North America Act, 1867, Quebec (Province)--History--1775-1867, Lower Canada--History, Canada East--History, Canadian Confederation, Political autonomy--Canada, Historical anthologies--Canada","Constitutional history,1763-1867,1763-1867,Proving grounds, American,1867-,Québec Route 138 (Québec),Paleography, Canadian,Canadian-American Border Region,Fathers of Confederation (Canada),Political satire, Canadian,Historical fiction, Canadian",1.00,0.08,0.33,0.34,12.00
the solicitor general and the united states supreme court : executive branch influence and judicial decisions,"""the united states government, represented by the office of the solicitor general, appears before the supreme court more than any other litigant the office's link to the president, the arguments it makes before the court and its ability to alter the legal and policy landscape make it the most important supreme court litigant bar none as such, scholars must understand the office's role in supreme court decision making and its ability to influence the court it examines whether and how the office of the solicitor general influences the united states supreme court combining archival data with recent innovations in the areas of matching and causal inference, the book finds that the solicitor general influences every aspect of the court's decision-making process from granting review to cases, selecting winning parties, writing opinions and interpreting precedent, the solicitor general's office influences the court to behave in ways it otherwise would not""-- provided by publisher ""the united states government, represented by the office of the solicitor general, appears before the supreme court more than any other litigant the office's link to the president, the arguments it makes before the court, and its ability to alter the legal and policy landscape make it the most important supreme court litigant bar none as such, scholars must understand the office's role in supreme court decision making and, more importantly, its ability to influence the court this book examines whether and how the office of the solicitor general influences the united states supreme court combining archival data with recent innovations in the areas of matching and causal inference, the book finds that the solicitor general influences every aspect of the court's decision making process from granting review to cases, selecting winning parties, writing opinions, and interpreting precedent, the solicitor general's office influences the court to behave in ways it otherwise would not""-- provided by publisher",judicial process,"United States. Supreme Court, Solicitor General (United States), Judicial process, Executive power, Judicial decisions, Political influence, Legal policy, United States. Office of the Solicitor General, Causal inference, Archival research, Legal precedent, Supreme Court decisions, Executive branch, Judicial behavior, Legal arguments, Policy influence","United States. Department of Justice,Solicitors Qualifying Examination,Judicial process,Executive power,Judicial opinions,Politics in social media,Legal opinions,United States magistrates,Causality (Physics),Archival surveys,Retroactive laws,Judicial opinions,Executive advisory bodies,Judicial opinions,Legal opinions,Economic policy",1.00,0.08,0.29,0.36,13.00
by order of the president : the use and abuse of executive direct action,"""scholars and citizens alike have endlessly debated the proper limits of presidential action within our democracy in this revised and expanded edition, noted scholar phillip cooper offers a cogent guide to these powers and shows how presidents from george washington to barack obama have used and abused them in trying to realize their visions for the nation as cooper reveals, there has been virtually no significant policy area or level of government left untouched by the application of these presidential ""power tools"" whether seeking to regulate the economy, committing troops to battle without a congressional declaration of war, or blocking commercial access to federal lands, presidents have wielded these powers to achieve their goals, often in ways that seem to fly in the face of true representative government cooper defines the different forms these powers take--executive orders, presidential memoranda, proclamations, national security directives, and signing statements--demonstrates their uses, critiques their strengths and dangers, and shows how they have changed over time cooper calls on events in american history with which we are all familiar but whose implications may have escaped us examples of executive action include, washington's ""neutrality proclamation""; lincoln's emancipation proclamation; the more than 1,700 executive orders issued by woodrow wilson in world war i; fdr also issued the order to incarcerate japanese americans during world war ii; truman's orders to desegregate the military; eisenhower's numerous national security directives jfk's order to control racial violence in alabama as cooper demonstrates in his balanced treatment of these and subsequent presidencies, each successive administration finds new ways of using these tools to achieve policy goals--especially those goals they know they are unlikely to accomplish with the help of congress a key feature of the second edition are case studies on the post-9/11 evolution of presidential direct action in ways that have drawn little public attention it clarifies the factors that make these policy tools so attractive to presidents and the consequences that can flow from their use and abuse in a post-9/11 environment there is an important new chapter on ""executive agreements"" which, though they are not treaties within the meaning of the us constitution and not subject to senate ratification, appear in many respects to be rapidly replacing treaties as instruments of foreign policy""-- provided by publisher ""scholars and citizens alike have endlessly debated the proper limits of presidential action and only gradually begun to understand the nature of the president's special powers and their impact on american life in this new and much-expanded edition of his path-breaking study, phillip cooper again offers a comprehensive and cogent guide to these powers and shows how presidents from george washington to barack obama have used and abused them in trying to realize their visions for the nation""-- provided by publisher",executive orders; executive power,"Executive power—United States, Presidents—United States, Executive orders—United States, Separation of powers—United States, Constitutional law—United States, United States—Politics and government, War and emergency powers—United States, National security—United States, Political leadership—United States, United States—Foreign relations—Law and legislation","Executive power,Presidents,Executive orders,Separation of powers,Constitutional law,Federal government,War and emergency powers,National security,Political leadership,Domestic relations (International law)",1.00,0.20,0.69,0.53,10.00
law and religion,"""the worlds of law and religion increasingly collide in parliament and the courtroom religious courts, the wearing of religious symbols and faith schools have given rise to increased legislation and litigation this is the first student textbook to set out the fundamental principles and issues of law and religion in england and wales offering a succinct exposition and critical analysis of the field, it explores how english law regulates the practice of religion the textbook surveys law and religion from various perspectives, such as human rights and discrimination law, as well as considering the legal status of both religion and religious groups controversial and provocative questions are explored, promoting full engagement with the key debates the book's explanatory approach and detailed references ensure understanding and encourage independent study students can track key developments on the book's updating website this innovative text is essential reading for all students in the field""-- provided by publisher ""the worlds of law and religion increasingly collide in parliament and the courtroom religious courts, the wearing of religious symbols and faith schools have given rise to increased legislation and litigation this is the first student textbook to set out the fundamental principles and issues of law and religion in england and wales offering a succinct exposition and critical analysis of the field, it explores how english law regulates the practice of religion the textbook surveys law and religion from various perspectives, such as human rights and discrimination law, as well as considering the legal status of both religion and religious groups controversial and provocative questions are explored, promoting full engagementwith the key debatesthe book's explanatory approach and detailed references ensure understanding and encourage independent study students can track key developments on the book's updating website this innovative text is essential reading for all students in the field""-- provided by publisher",church and state; freedom of religion; religious minorities,"Law and religion, Religion and law, Religious law and legislation, Human rights, Discrimination, Religious symbols, Faith schools, Religious courts, England, Wales, Legal status of religious groups, Religious freedom, Religious discrimination, Religious practices, Legislation, Litigation, Religious education, Religious rights, Religious liberty, Religious pluralism, Secularism, Church and state, Religious minorities, Religious tolerance, Religious diversity, Religious expression, Religious identity, Religious conflict, Religious policy, Religious law, Religious jurisprudence, Religious ethics, Religious studies, Legal theory, Constitutional law, Civil rights, Freedom of religion, Religious accommodation, Religious liberty law, Religious freedom law, Religious law and society, Religious law and politics, Religious law and culture, Religious law and history, Religious law and ethics, Religious law and philosophy, Religious law and theology, Religious law and human rights, Religious law and international law, Religious law and comparative law, Religious law and constitutional law, Religious law and civil law, Religious law and criminal law, Religious law and family law, Religious law and property law, Religious law and contract law, Religious law and tort law, Religious law and administrative law, Religious law and environmental law, Religious law and labor law, Religious law and tax law, Religious law and corporate law, Religious law","Religion and law,Religion and law,Religious law and legislation,Human rights,Discrimination,Religious identity,Church schools,Ecclesiastical courts,England,Wales,Comparative religious law,Freedom of religion,Religious discrimination,Secular use,Legislation,Litigation,Religious education,Religious right,Freedom of religion,Religious pluralism,Secularism,Church and state,Religious minorities,Religious tolerance,Religious minorities,Religious etiquette,Religious identity,Freedom of religion,Freedom of religion,Religion and law,Religion and law,Religious ethics,Religion and the social sciences,Justification (Law),Constitutional law,Civil rights,Freedom of religion,Religious facilities,Comparative religious law,Comparative religious law,Comparative religious law,Religious law and legislation,Comparative religious law,Comparative religious law,Comparative religious law,Comparative religious law,Summary of the Law (Theology),Comparative religious law,Freedom of religion (International law),Comparative religious law,Religious law and legislation,Comparative religious law,Comparative religious law,Comparative religious law,Comparative religious law,Comparative religious law,Comparative religious law,Religious law and legislation,Comparative religious law,Comparative religious law,Religious law and legislation,Corporations, Religious (Canon law),Religion and law",1.00,0.09,0.32,0.55,33.00
"enacting power : the criminalization of obeah in the anglophone caribbean, 1760-2011","""more than two and a half centuries after it was first outlawed in jamaica in 1760, obeah remains illegal in most territories of the former british west indies opinions on the meaning and essential nature of this controversial afro-caribbean spiritual phenomenon vary widely while many contemporary west indians hold negative views of obeah, viewing it as evil witchcraft or sorcery, others point to its widespread use in healing, protection from harm, and solving a wide range of everyday problems--positive views that were also commonly held by enslaved west indians in earlier generations despite the scholarly attention obeah has received, relatively little has been written about the many laws enacted against it in different territories at different periods offering a perspective on obeah that challenges conventional conceptions of this widely misunderstood aspect of west indian society and culture, the core of this book is a detailed examination of anti-obeah laws, and their socio-political implications, in seventeen jurisdictions of the english-speaking caribbean from the period of slavery to the present aside from chronologically tracing in each territory the development of these laws and their major provisions, the book also examines how anti-obeah legislation has helped to create and perpetuate cultural distortions that resound into the present anti-obeah legislation, particularly after the end of slavery in the nineteenth century, played a central role in creating public misunderstandings of the meaning and role of obeah among the west indian masses, and led to the stigmatization and devaluation among future generations of african-derived spiritual beliefs and practices""--back cover",obeah (cult); cults; religion and law; blacks,"Obeah—Caribbean Area—History, Witchcraft—Law and legislation—Caribbean Area, Criminal law—Caribbean Area—History, Caribbean Area—Social life and customs, African diaspora—Religious aspects, Spiritual healing—Caribbean Area, Law and culture—Caribbean Area, Slavery—Caribbean Area—History, Postcolonialism—Caribbean Area, Caribbean Area—Politics and government","Tell el-Maskhuta Site (Egypt),Proverbs, Caribbean,Criminal law (Burgundian law),Caribbean influences,African diaspora,Spiritual healing and spiritualism,Caribbean influences,Short stories, Caribbean,Caribbean influences,National characteristics, Caribbean",0.00,0.00,0.00,0.34,9.00
intimations of global law,"""this is a book about how we might fruitfully think about global law few terms are more topical in the transnational legal literature yet there has been little serious discussion - and little agreement where there has been discussion - on what is meant by 'global law', if, indeed, it means anything of note at all in what follows, i suggest that we can nonetheless arrive at a core sense of global law as an emergent idea and practice""-- provided by publisher",international law; globalization; international cooperation; global governance,"International law, Globalization, Law and globalization, Legal theory, Transnational law, Jurisprudence, Legal philosophy, Law--Philosophy, Law--International cooperation, Law--Social aspects","International law,Globalization,Law and globalization,Justification (Law),International law,Jurisprudence,Law (Philosophical concept),Law (Philosophical concept),International law,Culture and law",0.50,0.29,0.51,0.69,7.00
strategically created treaty conflicts and the politics of international law,"""treaty conflicts are not merely the contingent or inadvertent by-products of the increasing juridification of international relations in several instances, states have deliberately created treaty conflicts in order to catalyse changes in multilateral regimes surabhi ranganathan uses such conflicts as context to explore the role of international law, in legal thought and practice her examinations of the international law commission's work on treaties and of various scholars' proposals on institutional action, offer a fresh view of 'mainstream' legal thought they locate in a variety of writings a common faith in international legal discourse, built on liberal and constructivist assumptions ranganathan's three rich studies of treaty conflict, relating to the areas of seabed mining, the international criminal court, and nuclear governance, furnish a textured account of the specific forms and practices that constitute such a legal discourse, and permit a grounded understanding of the interactions that shape international law""-- provided by publisher",international law; treaties,"International law, Treaties, Treaty conflicts, International relations, Multilateral regimes, Legal discourse, International Law Commission, Seabed mining, International Criminal Court, Nuclear governance, Legal thought, Constructivism (International relations), Liberalism (International relations)","International law,Treaties,Treaty-making power,International relations,International regimes,Silence (Law),International commissions of inquiry,Ocean mining,International criminal courts,Nuclear crisis control,Legal opinions,Hotlines (International relations),Bipolarity (International relations)",1.00,0.15,0.33,0.58,13.00
"demons of urban reform : early european witch trials and criminal justice, 1430-1530","""this book illuminates the origins of the great european witch hunts by placing early witch trials in the comparative light of other criminal proceedings in basel, lucerne and nuremberg the study reveals that the increasingly harsh treatment was paralleled by mounting judicial severity in general, as well as by a keen interest in social control""-- provided by publisher",witchcraft; witchcraft,"Witchcraft—Europe—History—15th century, Witchcraft—Europe—History—16th century, Criminal justice, Administration of—Europe—History—15th century, Criminal justice, Administration of—Europe—History—16th century, Trials (Witchcraft)—Europe—History, Social control—Europe—History, Basel (Switzerland)—History, Lucerne (Switzerland)—History, Nuremberg (Germany)—History, Urban renewal—Europe—History","Hasidism, Medieval,Sixteenth century,Criminal justice system,15th century,Criminal justice system,16th century,Trials (Witchcraft),Fascism and social status,Basel (Switzerland),Swissporarena (Lucerne, Switzerland),Reichsparteitagsgelände (Nuremberg, Germany),Grand prix de l'architecture, de l'urbanisme et de l'environnement du Rhône",0.00,0.00,0.00,0.23,15.00
radicalizing rawls : global justice and the foundations of international law,"""this book articulates and defends a rawlsian version of cosmopolitanism critiquing rawls's own suggestion that states (or 'peoples') be treated as foundational to the global order, as well as alternative rawlsian defenses of rawls's approach, radicalizing rawls proposes a polycentric global legal regime, featuring a law of persons rather than rawls's law of peoples gary chartier argues provocatively for more extensive global human rights protections than those rawls defends and maintains that global anarchy could prove to be an attractive version of john tomasi's rawlsian 'market democracy'""-- provided by publisher",international law; human rights; liberalism; social justice; social contract,"Global justice, International law, Cosmopolitanism, Human rights, Political philosophy, John Rawls, Law of peoples, Polycentric legal systems, Anarchy, Market democracy","Human rights and globalization,International law,Cosmopolitanism,Human rights,Political realism,Gavels,Ignorance (Law),Legal polycentricity,Trials (Anarchy),Government competition",0.40,0.20,0.48,0.54,10.00
madison's hand : revising the constitutional convention,"""new digital technologies and traditional historical investigation suggest that james madison did not finish his famous notes until after the convention the notes are the most important, and most misunderstood, account of the 1787 constitutional convention this biography of the notes follows madison as he created and then repeatedly revised a remarkable manuscript of american history originally a diary kept in part for the absent thomas jefferson, the notes highlighted his fascination with the political strategy of drafting but when the convention began to draft the details of the constitution, the complicated process led madison to abandon his notes only after serving in congress and drafting new constitutional amendments did madison return to complete them by the time the notes were published a half-century later, the layers of revisions made the notes appear--inaccurately--to be an objective record of the writing of the constitution""-- provided by publisher",constitutional history,"Constitutional history—United States—Sources, Madison, James, 1751-1836—Notebooks, sketchbooks, etc., Constitutional conventions—United States—History—18th century, United States—Constitutional law—Interpretation and construction, United States—Politics and government—1783-1789, Historical revisionism, Manuscripts, American—History—18th century, Jefferson, Thomas, 1743-1826—Influence, Political strategy—United States—History—18th century, Constitutional amendments—United States—History—18th century","Constitutional history,Madison,James Ossuary,William IV, 1830-1837,Sketch-books,Shorts (Clothing),Constitution Day (P.R.),Constitutional law,1783-1789,New Historicism,Manuscripts,Nineteenth century,Jefferson, Mount,Thomas,1740-1848,Wars, 1823,Constitutional period, 1789-1809",1.00,0.05,0.33,0.40,21.00
interpreting crimes in the rome statute of the international criminal court,"""the rome statute of the international criminal court defines more than ninety crimes that fall within the court's jurisdiction: genocide, crimes against humanity, war crimes and aggression how these crimes are interpreted contributes to findings of individual criminal liability, and moreover impacts upon the perceived legitimacy of the court and yet, to date, there is no agreed approach to interpreting these definitions this book offers practitioners and scholars a guiding principle, arguments and aids necessary for the interpretation of international crimes leena grover surveys the jurisprudence of the icty and ictr before presenting a model of interpretive reasoning that integrates the guidance within the rome statute itself with articles 31-33 of the vienna convention on the law of treaties""-- provided by publisher",international criminal law,"International criminal law, Rome Statute (1998 July 17), International Criminal Court, Crimes against humanity, War crimes, Genocide, Aggression (International law), Jurisprudence, Interpretation and construction, Vienna Convention on the Law of Treaties (1969), International Tribunal for the Former Yugoslavia, International Criminal Tribunal for Rwanda","International criminal law,Status (Roman law),International criminal courts,Crimes against humanity,War crimes,Genocide,Aggression (International law),Jurisprudence,Interpretation and construction,Unequal treaties,Yugoslav War Crime Trials, Hague, Netherlands, 1994-,Genocide (International law)",1.00,0.07,0.26,0.49,15.00
fundamentals of international finance and development: what you need to know,"""the author combines his expertise in international finance and development (ifd) with his skills as a professionally-produced playwright to explain the basic, but nevertheless complex, concepts of ifd in a way that's accessible and entertaining for persons without a background in the subject matter the textbook is essentially a narrative of ifd, beginning with the establishment of the international monetary fund and the world bank and ending with topics relating to emerging market economies throughout the narrative the author explores major financial crises, including the global financial crisis and the european sovereign debt crisis each chapter includes supplements that explore the chapter's topics in more depth"" -- publisher's website","international finance; economic development; law and economic development; financial crises; financial crises; global financial crisis, 2008-2009; financial institutions","International finance, Economic development, International Monetary Fund, World Bank, Financial crises, Global Financial Crisis, 2008-2009, European Sovereign Debt Crisis, 2009-2018, Emerging markets, Economic policy, Monetary policy, International economic relations, Financial institutions, Economic history, Textbooks, Finance, Development economics, International trade, Economic globalization.","International finance,Economic development,International finance,Banks and banking, International,Financial crises,Global Financial Crisis, 2008-2009,2009-,Loans, European,2009-2017,Economic surveys,Economic policy,Monetary policy,International economic relations,Financial institutions,Economic history,Textbooks,Finance,Development economics,International trade,Globalization",0.86,0.27,0.65,0.72,22.00
blind injustice : a former prosecutor exposes the psychology and politics of wrongful convictions,"""in this unprecedented view from the trenches, prosecutor turned champion for the innocent mark godsey takes us inside the frailties of the human mind as they unfold in real-world wrongful convictions drawing upon both psychological research and shocking--yet true--stories from his own career, godsey shares how innate psychological flaws and the ""tough on crime"" political environment can cause investigations to go awry, leading to the conviction of innocent people he not only sheds light on unintentional yet routine injustices but also recommends structural and procedural changes to restore justice to the criminal justice system""--provided by publisher","judicial error; prejudices; criminal justice, administration of; evidence, criminal; discrimination in criminal justice administration; false imprisonment","Wrongful conviction, Criminal justice, Administration of, Judicial error, Criminal psychology, Prosecutorial misconduct, Criminal investigation, Innocence projects, Legal ethics, Criminal law, Political aspects, Criminal justice personnel, Psychological aspects, Criminal procedure, Miscarriages of justice, Criminal justice reform, Eyewitness identification, False imprisonment, Forensic psychology, Criminal responsibility, Criminal behavior, Prediction of, Criminal justice policy, Criminal justice system, Criminal law reform, Criminal liability, Criminal negligence, Criminal procedure reform, Criminal psychology research, Criminal responsibility, Criminal trials, Criminalistics, Criminology, Evidence, Criminal, Forensic sciences, Judicial process, Justice, Administration of, Law enforcement, Legal psychology, Miscarriage of justice, Police misconduct, Political corruption, Prosecution, Public prosecutors, Social psychology, Trials (False imprisonment), Trials (Judicial error), Trials (Prosecutorial misconduct), Witnesses, Psychology of, Wrongful imprisonment","Obstruction of justice,Criminal justice system,Administration,Judicial error,Criminal psychology,Prosecutorial misconduct,Criminal investigation,Prison films,Legal ethics,Criminal law,Political aspects,Criminal justice personnel,Psychological aspects,Criminal procedure,Obstruction of justice,Criminal justice system,Eyewitness identification,False imprisonment,Forensic psychology,Criminal act,Criminal behavior,Prediction theory,Criminal justice system,Criminal justice system,Law reform,Criminal liability,Negligence, Criminal,Criminal procedure,Criminal psychology,Criminal act,Trials (Murder),Policewomen,Criminology,Evidence,Omission, Criminal,Forensic sciences,Judicial process,Justice,Administration,Law enforcement,Legal opinions,Obstruction of justice,Police misconduct,Political corruption,Prosecution,Public prosecutors,Social psychology,Trials (False imprisonment),Trials (False imprisonment),Prosecutorial misconduct,Witnesses,Psychology,False imprisonment",0.50,0.10,0.37,0.61,42.00
antonin scalia's jurisprudence : text and tradition,""" lionized by the right and demonized by the left, supreme court justice antonin scalia is the high court's quintessential conservative witty, outspoken, often abrasive, he is widely regarded as the most controversial member of the court this book is the first comprehensive, reasoned, and sympathetic analysis of how scalia has decided cases during his entire twenty-year supreme court tenure ralph rossum focuses on scalia's more than 600 supreme court opinions and dissents--carefully wrought, passionately argued, and filled with well-turned phrases--which portray him as an eloquent defender of an ""original meaning"" jurisprudence he also includes analyses of scalia's court of appeals opinions for the dc circuit, his major law review articles as a law professor and judge, and his provocative book, a matter of interpretation rossum reveals scalia's understanding of key issues confronting today's court, such as the separation of powers, federalism, the free speech and press and religion clauses of the first amendment, and the due process and equal protection clauses of the fourteenth amendment he suggests that scalia displays such a keen interest in defending federalism that he sometimes departs from text and tradition, and reveals that he has disagreed with other justices most often in decisions involving the meaning of the first amendment's establishment clause he also analyzes scalia's positions on the commerce clause and habeas corpus clause of article i, the take care clause of article ii, the criminal procedural provisions of amendments four through eight, protection of state sovereign immunity in the eleventh amendment, and congress's enforcement power under section 5 of the fourteenth amendment the first book to fully articulate the contours of scalia's constitutional philosophy and jurisprudence, rossum's insightful study ultimately depicts scalia as a principled, consistent, and intelligent textualist who is fearless and resolute, notwithstanding the controversy he often inspires ""-- provided by publisher ""ralph rossum adds a substantial afterword (10,000 words) to his 2006 book on justice scalia's jurisprudence, discussing cases since the book was completed as well as the continuing debate about scalia's ideas according to rossum he will address ""scalia's death and the public reaction to his death; the several symposia at politico, liberty law blog, etc, on scalia's contributions to the development of the law; the comments of justices ginsberg and thomas at the scalia memorial service; the 38 major opinions he wrote since the book was originally published (eg, his seminal opinion on the second amendment in district of columbia v heller, his blistering dissents in the obamacare cases of nfib v sebelius and king v burwell, his concurrence in the judgment in the important recess appointments case of nlrb v noel canning, his important criminal procedure decisions on the fourth amendment and the confrontation clause, his major death penalty opinions, his equal protection [racial preference] opinions, and his standing opinion in hein v freedom from religion foundation); and he will update the tables in the book's final chapter on scalia and his voting coalitions""""-- provided by publisher",constitutional history; constitutional law; judges,"United States. Supreme Court, Constitutional law--United States, Judicial opinions--United States, Jurisprudence--United States, Scalia, Antonin, Originalism (Law), Federal government--United States, Separation of powers--United States, Freedom of speech--United States, Freedom of religion--United States, Due process of law--United States, Equal protection--United States, Commerce clause--United States, Habeas corpus--United States, Criminal procedure--United States, State sovereignty, Fourteenth Amendment (U.S. Constitution), First Amendment (U.S. Constitution), Second Amendment (U.S. Constitution), Fourth Amendment (U.S. Constitution), Eighth Amendment (U.S. Constitution), Eleventh Amendment (U.S. Constitution), Constitutional amendments--United States, Judicial process--United States, Textualism (Legal interpretation), Legal opinions--United States, Constitutional history--United States, Supreme Court justices--United States, Judicial review--United States, Constitutional interpretation--United States, Legal philosophy, Constitutional philosophy, Constitutional jurisprudence, Constitutional debates--United States, Constitutional amendments--Interpretation and construction, Constitutional law--Interpretation and construction, Constitutional law--Philosophy, Constitutional law--History, Constitutional law--Cases, Constitutional law--United States--Cases, Constitutional law","United States. Department of Justice,Constitutional law,Judicial opinions,Jurisprudence,Anacoluthon,Antonina,Originalism (Law),Federal government,Separation of powers,Freedom of speech,Freedom of religion,Due process of law,Pre-emption rights (United States),Manufacturing clause,Habeas corpus,Criminal procedure,Sovereignty,Equal rights amendments,Pre-emption rights (United States),Pre-emption rights (United States),Pre-emption rights (United States),Pre-emption rights (United States),Pre-emption rights (United States),Constitutional amendments,Judicial process,Textualism (Law),Legal opinions,Constitutional history,Justices of the peace,Judicial review,Implied powers (Constitutional law),Law (Philosophical concept),Constitution (Philosophy),Constitutional law,Debates, etc,Constitutional amendments,Implied powers (Constitutional law),Constitutional law,Constitutional history,Constitutional law,Constitutional law,Constitutional law",0.67,0.07,0.34,0.50,30.00
"romania and the international court of justice : the works of the international conference ""romania and the international court of justice 5 years since the maritime delimitation in the black sea""","""romania has an unwavering attachment for international law, as its observance stands at the very core of romania's foreign policy for a country like romania, the use of international law principles, concepts and instruments is meant not only to enhance the ethic dimension of state conduct in international relations, and thus the international rule of law, but it maximizes the efforts for reaching the most important national objectives also, there is a significant series of romanian lawyers who contributed substantially to the development of international jurisdictions the recourse to international jurisdictions is therefore a natural consequence: romania has a long history of contacts with, and support for this essential dimension of international law, since the interwar period"" --back cover",international law; economic zones (law of the sea); territorial waters; territorial waters; arbitration (international law); international commercial arbitration,"International law, Romania—Foreign relations, International courts, Maritime boundaries—Black Sea, International relations—Law and legislation, Jurisdiction (International law), International law—Romania, International Court of Justice, Maritime delimitation, International law—History","International law,Romanian influences,International courts,Maritime boundaries,Domestic relations (International law),Jurisdiction (International law),Deportations from Romania,International courts,Maritime boundaries,Time (International law)",0.20,0.12,0.33,0.66,8.00
