title,abstract,lcsh_subject_headings,predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
colonial christmas brides : four romances glow from the windows of old williamsburg and jamestown,"for colonial settlers in jamestown and williamsburg who were enduring the hardships of carving a home out of the wilderness, christmas was a reminder of where they came from and their hopes for the future but for some, finding the faith and joy necessary for celebration is a daunting task can these lonely souls overcome despair, loss, disappointment and grief, and open their hearts to the gift of love at christmastide?",christian life; christmas stories; large type books,"ca. 1600-1775,Colonists,Frontier and pioneer life,Hope in literature,Christmas stories,Christian fiction,Historical fiction,Virginia,Faith in literature,Grief in literature,Love stories","Colonial period, ca. 1600-1775,Colonists,Frontier and pioneer life,Hope in literature,Christmas stories,Christian fiction,Historical fiction,Virginia,Faith in literature,Grief in literature,Stories",0.33,0.09,0.43,0.40,11.00
landscape and culture : cross-linguistic perspectives,"""the relationship between landscape and culture seen through language is an exciting and increasingly explored area this ground-breaking book contributes to the linguistic examination of both cross-cultural variation and unifying elements in geographical categorization the study focuses on the contrastive lexical semantics of certain landscape words in a number of languages the aim is to show how geographical vocabulary sheds light on the culturally - and historically - shaped ways people see and think about the land around them notably, the study presents landscape concepts as anchored in a human-centred perspective, based on our cognition, vision, and experience in places the natural semantic metalanguage (nsm) approach allows an analysis of meaning which is both fine-grained and transparent the book is aimed, first of all, at scholars and students of linguistics yet it will also be of interest to researchers in geography, environmental studies, anthropology, cultural studies, australian studies, and australian aboriginal studies because of the book's cultural take""-- provided by publisher",language and culture; geographical perception; sapir-whorf hypothesis,"Human geography,Cognitive grammar,Geographical perception,Anthropological linguistics,Landscape assessment,Linguistic analysis,Australian languages,Ethnolinguistics,Cross-cultural studies,Language and languages,Aboriginal Australians,Historical linguistics,Comparative,Cognitive linguistics,Geography,Cultural landscapes,Semantics,Language and culture","Human geography,Cognitive grammar,Geographical perception,Anthropological linguistics,Landscape assessment,Linguistic analysis (Linguistics),Australian languages,Ethnoscience,Cross-cultural studies,Language and languages,Aboriginal Australians,Historical linguistics,Comparison,Linguistic work,Geography,Cultural landscapes,Semantics,Language and culture",0.67,0.11,0.35,0.56,18.00
english as a foreign language teachers' tpack : emerging research and opportunities,"""this book explores the concept of tpack in terms of education in general and language teaching in particular it will assist efl teachers, both in-service and pre-service professionally and arms them to bravely and confidently enter the 21st century classes""--provided by publisher",english language; english language; pedagogical content knowledge,"Teaching,Technological Pedagogical Content Knowledge,Educational innovations,Language teachers,Educational technology,Educational research,Pedagogical content knowledge,Teachers,Language and languages,English language,Education,Professional development,Computer-assisted instruction","Teaching,Pedagogical content knowledge,Educational innovations,Language teachers,Educational technology,Action research in education,Pedagogical content knowledge,Teachers,Language and languages,English language,Education,Professional education,Computer-assisted instruction",1.00,0.15,0.52,0.58,13.00
"demosthenes' ""on the crown"" : rhetorical perspectives","""translation of demosthenes' oration ""on the crown,"" with rhetorical analyses based on four principles laid out by aristotle in his ""rhetoric"": ethos, pathos, logos, and lexis""-- provided by publisher","rhetoric, ancient; oratory, ancient","Greek literature,Oratory,Ethos (Rhetoric),Logos (Rhetoric),Translating and interpreting,Greek,addresses,Demosthenes. On the Crown,Lexis (Rhetoric),Pathos (Rhetoric),Speeches,Literary style,Aristotle. Rhetoric,etc.,Ancient,Classical literature,Rhetoric","Greek literature,Oratory,Alienation (Rhetoric),Logos (Philosophy),Translating and interpreting,Greek,Street addresses,Pleas of the crown,Lexicology,Closure (Rhetoric),Occasional speeches,Literary style,Rhetoric, Ancient,Shorts (Clothing),History, Ancient,Classical literature,Rhetoric",1.00,0.18,0.55,0.55,17.00
the best american science fiction and fantasy 2015,"""science fiction and fantasy enjoy a long literary tradition, stretching from mary shelley, h g wells, and jules verne to ray bradbury, ursula k le guin, and william gibson in the best american science fiction and fantasy award-winning editor john joseph adams delivers a diverse and vibrant collection of stories published in the previous year featuring writers with deep science fiction and fantasy backgrounds, along with those who are infusing traditional fiction with speculative elements, these stories uphold a longstanding tradition in both genres - looking at the world and asking, what if ?""--provided by publisher","science fiction, american; fantasy fiction, american; short stories, american","American,Speculative fiction,Anthologies,Fantasy literature,Science fiction,Fantasy fiction,Literature collections,Short stories,Literary prizes,American fiction","American,Speculative fiction,Anthologies,Fantasy literature,Science fiction,Fantasy fiction,Literary collections,Short stories,Literary prizes,American fiction",1.00,0.40,0.62,0.77,10.00
gender and the rhetoric of modernity in spanish america : 1850-1910,the author examines the work of both male and female writers to show how nineteenth-century discourses of modernity and gender overlapped and shaped each other in the spanish-colonized americas,"rhetoric; gender identity; latin american literature; philosophy, modern","Latin America,Discourse analysis,Sex role,Women authors,Modernism (Literature),Latin American,National characteristics,Latin American literature,Gender identity in literature,Postcolonialism in literature,Spain,Rhetoric","Latin America,Discourse analysis,Sex role,Women authors,Modernism (Literature),Latin Americans,National characteristics,Latin American literature,Gender identity in literature,Postcolonialism in literature,Spain,Rhetoric",0.40,0.17,0.83,0.61,12.00
the language of humor : an introduction,"""introduction: much of today's communication is carried out through various kinds of humor, and we therefore need to be able to understand its many aspects written by two of the world's leading pioneers in humor studies, alleen and don nilsen explore how humor can be explained across the numerous sub-disciplines of linguistics drawing on examples from language play and jokes in a range of real-life contexts, such as art, business, marketing, comedy, creative writing, science, journalism, and politics, the authors use their own theory of 'features, functions, and subjects of humor' to analyze humor across all disciplines each highly accessible chapter uses a rich array of examples to stimulate discussion and interaction even in large classes supplemental powerpoints to accompany each of the twenty-five chapters are available online, taking many of the insights from the chapters for further interactional discussions with the students"" -- provided by publisher",wit and humor; wit and humor,"Interdisciplinary approach in education,Teaching,Discourse analysis,Linguistic analysis (Linguistics),Wit and humor,Comic,Communication and culture,The,Humor in language","Interdisciplinary approach in education,Teaching,Discourse analysis,Linguistic analysis (Linguistics),Wit and humor,Comic, The,Communication and culture,Change,Humor in sign language",1.00,0.11,0.30,0.38,9.00
the cambridge history of french literature,"""from occitan poetry to francophone writing produced in the caribbean and north africa, from intellectual history to current films, and from medieval manuscripts to bandes dessine;es, this history covers french literature from its beginnings to the present day with equal attention to all genres, historical periods and registers, this is the most comprehensive guide to literature written in french ever produced in english, and the first in decades to offer such an array of topics and perspectives contributors attend to issues of orality, history, peripheries, visual culture, alterity, sexuality, religion, politics, autobiography and testimony the result is a collection that, despite the wide variety of topics and perspectives, presents a unified view of the richness of french-speaking cultures this history gives support to the idea that french writing will continue to prosper in the twenty-first century as it adapts, adds to, and refocuses the rich legacy of its past""-- provided by publisher",french literature,"Occitan literature,Sex in literature,Civilization,Literature and society,Graphic novels,Politics and literature,Autobiography in literature,Religion in literature,French-speaking countries,French literature,Literature and history,Testimony in literature,French language,Alterity in literature,Caribbean literature (French),Film and literature,etc.,interpretation,African literature (French),Oral tradition in literature","Occitan literature,Sex in literature,Civilization,Literature and society,Graphic novels,Politics and literature,Autobiography in literature,Religion in literature,French-speaking countries,French literature,Literature and history,Witnesses in literature,French language,Toleration in literature,Caribbean literature (French),Television and literature,Shorts (Clothing),Interpretation,African literature (French),Oral tradition in literature",1.00,0.05,0.27,0.53,20.00
"exploring literacies : theory, research and practice","""exploring literacies: theory, research and practice is a guide to research and debate in the field of literacies education the book traces three possible pathways through the vast terrain of research and practice section 1 introduces five orientations to the teaching of literacy and explores the role of literacy in human societies over time, including the development and teaching of specialised fields of knowledge section 2 examines the teaching and learning of literacies across the human lifespan, including the foundations of literacy in early childhood, the link between literacy and learning of educational knowledge during the school years, and the literacy demands of adult life section 3 reviews a range of methods used to research literacy in social contexts in general and in education in particular this section concludes with the voices of literacy researchers describing first-hand their literacy research experiences with a detailed overview of the research field of literacy teaching, development and professional research, this book will be invaluable for teacher educators and students of education, tesol, literacy or applied linguistics""-- provided by publisher",applied linguistics,"Teaching,Research,Adult education,Applied linguistics,Educational anthropology,Education,Teachers,Language and languages,Child development,Language acquisition,Literacy,Sociolinguistics","Teaching,Research,Adult education,Applied linguistics,Educational anthropology,Education,Teachers,Language and languages,Child development,Language acquisition,Literacy,Sociolinguistics",1.00,0.08,0.27,0.38,12.00
tobey maguire,"a biography of the actor who has achieved fame for his leading roles in such movies as ""the cider house rules"" and ""spider-man""",actors,"Tobey,Spider-Man (Motion picture),Maguire,Motion picture actors and actresses,Biography,Cider House Rules (Motion picture),1975-","Ebeye,Spider-Man films,Brophy Mine,Motion picture actors and actresses,Biography,Separate actions,1975-",0.00,0.00,0.00,0.35,7.00
fine,"fine shines a light into the quiet corners of human life by observing the traumas, doubts and isolation of its characters, the book reveals the strength and fragility of people and relationships these stories explore the silent sorrows, desires and regrets that we choose to hide when we say that we are 'fine' as they describe moments big and small in the lives of ordinary people, they invite us to think about who we are when no one is looking by illuminating these quiet moments in ordinary lives, michelle wright follows in a tradition which includes olga masters, amy witting and alice munro many of these stories have won australian and international awards, and this collection was shortlisted for the victorian premier's award for an unpublished manuscript",australian fiction; short stories,"Women authors,Desire in literature,Australian fiction,Self-perception in literature,Trauma (Psychology) in literature,Ordinary lives in literature,Interpersonal relations in literature,Short stories,Isolation in literature,Everyday life in literature,Literary prizes,Australian,Regret in literature,Sorrow in literature,Human vulnerability in literature,Domestic fiction.,Silence in literature,Emotions in literature,Psychological fiction","Women authors,Desire in literature,Australian fiction,Self-perception in literature,Distress (Psychology) in literature,Life in literature,Interpersonal relations in literature,Short stories,Social isolation in literature,Life in literature,Literary prizes,Australian,Regret in literature,Sadness in literature,Worry in literature,Domestic fiction,Silence in literature,Emotions in literature,Psychological fiction",1.00,0.11,0.35,0.48,19.00
evolution and imagination in victorian children's literature,"""evolutionary theory sparked numerous speculations about human development, and none was so ardently embraced as the idea that children are animals recapitulating the ascent of the species after darwin's origin of species, scientific, pedagogical, and literary works featuring beastly babes and wild children interrogated how our ancestors evolved and what children must do in order to repeat this murky course to humanity exploring fictions by rudyard kipling, lewis carroll, frances hodgson burnett, charles kingsley, and margaret gatty, jessica straley argues that victorian children's literature not only adopted this new taxonomy of the animal child, but also suggested ways to complete his/her evolution in the midst of debates about elementary education and the rising dominance of the sciences, children's authors plotted miniaturized evolutions for their protagonists and readers, and, more pointedly, proposed that the decisive evolutionary leap for both our ancestors and ourselves is the advent of the literary imagination""-- provided by publisher","children's literature, english; evolution (biology) in literature; imagination in literature","English literature,Education in literature,Developmental psychology in literature,motives,Human evolution,English,Anthropology in literature,Imagination in literature,Literature and science,Evolution (Biology) in literature,Children's literature,Victorian literature","English literature,Education in literature,Child psychology in literature,Motive power,Human evolution,English,Anthropology in literature,Imagination in literature,Literature and science,Evolution (Biology) in literature,Children's literature,Illustration of books, Victorian",1.00,0.33,0.48,0.72,12.00
monty python's flying circus : all the bits : complete and annotated,"here are the complete scripts for every one of the 45 episodes of monty python's flying circus and some of the most entertaining writing to have gone into television anywhere; every silly set-up, every clever conceit, every snide insult and saucy aside from these now classic skits, including the ministry of silly walks, the dead parrot, and more",television comedies,"Television broadcasting,Television scripts,Television comedies,Popular culture,Monty Python (Comedy troupe),Comedy sketches,Annotations,Television series,British wit and humor,Television programs","Television broadcasting,Television scripts,Television comedies,Popular culture,Sketch comedy television programs,Comedy sketches,Annotating, Book,Television series,English wit and humor,Television programs",1.00,0.10,0.33,0.58,10.00
red hunters and the animal people,twelve tales relate the customs and beliefs of the dakota indians especially as these were reflected in their attitudes towards hunting and animals,dakota indians,"Animals,Hunting,Human-animal relationships,Dakota,Traditional ecological knowledge,Indigenous peoples,Indians of North America,Oral tradition,Mythology,Dakota Indians","Animals,Hunting,Human-animal relationships,Dakota,Traditional ecological knowledge,Indigenous peoples,Indians of North America,Oral tradition,Mythology,Dakota Indians",1.00,0.10,0.29,0.44,10.00
"the end of journalism : industry, technology and politics","this book offers an international perspective on the current and future state of contemporary news-making the thirteen contributors explore how evolving conditions and technologies of production and reception are changing the practices of journalism across the world: from britain to latin america, from the united states to china the essays examine the role of the journalist in the era of mobile journalism, online journalism and citizen journalism, and ask how our understanding of journalism has changed and will continue to change in response to the rise of the blog, the camera phone and new modes of broadcast and publication finally, the volume asks how a new kind of journalist might continue to act as the mediator between people and power in a modern democratic state",journalism; journalism; journalism,"Citizen journalism,Mass media,Freedom of the press,Mass media and technology,Digital media,Online journalism,Journalistic ethics,Social media,Broadcast journalism,Journalism,Press and politics","Citizen journalism,Mass media,Freedom of the press,Mass media and technology,Digital media,Online journalism,Journalistic ethics,Social media,Broadcast journalism,Journalism,Press and politics",1.00,0.09,0.28,0.67,11.00
comic connections reflecting on women in popular culture,"""this book is intended to be both an introduction to comics as well as a text for specific, ready-to-use activities that instructors can immediate use""-- provided by publisher","comic books, strips, etc; graphic novels; women superheroes in literature","Teaching,Sex role in literature,strips,Popular culture,Activity programs in education,Comic books,etc.,Women in popular culture,Women in literature","Teaching,Sex role in literature,Commercial strips,Popular culture,Activity programs in education,Comics,Shorts (Clothing),Women in popular culture,Women in literature",0.40,0.22,0.48,0.60,9.00
language in immigrant america,"""exploring the complex relationship between language and immigration in the united states, this timely book challenges mainstream, historically established assumptions about american citizenship and identity set within both a historical and a current political context, this book covers hotly debated topics such as language and ethnicity, the relationship between non-native english and american identity, perceptions and stereotypes related to foreign accents, code-switching, hybrid language forms such as spanglish, language and the family, and the future of language in america work from the fields of linguistics, education policy, history, sociology, and politics are brought together to provide an accessible overview of the key issues through specific examples and case studies, immigrant america is presented as a diverse, multilingual, and multidimensional space in which identities are often hybridized and always multifaceted""-- provided by publisher ""exploring the complex relationship between language and immigration in the united states, this timely book challenges mainstream, historically -established assumptions about american citizenship and identity set within both an historical and a current political context, this book covers hotly debated topics such as language and ethnicity, accent stereotypes, the relationship between non-native english and american identity, perceptions and stereotypes related to foreign accents, code-switching, hybrid language forms such as spanglish, language and the family, and the future of language in america work from the fields of linguistics, education policy, history, sociology, and politics are brought together to provide an accessible overview of the key issues through specific examples and case studies, immigrant america is presented as a diverse, multilingual, and multidimensional space in which identities are often hybridized and always multifaceted""-- provided by publisher",linguistic minorities; immigrants; languages in contact; code-switching (linguistics),"United States,Languages in contact,Multilingualism,Ethnicity,Language maintenance,Education and state,Multiculturalism,Language and languages,Citizenship,Immigrants,American,English language,Cultural pluralism,Group identity,Accents and accentuation,Language attrition,Code switching (Linguistics),National characteristics,Sociolinguistics","United States,Languages in contact,Multilingualism,Ethnicity,Language maintenance,Education and state,Multiculturalism,Language and languages,Citizenship,Immigrants,American,English language,Cultural pluralism,Group identity,Accents and accentuation,Language attrition,Code switching (Linguistics),National characteristics,Sociolinguistics",0.50,0.11,0.35,0.55,19.00
journalism and democracy in asia,"the contributors address key issues of freedom, democracy, citizenship, openness and journalism in contemporary asia, looking especially at china, japan, korea, indonesia, the philippines and india",journalism; government and the press; freedom of the press; democracy; civil society,"Mass media,Freedom of the press,Transparency in government,Government and the press,Citizenship,Democracy,Journalism,Press and politics","Mass media,Freedom of the press,Transparency (Ethics) in government,Government and the press,Citizenship,Democracy,Journalism,Press and politics",0.80,0.50,0.93,0.79,8.00
a cascades christmas : four-in-one collection,"""head to the majestic northwest where logging history comes to life in four christmas romances insecurity brings a logger and a young woman together, but will a 'perfect' sister tear them apart? will the dangers of the woods derail a young couple's hopes and their chance at love? amid town gossip, can a work-focused sawmiller win the heart of a prim-and-proper heiress? will second thoughts have a sentimental girl and a hardhearted carpenter losing love?""--publisher's website","romance fiction, american; man-woman relationships","Pacific,Heiresses,American,Logging,Second chances (Romance),Romance fiction,Loggers,Social classes,Christmas stories,Forests and forestry,Sibling rivalry,Northwest,Man-woman relationships,Christmas fiction","Pacific yew,Heiresses,American,Logging,Free love,Romance fiction,Loggers,Social classes,Christmas stories,Forests and forestry,Sibling rivalry,Northwest, Old,Man-woman relationships,Christmas in literature",1.00,0.21,0.59,0.45,14.00
"literature, ethics, and decolonization in postwar france : the politics of disengagement","""against the background of intellectual and political debates in france during the 1950s and 1960s, daniel just examines literary narratives and works of literary criticism arguing that these texts are more politically engaged than they may initially appear as writings by roland barthes, maurice blanchot, albert camus, and marguerite duras show, seemingly disengaged literary principles - such as blankness, minimalism, silence, and indeterminateness - can be deployed to a number of potent political and ethical ends at the time the main focus of this activism was the escalation of violence in colonial algeria the poetics formulated by these writers suggests that blankness, weakness, and withdrawal from action are not symptoms of impotence and political escapism in the face of historical events, but deliberate literary strategies aimed to neutralize the drive to dominate others that characterized the colonial project""-- provided by publisher",french literature; politics and literature; ethics in literature; decolonization in literature,"Duras,1913-1960,Algeria,Roland,Politics and literature,Anti-imperialist movements in literature,Blanchot,French literature,Passivity (Philosophy) in literature,Ethics in literature,France,Marguerite,Humanism in literature,Decolonization in literature,Literary criticism,Camus,Albert,Existentialism in literature,Maurice,Barthes","Soras,1913-1921,Algeria,Roland drum machine,Politics and literature,Imperialism in literature,Hát ví,French literature,Reflection (Philosophy) in literature,Ethics in literature,France,Salpeterer,Humanism in literature,Decolonization in literature,Criticism, Personal, in literature,Cambarus,Albert (Monkey),Existentialism in literature,Maurice, 582-602,Cebrenis",1.00,0.20,0.44,0.50,20.00
contemporary women's poetry and the urban space : experimental cities,"""if the urban imagination has been traditionally masculine, this book shifts attention to the role of the city and its processes of mutual transformation in poetry by women writers by turns challenging, rebellious, utopian and sceptical, some of the most richly experimental poetry is currently being written by women this book offers readings of their work informed by theorizations of the city, as well as looking at how their innovations in language and form enable new visions of urban space it addresses key issues in the imagining of the contemporary city and its global relationships, including changing understandings of the body and embodied space in technologized urban environments and the role of cohabiting languages in creating new forms of polis ""-- provided by publisher",american poetry; cities and towns in literature; public spaces in literature; women and literature,"Human body in literature,Cities and towns in literature,Women poets,Globalization in literature,Utopias in literature,Multiculturalism in literature,Space and time in literature,Feminism and literature,Multilingualism and literature,Technology and women,Embodiment (Philosophy) in literature,Experimental poetry,City and town life in literature,Social change in literature,Urbanization in literature","Human body in literature,Cities and towns in literature,Women poets,Globalization in literature,Utopias in literature,Multiculturalism in literature,Space and time in literature,Feminism and literature,Multilingualism and literature,Technology and women,Perception (Philosophy) in literature,Experimental poetry,City and town life in literature,Social change in literature,Urbanization in literature",0.25,0.07,0.29,0.67,15.00
language maintenance and shift,"""what motivates some linguistic minorities to maintain their language? why do others shift away from it rather quickly? are there specific conditions - environmental or personal - influencing these dynamics? what can families and communities do to pass on their 'threatened' language to the next generation? these and related questions are investigated in detail in language maintenance and shift in this fascinating book, anne pauwels analyses the patterns of language use exhibited by individuals and groups living in multilingual societies, and explores their efforts to maintain their heritage or minority language she explores the various methods used to analyse language maintenance, from linguistic demography to linguistic biography, and offers guidance on how to research the language patterns and practices of linguistic minorities around the world""-- provided by publisher",language maintenance; linguistic change; linguistic minorities; code switching (linguistics); sociolinguistics,"Language maintenance,Ethnolinguistic groups,Heritage language speakers,Language surveys,Language policy,Language attrition,Endangered languages,Language shift,Linguistic minorities,Language and languages,Language revival,Multilingualism,Code-switching (Linguistics),Linguistic demography.,Language and culture,Sociolinguistics,Bilingualism","Language maintenance,Ethnomathematics,Heritage language speakers,Language surveys,Language policy,Language attrition,Endangered languages,Linguistic change,Linguistic minorities,Language and languages,Language revival,Multilingualism,Code switching (Linguistics),Linguistic demography,Language and culture,Sociolinguistics,Bilingualism",0.60,0.18,0.44,0.67,17.00
the new heroines : female embodiment and technology in 21st-century popular culture,"""this title explores contemporary heroines in film, television, and media""-- provided by publisher",women heroes in mass media; women in popular culture,"Women in technology,Technology and women,Sex role in mass media,Women in motion pictures,Cyberfeminism,Feminist theory,Human body in literature,Posthumanism in literature,Gender identity in mass media,Science fiction,Cyborgs in mass media,Heroines in literature,Technology in motion pictures,Body image in mass media,Mass media and women,Feminism and mass media,Heroines in mass media,Popular culture,Technology in literature,Women on television","Women in technology,Technology and women,Sex role in mass media,Women in motion pictures,Cyberfeminism,Feminist theory,Human body in literature,Posthumanism in literature,Gender identity in mass media,Science fiction,Cyborgs in mass media,Heroines in literature,Technology in motion pictures,Human body in mass media,Mass media and women,Feminism and mass media,Heroines on television,Popular culture,Technology in literature,Women on television",0.00,0.00,0.00,0.49,20.00
echoes of sherlock holmes : stories inspired by the holmes canon,"in this follow-up to the acclaimed in the company of sherlock holmes, expert sherlockians laurie king and les klinger put forth the question: what happens when great writers/creators who are not known as sherlock holmes devotees admit to being inspired by conan doyle stories? while some are highly-regarded mystery writers, others are best known for their work in the fields of fantasy or science fiction all of these talented authors, however share a great admiration for arthur conan doyle and his greatest creations, sherlock holmes and dr watson from back cover","short stories, american; short stories, english; detective and mystery stories, american; detective and mystery stories, english","Doyle,Holmes,Sherlock (Fictitious character),Science fiction,Fantasy fiction,1859-1930,Arthur Conan,Short stories,Detective and mystery stories,Literary adaptations,Imitation in literature","Dunn anchor,Holmes, Sherlock,Sherlock Chick (Fictitious character),Science fiction,Fantasy fiction,1859-1950,Flagg, Conan (Fictitious character),Short stories,Detective and mystery stories,Possibility in literature,Imitation in literature",0.50,0.18,0.40,0.46,11.00
the cure of silver cañon : a circle v western,"""in three western stories, men risk their hero status in the community in order for truth to prevail""-- provided by publisher",large type books,"Heroes,Moral dilemmas,Truth,Ethics,Short stories,West (U.S.),Honor,Risk-taking (Psychology),Cowboys,Western stories","Heroes,Moral conditions,Truth,Ethics,Short stories,West (U.S.),Honor,Risk-taking (Psychology),Cowboys,Western stories",0.00,0.00,0.00,0.11,10.00
a year of writing dangerously : a scholarly detective story of the lost generation,"""how do you write a book? with death threats, breakthroughs, and tennis, if you are scholar keith gandal in a year of writing dangerously, gandal recounts the serendipitous bumps and perils of a sabbatical year spent researching and writing about the lost generation unsparingly funny and poignant, the book explores the sometimes surprising connections between people, documents, and ideas that define the creative process with wit and wisdom, gandal shows how writing a book is a lot like taking up competitive tennis, with the same pitfalls, characters, and opportunities that confront writers everywhere taking the reader on a quest for answers that leads from foucault's papers through world war i-era us army records, the united states tennis association, and finally, the masterworks of the lost generation, a year of writing dangerously is a must-read for any writer, scholar, or part-time athlete looking for enlightenment""-- provided by publisher ""how do you write a book? scholar keith gandal explores the serendipitous bumps and perils of a sabbatical year in which he alternately navigated a death threat, a creative and scholarly breakthrough, and the physical and mental trials of attempting to become a tennis pro in midlife unsparingly funny, poignant, and stimulating, gandal's year of writing dangerously peels back the layers of how scholarship works--how writers find ideas and use research, as well as the serendipitous connections--between people, between documents, between ideas--that define creativity in doing so he shows how the work of scholarship is embedded in the body as well as the mind his parallel narrative of taking up competitive tennis reveals the same kinds of pitfalls, characters, and opportunities that confront writers everywhere gandal takes the reader on a quest for answers that leads from foucault through us army records, the usta, and finally, the masterworks of the lost generation a year of writing dangerously is a must-read for any writer, scholar, or part-time athlete looking for enlightenment""-- provided by publisher","authors, american; scholars; college teachers; sabbatical leave; leave of absence; authorship; creative ability","Lost Generation (Literature),Michel,Sabbatical leave – Personal narratives,1926-1984 – Influence,Scholars – Biography – Humor,Tennis – Psychological aspects,Psychology of,College teachers – Biography,Detective and mystery stories – Authorship,Serendipity in science,Creative ability – Physiological aspects,Creative writing,Learning,Research – Methodology,Authorship – Psychological aspects,Scholarly publishing – Anecdotes,American literature – 20th century – History and criticism,Middle-aged persons – Recreation,Self-actualization (Psychology),1914-1918 – Literature and the war,Foucault,World War","Generations in literature,Michelberg,Sabbatical leave,1922-1949,Scholars in literature,Competition (Psychology) in sports,Psychology,College teachers as authors,Detective and mystery stories,Serendipity in science,Personality and creative ability,Creative writing,Learning,Methodology,Multiple personality in literature,Scholarly publishing,Speculative poetry, American,Recreational use,Self-actualization (Psychology),Literature and the war,Trouvères,World War III",0.00,0.00,0.00,0.44,22.00
hugo and friends,"a collection of poems, short stories, and essays about hurricane hugo and its effect on the island and people of st croix, usvi, sept, 1989",poetry; short stories,"Creative nonfiction,Hurricanes,American literature – United States Virgin Islands,Disasters in literature,Disaster victims,Saint Croix (United States Virgin Islands),Natural disasters – Social aspects,Hurricane Hugo,Natural disasters – Environmental aspects,1989","Creative nonfiction,Hurricanes,British Virgin Islands literature,Disasters in literature,Disaster victims,Saint Croix Island,Natural disaster effects,Hurricane Hugo, 1989,Natural disaster effects,1989-",0.00,0.00,0.00,0.28,10.00
questions of influence in modern french literature,"""what is meant by 'influence' in the realm of literature, art, music or ideas? how is it related to concepts such as pastiche or parody? self-evidently, our understanding of any 'past' work depends on contemporary methods of reading; but does it makes sense, therefore, to claim that influence can be retroactive? harold bloom used the term 'the anxiety of influence' as the title of a famous study, but his is only one of many theorizations that span the modern era this collection of essays examines a variety of texts written in french from the eighteenth century onwards, together with a number of visual and musical works (all quotations in other languages are followed by translations in english) the contributors elucidate, question and/or draw on major theories of influence, in new readings of well-known works whilst all engage with french and/or francophone culture, the works examined open cross-disciplinary perspectives""-- provided by publisher","french literature; influence (literary, artistic, etc); comparative literature","artistic,Intertextuality,Arts and literature,Modernism (Literature),Bloom,Literature and society,Influence (Literary,Francophone literature,Anxiety of influence,French literature,etc.),Translating and interpreting in literature,Parody,motives,Harold,etc.,Criticism,interpretation,Interdisciplinary approach in literature,Imitation in literature","Art,Intertextuality,Arts in literature,Modernism (Literature),Bloomsday,Literature and society,Influence (Literary, artistic, etc.),Reunionese literature (French),Influence (Psychology),French literature,Questions,Translating and interpreting in literature,Parody,Motive power,Hollyhock,Shorts (Clothing),Criticism,Interpretation,Eclecticism in literature,Imitation in literature",0.60,0.15,0.35,0.59,20.00
out of bounds,"""can the beacon street girls bring the house down at abigail adams junior high's talent show? or will the queens of mean steal the show?""--p [4] of cover",teenage girls; talent shows; friendship; junior high schools,"Interpersonal relations in children,Children's stories,Competition (Psychology) in children,Schools,Bullying in schools,Talent shows,Best friends,Junior high schools,Friendship in children,Rivalry","Interpersonal relations in children,Children's stories,Competition (Psychology) in children,Schools,Bullying in schools,Talent shows,Best friends,Junior high schools,Friendship in children,Sports rivalries",0.50,0.20,0.46,0.58,10.00
the lion book of five-minute bedtime stories,"a collection of ten bedtime stories, including ""stone soup,"" ""the golden goose,"" ""the giant's footprint,"" and others","children's stories, english","Children's stories,Fairy tales,Anthologies,Folklore,Fables,Bedtime stories,Storytelling,Short stories,Giants,Children's literature","Children's stories,Fairy tales,Anthologies,Folklore,Fables,Bedtime,Storytelling,Short stories,Red giants,Children's literature",0.50,0.10,0.33,0.58,10.00
kian & jc : don't try this at home,kian lawley and jc caylen provide a wild and entirely true account of their rise to internet fame,celebrities; internet videos; video blogs,"Internet celebrities,Fame,Autobiographies,Video blogs,Internet entertainment,Digital media,YouTube (Electronic resource),Internet personalities,Online social networks,Social media","Celebrities,Fame,Autobiographies,Video blogs,Internet entertainment,Digital media,Internet videos,Internet personalities,Online social networks,Social media",0.33,0.10,0.43,0.58,10.00
"performance, exile and 'america'","""this collection of essays investigates dramatic and performative renderings of 'america' as an exilic place, investigating how 'america' and exile are imagined, challenged and theatricalized in the works of various theatre artists in the light of the current political climate in the usa""--provided by publisher",american drama; exiles in literature; immigrants in literature; emigration and immigration in literature; other (philosophy) in literature; alienation (social psychology) in literature; identity (psychology) in literature; transnationalism in literature; minorities; theater and society,"American,Exile (Psychology) in literature,Theater,Exiles' writings,United States,Performance art,Politics and culture,Theater and society,in literature,Identity (Psychology) in literature,Political plays,American drama,Emigration and immigration in literature,National characteristics","American,Escape in literature,Theater,Exiles' writings,United States,Performance art,Politics and culture,Theater and society,In literature,Identity (Psychology) in literature,Political plays,American drama,Emigration and immigration in literature,National characteristics",0.40,0.29,0.51,0.69,14.00
