title,abstract,true_labels,predicted_labels,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
"eminent domain and economic growth : perspectives on benefits, harms, and new trends","""eminent domain is integral to a government's legal ability to take private property for a public purpose if used correctly, the owners are paid fair market value to educate citizens and prevent future abuse, this book exposes the good and the bad aspects of government's ability to use their power of eminent domain to acquire private property""-- provided by publisher",eminent domain; eminent domain; right of property; acquisition of property; land use,"land reform; expropriation; condemnation proceedings; urban renewal; real estate development; city planning; zoning law; municipal corporations; cities and towns; local government; eminent domain; property rights; takings (property law); due process of law; civil procedure; constitutional law; political science; economics; sociology; social policy; business enterprises; finance, personal; housing; community development; regional planning; urbanization; suburbanization; suburbs; rural-urban migration; population geography; demography;","Land reform,Overproduction,Inverse condemnation,Urban renewal,Real estate development,City planning,Zoning law,Municipal corporations,Cities and towns,Local government,Eminent domain,Right of property,Right of property,Due process of law,Civil procedure,Constitutional law,Political science,Economics,Sociology,Social policy,Business enterprises,Finance, Personal,Housing,Community development,Regional planning,Urbanization,Suburban life,Suburbs,Rural-urban migration,Population geography,Demography,Change",0.50,0.06,0.26,0.37,32.00
"negotiating cultural rights : issues at stake, challenges and recommendations","the various reports on cultural rights by un special rapporteur faridah shaheed have provided a new universal standard for topics ranging from cultural diversity, cultural heritage, the right to artistic freedom and the effects of today's intellectual property regimes this book's team of international contributors reflects upon the many aspects of cultural rights discussed in faridah shaheed's reports and discusses how cultural rights support cultural diversity, foster intercultural dialogue and contribute to inclusive social, economic and political development drawing from a range of disciplines, the contributing authors explore the meaning and position of cultural rights and the implications these may have for international relations, the international legal order and cross-cultural understanding, while also offering recommendations for the future key topics discussed include the link between culture and science, gender and human rights, rights to artistic freedom, the importance of historical narratives and the impact of advertising and marketing on the enjoyment of cultural rights this worthwhile contribution to the current cultural rights debate will be of interest to academics and students teaching and studying in the fields of culture, heritage and human rights as well as policymakers who are working within cultural rights related issues-- provided by publisher",human rights; cultural property,cultural policy; arts; art; human rights; civil rights; cultural pluralism; multicultural education; cultural competence; cultural conservation; cultural preservation; cultural minorities; indigenous peoples' rights; indigeneity; identity politics; globalization; globalisation; postcolonialism; colonialism; decolonization; imperialism; neocolonialism; nationalism; national characteristics; nation-building; ethnic groups; ethnicity; race discrimination; racism; xenophobia; stereotypes (social psychology); stereotyping; prejudice,"Cultural policy,Arts,Art,Human rights,Civil rights,Cultural pluralism,Multicultural education,Cultural competence,Interpretation of cultural and natural resources,Cultural rights,Minorities,Racism against Indigenous peoples,Diligence,Identity politics,Globalization,Globalization,Postcolonialism,Colonial influence,Decolonization,Imperialism,Postcolonialism,Nationalism,National characteristics,Nation-building,Ethnic groups,Ethnicity,Race discrimination,Racism,Xenophobia,Stereotypes (Social psychology),Stereotype threat,Prejudices",0.50,0.03,0.22,0.43,30.00
academic literacy for law students : a content-based approach,"academic literacy for law students: a content-based approach is a skills-based course aimed at first-year law students who are studying in english and simultaneously acquiring it each lesson is based on a reading passage that constitutes authentic, relevant legal content the activities included in each lesson provide an opportunity to practise the academic skills needed in the law faculty the course focuses on the progressive development of reading, writing, note-taking, listening and speaking skills there is a strong emphasis on building the vocabulary needed in legal studies-- source other than library of congress",communication in law; academic writing; english language; law students; communication in education,law; language arts; communication in education; legal English; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english language; english,"Law,Language arts,Communication in education,Basic English,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English language,English",0.40,0.33,0.69,0.80,6.00
the twenty-six words that created the internet,"""this book examines the history and future of section 230 of the communications decency act, which provides websites extraordinary legal immunity for user-generated content and is responsible for the modern internet in the united states""-- provided by publisher",internet; web sites; liability (law); freedom of speech,"computer networks; information technology; internet; online social networks; freedom of speech on the internet; censorship; cyberterrorism; cybersecurity; digital divide; communication, international; electronic commerce; telecommunication policy; telecommunications industry; internet users; web sites; blogging; blogs; blogosphere; virtual communities; cyberspace; civil rights; political participation; democracy; government accountability; privacy, right of; free enterprise; competition, unfair; antitrust law; intellectual property; copyright infringement; trademark infringement; defamation","Computer networks,Information technology,Internet,Online social networks,Freedom of speech,Censorship,Cyberterrorism,Behavioral cybersecurity,Digital divide,Communication, International,Electronic commerce,Telecommunication policy,Telecommunication equipment industry,Internet users,Web sites,Blogs,Blogs,Blogs,Virtual work teams,Cyberspace,Civil rights,Political participation,Democracy,Government accountability,Privacy, Right of,Free enterprise,Competition, Unfair,Antitrust law,Intellectual property,Copyright infringement,Trademark infringement,Claims against",0.75,0.09,0.52,0.45,33.00
"international human rights protection : balanced, critical, realistic","""[this book] is based on the author's personal research and personal involvement with a wide range of subjects, such as: the basic concepts of civil and social rights; discrimination and affirmative action; issues of procedure and jurisdiction; the death penalty; and issues such as the protection of refugees, minorities and victims of armed conflicts at the universal level, the book introduces the reader to the labyrinth of united nations charter-based and treaty-based procedures as well as an overview of the inter-american and african systems, it deals at the regional level-particularly with the case law of the european court of human rights in strasbourg, and also looks at the national level at the case law of the us supreme court and the south african constitutional court this book adopts a particularly critical approach to the so-called 'dynamic' interpretation of the european convention on human rights by the court of strasbourg it is the author's feeling that judges, in particular those belonging to courts specialising in human rights, have a tendency to systematically support interpretations benefiting the applicants, while overlooking too easily the far-reaching implications of judgments for society as a whole the author, instead, puts forward a more balanced and more realistic approach which takes into account the difficulties democratic governments face in coping with the challenges of our present time and with the pressing needs of the realities of today's world""-- back cover",human rights; international human rights courts,human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human rights; human,"Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Human rights,Persons",0.50,0.50,0.63,0.70,2.00
an offer you can't refuse : how us federal prosecutors force drug defendants to plead guilty,"an offer you can't refuse : how us federal prosecutors force drug defendants to plead guilty, details how federal prosecutors routinely threaten extraordinarily severe prison sentences to coerce drug defendants into surrendering their right to trial and pleading guilty prosecutors charge or threaten to charge offenses with harsh mandatory sentences and mandatory sentencing enhancements they then offer defendants a much lower sentence in exchange for pleading guilty in 97 percent of federal drug cases, defendants accept plea bargains in the rare cases in which defendants insist on going to trial, prosecutors make good on their threats the average sentence for federal drug offenders convicted after trial was three times longer than for defendants who pled guility this report is based on numerous interviews with federal prosecutors, defense attorneys, and judges, and the review of hundreds of cases it also includes new statistics developed by human rights watch that provide the most recent and detailed measure of what the report calls the ""trial penalty"" : the difference in sentences for drug defendants who plead guilty compared with those for defendants convicted after trial judges have been reduced to virtual bystanders in cases involving mandatory sentences when prosecutors choose to pursue mandatory penalties and the defendant is convicted, judges must impose the mandatory sentences, even if they are disproportionately long relative to the defendant's conduct and role in the offense they cannot exercise their traditional role of tailoring sentences to each defendant's conduct and culpability and of making sentences no longer than mecessary to serve the purposes of punishment human rights watch calls on congress to restore sentencing discretion to federal judges in drug cases it also calls on the attorney general to ensure that prosecutors pursue just sentences in all cases and do not use the threat of disproportionately long sentences to strong-arm defendants into surrendering their fundamental human right to trial --back cover",pleas of guilty; sentences (criminal procedure); trials (narcotic laws),criminal procedure; plea bargaining; narcotics control; trials (criminal procedure); indeterminate sentencing; judicial discretion; justice administration; law enforcement; prosecution; courts-martial and courts of inquiry; crime; criminals; prisoners; imprisonment; prisons; correctional institutions; corrections; rehabilitation; restorative justice; victims of crimes; victimology; victims of nonviolent crimes; victims' services; victims of violent crimes; violence against women; domestic relations; family violence; child abuse; juvenile delinquency; children,"Criminal procedure,Plea bargaining,Narcotics,Trials (Murder),Indeterminate sentences,Judicial discretion,Justice, Administration of,Law enforcement,Prosecution,Courts-martial and courts of inquiry,Crime,Criminals,Prisoners,Imprisonment,Prisons,Correctional institutions,Corrections,Rehabilitation,Restorative justice,Victims of crimes,Murder victims,Crimes without victims,Victims,Victims of violent crimes,Violence in women,Domestic relations,Family violence,Child abuse,Juvenile delinquency,Children",0.00,0.00,0.00,0.43,31.00
the law of contract,"""the law of contract provides an accessible overview of the fundamentals of contract law and its underlying rationales it also introduces and explores the main academic debates within the subject, encouraging students to decide for themselves whether the rules that contract law adopts are justifiable and, if not, how they should be altered to help students to develop the skills necessary to apply the principles of contract law to new situations, the law of contract breaks down legal problems into different and manageable steps this book covers all of the core areas studied on an undergraduate course and incorporates chapter summaries and self-test questions to reinforce students' learning and aid revision, as well as further reading sections to provide a platform for further study online resource center updates web links""-- provided by publisher",contracts; contracts,"contracts; commercial arbitration; mediation, industrial; negotiation in business communication; consumer protection; sales; agency (law); employment at will; breach of promise; duress; undue influence; mistake; misrepresentation; fraud; unconscionability; restitution; damages; specific performance; remedies (law) -- united states; civil procedure; dispute resolution (law) ; litigation management; alternative dispute resolution; conflict management; conflict resolution; mediation; arbitration; conciliation; negotiation; settlement of disputes; lawsuits","Contracts,Arbitration agreements, Commercial,Mediation and conciliation, Industrial,Negotiation in business,Consumer protection,Sales,Agency (Law),Employment at will,Breach of promise,Detinue,Undue influence,Chance,Misinformation,Fraud,Reminiscing,Restitution,Damages,Specific performance,Remedies (Law),Civil procedure,Dispute resolution (Law),Litigation,Dispute resolution (Law),Conflict management,Conflict management,Mediation,Arbitration and award,Adulthood,Negotiation,Jurisdictional disputes,Litigation",1.00,0.03,0.25,0.34,30.00
religious freedom in an egalitarian age,"americans today are struggling with conflicts between religious freedom and equality law although such tensions are not new, they are newly vibrant and visible, partly because of egalitarian advances on issues such as lgbt rights and women's reproductive freedom those advances have run up against claims by religious traditionalists such as kim davis, the county clerk who refused to issue marriage licenses to same-sex couples and hobby lobby, the business corporation that won the right to deny contraception coverage to its employees religious freedom in an egalitarian age argues that such conflicts can be resolved without irrationality or arbitrariness the book provides a method for thinking through problems of religion and equality in a reasoned way and recommends solutions in the areas of employment, public accommodations, government officials, and public funding-- provided by publisher",freedom of religion; equality before the law; discrimination; discrimination; civil rights; civil rights; sexual minorities; law,church and state; civil liberties; equal protection under the laws; discrimination; sexual minorities; sex role; gender identity; homosexuality; christianity and politics; islam and politics; judaism and politics; buddhism and politics; hinduism and politics; secularization; separation of powers; constitutional history; judicial review; due process of law; liberty of conscience; pluralism (social sciences); tolerance; multicultural education; social justice; human rights; political questions and judicial power; legislative,"Church and state,Equal rights amendments,Equality before the law,Discrimination,Sexual minorities,Sex role,Gender identity,Homosexuality,Christianity and politics,Islam and politics,Judaism and politics,Buddhism and politics,Hinduism and politics,Secularization,Separation of powers,Constitutional history,Judicial review,Due process of law,Liberty of conscience,Consensus (Social sciences),Denialism,Multicultural education,Social justice,Human rights,Political questions and judicial power,Legislative power",0.50,0.12,0.73,0.54,26.00
straight talk about south carolina divorce law,"""a clear and detailed guide to how divorce and family law cases are actually handled and resolved in south carolina it is a practical and realistic overview of how lawyers, experts and mediators operate, and how family court judges decide what happens in divorce, custody and matrimonial cases""--p [4] of cover",divorce; separation (law); husband and wife; domestic relations,"marriage; divorce; domestic relations; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation, industrial; mediation","Marriage,Divorce,Domestic relations,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation and conciliation, Industrial,Mediation",0.50,0.33,0.92,0.62,6.00
intellectual property in the life sciences : a global guide to rights and their applications,"""in the context of challenging economic circumstances, increasing generic competition and greater pressure on drug pipelines, these are unprecedented times for the life sciences sector the response from many quarters has been diversification and the movement of business models away from traditional 'blockbuster' small-molecule drugs towards more varied products however, from university start-ups to the established pharmaceutical giants, the life sciences business still hinges on one simple rule: the need for market exclusivity given the difficulty and expense involved in life sciences research, it follows that ip rights, in all their forms, are intricately interwoven with the life sciences intellectual property in the life sciences is an exciting new title designed to provide guidance on the ip issues affecting the life sciences sector it uniquely satisfies two practical needs: a global reach that reflects the worldwide markets within which the life sciences industry now operates, and a sector-based approach addressing the issues that those in the business face written by a team of the world's leading specialists in the field, including lewis ho from simmons & simmons, joachim feldges from field fisher waterhouse, miquel montana from clifford chance and pravin anand from anand and anand, this accessible guide provides an overview of the key international and european ip legislation, complementing the book's central theme of monopoly protection in addition, the book features coverage from 15 jurisdictions of the most important and topical life sciences issues on which intellectual property has an impact subjects explored within the national chapters include small molecules, secondary patents, dna, biologicals and personalised medicines, patent infringement and enforcement, compulsory licensing, branding and designs, counterfeiting and collaborative models this new guide is essential reading for lawyers, in-house counsel and other professionals advising firms in the life science industry""--provided by publisher",biotechnology industries; biotechnology industries; intellectual property,"biotechnology; medical innovations; biomedical engineering; bioengineering; inventions; patents; trademarks (international law); copyrights; industrial property; pharmaceutical industry; medicine, preventive; pharmacology; genetic engineering; genomics; proteomics; gene expression regulation; molecular biology; cell culture; cellular signal transduction; stem cells; tissue engineering; biomaterials; biosensors; nanomedicine; personalized medicine; personalized health care; personalized nutrition; personalized fitness; precision agriculture; precision medicine; precision public health;","Biotechnology,Medical innovations,Biomedical engineering,Bioengineering,Inventions,Patents,Trademarks (International law),Copyright,Industrial property,Pharmaceutical industry,Medicine, Preventive,Pharmacology,Genetic engineering,Genomics,Proteomics,Gene expression,Molecular biology,Cell culture,Cellular signal transduction,Stem cells,Tissue engineering,Biomimetic materials,Biosensors,Nanomedicine,Precision medicine,Patient-centered health care,Nutrition,Physical fitness,Agricultural applications,Precision medicine,Public health personnel,Change",0.00,0.00,0.00,0.40,32.00
laws against strikes : the south african experience in an international and comparative perspective,"the marikana massacre at a platinum mine in south africa on 16 august 2012 reflected a deep social crisis in post-apartheid south africa, but also marked a failure of voluntary collective bargaining against the backdrop of marikana and other violent protest action in ""south africa, laws against strikes examines what went wrong with labour relations in south africa and what can be done to stabilise and improve those relations in the european union, the right to strike has been at the centre of the complex and controversial jurisprudence of the court of justice regarding industrial action, which started with the rulings in viking and laval in 2007 although violence was not a factor in those cases, they brought into public focus the problem of disequilibrium between economic freedoms and fundamental social rights since 2008, the era of austerity measures in europe has also called into question the adequacy of labour laws and has revealed that organisations representing collective interests lack the power to significantly influence macro-economic policy laws against strikes, comprising contributions from south african, italian and british legal scholars, examines the right to strike in periods of socio-economic crisis the book aims to contribute to the debates on this issue, by comparing, where appropriate, the operation of the right to strike in south africa with its operation in the european union countries""--page 4 of book cover","strikes and lockouts; labor laws and legislation; strikes and lockouts; labor laws and legislation; labor laws and legislation, international",labor unions; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and lockouts; strikes and,"Labor unions,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Strikes and lockouts,Striking",0.33,0.33,0.50,0.68,3.00
the role of courts in transitional justice : voices from latin america and spain,"""this book examines the role of courts in times of transition the book focuses on judicial experiences from the iberoamerican region, in particular argentina, chile, colombia, spain and guatemala, exploring the extent to which national courts have been able to shoulder the task of investigating and prosecuting grave crimes such as genocide, crimes against humanity and war crimes, committed in the context of a previous repressive rule or current conflict the volume contains contributions from judges, prosecutors, and scholarly experts in the region it offers first-hand experiences and expert findings on crucial issues surrounding the role of the courts including: balancing principles of justice and fundamental concerns about legality and non-retroactivity; security problems facing courts in conflict situations; the immense case load; the role of regional and international courts in aiding their national counterparts; and the cooperation between different and overlapping jurisdictional competences the book also draws attention to the way in which regional and international courts have come to contribute to the initiation of national judicial processes, above all, through international standard-setting and pressure it goes on to articulate a philosophical critique of the dominant understandings of transitional justice because it has not paid sufficient attention to criminal justice in this context, the volume outlines an alternative conceptualisation that seems better equipped to both explain the recent developments towards the 'judicialization' of transitional justice politics while, at the same time, also insisting on the continued need for caution and critical reflection on the role of courts in times of transition""-- provided by publisher","transitional justice; justice, administration of; courts; transitional justice; justice, administration of; courts; international criminal law",human rights; political violence; crime prevention; victims of state-sponsored terrorism; restorative justice; transitional justice; trials (criminal procedure); law reform; civil society; social change; democracy; peace-building; post-conflict reconstruction; reconciliation; truth commissions; reparations; impunity; accountability; extraterritorial jurisdiction; universal jurisdiction; international criminal court; inter-american commission on human rights; european convention on human rights; american convention on human rights; constitutional law; legal assistance to victims of,"Human rights,Political violence,Crime prevention,Victims of state-sponsored terrorism,Restorative justice,Transitional justice,Trials (Murder),Law reform,Civil society,Social change,Democracy,Peace-building,Civil-military relations,Reconciliation,Truth commissions,Reparations,Impunity,Government accountability,Exterritoriality,Universal jurisdiction,International criminal courts,Human rights monitoring,Deportations from Romania,Human Rights Day,Constitutional law,Legal assistance to older people",0.20,0.04,0.24,0.46,26.00
global trade and international law,"a compilation of selected articles written over the last forty-five years on the legal, political, and policy aspects of international law, foreign policy, international relations, and global trade it concludes with recent blog posts written from 2011-2012 on trade issues such as money laundering, resources nationalism, global taxation, foreign corruption, asean, currency wars, and cyber espionage the whole reflects the changing emphasis in the larger society from broader political questions to the economic and security issues of this decade--provided by publisher",international law; international relations; international trade; foreign trade regulation; foreign trade regulation,"commerce; commercial treaties; free trade; world politics; globalization; comparative government; national characteristics; civilization; human rights; civil liberties; democracy; rule of law; constitutional history; constitutional law; judicial process; judges; courts; arbitration, industrial; mediation, industrial; labor disputes; collective bargaining; labor laws and legislation; social justice; peace-building; conflict management; diplomacy; negotiation; mediation; dispute resolution (law); international business enterprises; multinational corporations; transnationalism; globalization; international cooperation","Commerce,Commercial treaties,Free trade,World politics,Globalization,Comparative government,National characteristics,Civilization,Human rights,Equal rights amendments,Democracy,Rule of law,Constitutional history,Constitutional law,Judicial process,Judges,Courts,Arbitration, Industrial,Mediation and conciliation, Industrial,Labor disputes,Collective bargaining,Labor laws and legislation,Social justice,Peace-building,Conflict management,Diplomacy,Negotiation,Mediation,Dispute resolution (Law),International business enterprises,Corporations, Foreign,Transnationalism,Globalization,International cooperation",0.00,0.00,0.00,0.45,35.00
misuse of market power : rationale and reform,"""laws prohibiting unilateral anticompetitive conduct have been the subject of vigorous international debate for decades, as policymakers, antitrust scholars and agencies continue to disagree over how best to regulate the market conduct of a single firm with substantial market power katharine kemp describes the controversy over australia's misuse of market power laws in recent years, which mirrored the international debate in this sphere, and culminated in the fundamental reform of the misuse of market power prohibition under the competition and consumer act 2010 (cth) in 2017 misuse of market power: rationale and reform explains australia's new misuse of market power law, which adopts an 'effects-based test' for unilateral conduct, and makes a comparative analysis between australian tests for unilateral anticompetitive conduct and tests from the us and the eu this text also illuminates the frequently-mentioned, but little understood, concept of 'purpose' and its role in framing unilateral conduct standards""-- provided by publisher",antitrust law; industrial concentration,"monopolies; restraint of trade; unfair competition; business enterprises; industrial policy; economic development; competition, imperfect; economics, mathematical; game theory; oligopolistic interdependence; price fixing; predatory pricing; mergers and acquisitions; corporate governance; cartels; trusts (business organizations); anti-trust legislation; monopoly; competition, foreign; global competitiveness; globalization; multinational corporations; small businesses; entrepreneurship; innovation; technological innovations; technology transfer; intellectual property; patents; copyrights; trademarks; advertising","Monopolies,Restraint of trade,Competition, Unfair,Business enterprises,Industrial policy,Economic development,Competition, Imperfect,Economics, Mathematical,Game theory,Monopolistic competition,Price fixing,Predatory pricing,Mergers,Corporate governance,Cartels,Short-term trusts,Third party litigation funding,Monopoly (Game),Competition, International,Economies of scale,Globalization,Corporations, Foreign,Small business,Entrepreneurship,Efficiency,Technological innovations,Technology transfer,Intellectual property,Patents,Copyright,Trademarks,Advertising",0.00,0.00,0.00,0.39,35.00
corruption : a glossary of international standards in criminal law,"this glossary explains the key elements required to classify corruption as a criminal act, according to three major international conventions: (1) the oecd convention on combating bribery of foreign public officials in international business transactions; (2) the council of europe's criminal law convention on corruption; and (3) the united nation's convention against corruption the glossary examines and elaborates on the requirements of the conventions and explains how they can be effectively introduced into the national legislation the glossary is also a practical tool for monitoring country compliance with the international anti-corruption conventions, as well as raising awareness of these conventions--publisher's description",corruption; bribery; criminal law; international cooperation,"corrupt practices; embezzlement; frauds and swindles; white-collar crime; money laundering; organized crime; transnational crime; bribery; official misconduct; government accountability; political crimes and offenses; economic development; global financial crisis, 2008-2009; globalization; international cooperation; anticorruption measures; corporate governance; ethics in government; civil service reform; good governance; transparency in government; rule of law; human rights; democracy; state-sponsored terrorism; terrorist financing;","Corrupt practices,Embezzlement,Swindlers and swindling,White collar crimes,Money laundering,Organized crime,Transnational crime,Bribery,Police misconduct,Government accountability,Political crimes and offenses,Economic development,Global Financial Crisis, 2008-2009,Globalization,International cooperation,True-false examinations,Corporate governance,Applied ethics,Civil service reform,Comparative government,Transparency (Ethics) in government,Rule of law,Human rights,Democracy,State-sponsored terrorism,Terrorism insurance,Change",0.50,0.07,0.35,0.49,28.00
greening eu competition law and policy,"""one of the fundamental challenges currently facing the eu is that of reconciling its economic and environmental policies nevertheless, the role of environmental protection in eu competition law and policy has often been overlooked recent years have witnessed a shift in environmental regulation from reliance on command and control to an increased use of market-based environmental policy instruments such as environmental taxes, green subsidies, emissions trading and the encouragement of voluntary corporate green initiatives by bringing the market into environmental policy, such instruments raise a host of issues that competition law must address this interdisciplinary treatment of the interaction between these key eu policy areas challenges the view that eu competition policy is a special case, insulated from environmental concerns by the overriding efficiency imperative, and puts forward practical proposals for achieving genuine integration""-- provided by publisher",antitrust law; environmental law,"antitrust law; industrial policy; environmental policy; sustainable development; environmental economics; environmental responsibility; business enterprises; corporations; trade associations; cartels; monopolies; restrictive practices (unfair trade practices); unfair trade practices; fair trade; competition, international; global environment facility (world bank)","Antitrust law,Industrial policy,Environmental policy,Sustainable development,Environmental economics,Environmental responsibility,Business enterprises,Corporations,Trade associations,Cartels,Monopolies,Restraint of trade,Restraint of trade,Trade (Game),Competition, International,Organisation for Economic Co-operation and Development",0.50,0.06,0.26,0.45,16.00
normative jurisprudence : an introduction,"""this book aims to reinvigorate normative legal scholarship that both criticizes positive law and suggests reforms for it, on the basis of stated moral values and legalistic ideals""-- provided by publisher ""normative jurisprudence aims to reinvigorate normative legal scholarship that both criticizes positive law and suggests reforms for it, on the basis of stated moral values and legalistic ideals it looks sequentially and in detail at the three major traditions in jurisprudence - natural law, legal positivism, and critical legal studies - that have in the past provided philosophical foundations for just such normative scholarship over the last fifty years or so, all of these traditions, although for different reasons, have taken a number of different turns - toward empirical analysis, conceptual analysis, or foucaultian critique - and away from straightforward normative criticism as a result, normative legal scholarship - scholarship that is aimed at criticism and reform - is now lacking a foundation in jurisprudential thought the book criticizes those developments and suggests a return, albeit with different and in many ways larger challenges, to this traditional understanding of the purpose of legal scholarship""-- provided by publisher",jurisprudence,juridical ethics; law; law; philosophy of law; jurisprudence; political science; social justice; civil rights; human rights; rule of law; government accountability; constitutional history; democracy; judicial process; judges; courts; lawyers; legal services; access to information; transparency in government; public administration; administrative procedure; executive power; separation of powers; federal government; state governments; local government; international relations; globalization; economic development; global governance; world politics; comparative government;,"Legal ethics,Law,Law,Law (Philosophical concept),Jurisprudence,Political science,Social justice,Civil rights,Human rights,Rule of law,Government accountability,Constitutional history,Democracy,Judicial process,Judges,Courts,Lawyers,Legal services,Data privacy,Transparency (Ethics) in government,Public administration,Administrative procedure,Executive power,Separation of powers,Federal government,State governments,Local government,International relations,Globalization,Economic development,Legitimacy of governments,World politics,Comparative government,Change",1.00,0.03,0.21,0.43,33.00
organ transplants from executed prisoners : an argument for death sentence organ removal statutes,"""in its second edition, this book continues the debate on whether transplantable organs of executed capital felons should be used to save lives it provides relevant data and information necessary for making an informed and intelligent decision on this matter the author argues that the constitution supports the removal of transplantable organs from executed capital felons""-- provided by publisher","donation of organs, tissues, etc; capital punishment; dead bodies (law)",organ transplantation; organ procurement; organ donors; medical ethics; criminal procedure; capital punishment; human rights; right to life (philosophy); euthanasia; brain-death; organ donation; organ banks; organ trade; organ trafficking; organ transplantation; organ procurement; organ donors; medical ethics; criminal procedure; capital punishment; human rights; right to life (philosophy); euthanasia; brain-death; organ donation; organ banks; organ trade; organ trafficking; bioethics;,"Organ stops,Procurement of organs, tissues, etc,Organ donors,Medical ethics,Criminal procedure,Capital punishment,Human rights,Necessity (Philosophy),Euthanasia,Brain death,Organ donors,Organ donors,Organ theft,Organ trafficking,Organ stops,Procurement of organs, tissues, etc,Organ donors,Medical ethics,Criminal procedure,Capital punishment,Human rights,Necessity (Philosophy),Euthanasia,Brain death,Organ donors,Organ donors,Organ theft,Organ trafficking,Bioethics,Change",0.60,0.19,0.45,0.58,16.00
processes and production methods (ppms) in wto law : interfacing trade and social goals,"""despite a decades-long debate, starting with the 'tuna-dolphin' disputes of the 1990s, questions on the status of national regulatory measures linked to processes and production methods in wto law have yet remained unsolved likewise, labelling requirements relating to unincorporated aspects of a product's life cycle remain strongly contested these ongoing disputes at the wto as well as global social and environmental challenges related to economic activities show how topical and important the search for adequate answers still is processes and production methods (ppms) in wto law identifies and comprehensively analyses the key legal problems concerning such measures, setting them in the context of the current debate and its economic and regulatory background christiane r conrad develops a new approach to this debate which draws on the objectives and established economic rationales of the wto agreements""--provided by publisher",foreign trade regulation,process control; labeling laws and regulations; international trade regulation; sustainable development; environment protection; human rights; consumer protection; intellectual property; food industry and trade; fisheries management; dolphins; tuna fishing; dolphin-fisheries conflict of interests; trade regulation; commerce; commercial policy; tariffs; customs administration; free trade; globalization; labor standards; environmental responsibility; environmental impact analysis; risk assessment; public health; consumer education; consumers; marketing; advertising; competition; unfair trade practices; antitrust law,"Process control,Government regulation of ...,Foreign trade regulation,Sustainable development,Environmental protection,Human rights,Consumer protection,Intellectual property,Food industry and trade,Fishery management,Dolphins,Tuna fishing,Escapement (Fisheries),Trade regulation,Commerce,Commercial policy,Tariff,Customs administration,Free trade,Globalization,Unfair labor practices,Environmental responsibility,Environmental impact analysis,Risk assessment,Public health,Consumer education,Consumers,Marketing,Advertising,Competition,Restraint of trade,Antitrust law",1.00,0.03,0.23,0.33,32.00
