title,abstract,true_labels,predicted_labels,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
hamas rule in gaza : human rights under constraint,"""to what extent can a non-state actor resembling a government be regulated by human rights principles? this study is the first detailed human rights analysis of hamas conduct and governance in the gaza strip drawing on reports and resolutions from the united nations and local and international human rights organizations, the author considers four years of uncontested hamas control over the area and suggests a normative framework for evaluating hamas conduct according to international human rights standards and degree of influence over the public sphere in the absence of more formally binding obligations""--publisher's website",human rights,"human rights; political violence; terrorism; civil-military relations; armed forces and society; military assistance, american; national security; war on terror, 2001-2009; islamic fundamentalism; palestinian arabs; palestinians; arab-israeli conflict; state-sponsored terrorism; democracy; authoritarianism; legitimacy of governments; constitutional law; rule of law; humanitarian intervention; humanitarian law; prisoners' rights; torture; detention of persons; freedom of speech; press censorship","Human rights,Political violence,Terrorism,Civil-military relations,Army life,Military assistance, American,National security,War on Terrorism, 2001-2009,Islamic fundamentalism,Palestinian Arabs,Palestinian Arabs,Arab-Israeli conflict,State-sponsored terrorism,Democracy,Authoritarianism,Legitimacy of governments,Constitutional law,Rule of law,Humanitarian intervention,Humanitarian law,Restraint of prisoners,Torture,Detention of persons,Freedom of speech,Censorship",1.00,0.04,0.27,0.38,27.00
"""i was sold"" : abuse and exploitation of migrant domestic workers in oman","""the report, ""'i was sold': abuse and exploitation of migrant domestic workers in oman,"" documents how oman's kafala(sponsorship) immigrant labor system and lack of labor law protections leaves migrant domestic workers exposed to abuse and exploitation by employers, whose consent they need to change jobs those who flee abuse--including beatings, sexual abuse, unpaid wages, and excessive working hours--have little avenue for redress and can face legal penalties for ""absconding"" families rely on migrant domestic workers to care for their children, cook their meals, and clean their homes yet many migrant domestic workers, who rely on their salaries to support their own families and children at home, face cruel and exploitative conditions""--publisher's description",women household employees; household employees; household employees; human trafficking; slavery; forced labor; labor laws and legislation; foreign workers,foreign workers; female foreign workers; human trafficking; sex crimes; women's rights; civil rights; child prostitution; forced marriage; slavery; discrimination against foreigners; employment agencies; labor laws and legislation; contract labor; migrant agricultural laborers; migrant domestic workers; migrant labor; migrant workers; migrants; emigration and immigration; social justice; human rights advocacy; human rights movements; human rights; human services; international cooperation; government accountability; political corruption; economic development; poverty; gender equality; violence,"Foreign workers,Women foreign workers,Human trafficking,Sex crimes,Women's rights,Civil rights,Child prostitution,Forced marriage,Slavery,Race discrimination,Employment agencies,Labor laws and legislation,Contract labor,Migrant agricultural laborers,Migrant laborers' spouses,Migrant labor,Migrant labor,Internal migrants,Emigration and immigration,Social justice,Human rights advocacy,Human rights movements,Human rights,Human services,International cooperation,Government accountability,Political corruption,Economic development,Poverty,Gender identity,Violence",0.57,0.13,0.40,0.58,31.00
immigrant nations,"this book is a reassessment of how immigration is changing our world the policies of multiculturalism that were implemented in the wake of postwar immigration have, after 9/11, come under intense scrutiny, and the continuing flow of populations has helped to ensure that immigration remains high on the social and political agenda based on his deep knowledge of the european and american experiences, the author shows how immigration entails the loss of familiar worlds, both for immigrants and for host societies, and how coming to terms with a new environment evolves from avoidance through conflict to accommodation the conflict that accompanies all major migratory movements is not a failure of integration but part of a search for new ways to live together it prompts an intensive process of self-examination that is why immigration has such a profound existential impact: it goes to the heart of institutions like the welfare state and liberties like the freedom of expression the author argues that our ability to cope with the challenges posed by immigration requires that we move beyond multiculturalism and find a new balance between openness and exclusion tolerance cannot be based on avoidance but should rest on the principle of reciprocity, which means that native populations cannot ask of newcomers any more than they themselves are prepared to contribute",emigration and immigration; immigrants; ethnic relations; immigrants,emigration and immigration; national characteristics; cultural pluralism; xenophobia; ethnic relations; race discrimination; human rights; citizenship; refugees; international migration law; illegal aliens; globalization; global economic policy; labor market; labor laws and legislation; public opinion; mass media; government publicity; civil society; democracy; liberalism; nationalism; sovereignty; identity politics; intergroup relations; multicultural education; diversity in the workplace; prejudice; racism; anti-immunization movement; right-wing extremists; terrorism;,"Emigration and immigration,National characteristics,Cultural pluralism,Xenophobia,Ethnic relations,Race discrimination,Human rights,Citizenship,Refugees,Emigration and immigration law,Mexicans,Globalization,Economic policy,Labor market,Labor laws and legislation,Public opinion,Mass media,Government publicity,Civil society,Democracy,Liberalism,Nationalism,Sovereignty,Identity politics,Intergroup relations,Multicultural education,Diversity in the workplace,Prejudices,Racism,Anti-vaccination movement,Right-wing extremists,Terrorism,Change",0.67,0.06,0.30,0.45,33.00
women's right to vote,"""a history of the women's suffrage movement throughout the world, based on primary source documents and other historical artifacts features include period art works and photographs; excerpts from literary works, letters, speeches, broadcasts, and diaries; summary boxes; a timeline; maps; and a list of additional resources""--provided by publisher",women; women's rights,woman suffrage; feminism; sex discrimination against women; human rights; civil rights movements; social justice; democracy; government accountability; political participation; voting; citizenship; gender equality; equal rights amendments; women in politics; women; women; women; women; women; women; women; women; women; women; women; women; women; women; women; women; women; women; women; women; women; women; women; women; women; women; women; women;,"Suffrage,Feminism,Sex discrimination against women,Human rights,Civil rights movements,Social justice,Democracy,Government accountability,Political participation,Voting,Citizenship,Gender identity,Equal rights amendments,Women politicians,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Women,Change",0.50,0.06,0.63,0.50,16.00
the last utopia : human rights in history,"human rights offer a vision of international justice that today's idealistic millions hold dear yet the very concept on which the movement is based became familiar only a few decades ago when it profoundly reshaped our hopes for an improved humanity here, historian samuel moyn elevates that transformation to center stage and asks what it reveals about the ideal's troubled present and uncertain future it was on the ruins of earlier political utopias, moyn argues, that human rights achieved contemporary prominence the morality of individual rights substituted for the soiled political dreams of revolutionary communism and nationalism as international law became an alternative to popular struggle and bloody violence but as the ideal of human rights enters into rival political agendas, it requires more vigilance and scrutiny than when it became the watchword of our hopes--from publisher description",human rights,human rights; social movements; liberalism; progressivism (united states politics); utopianism; world politics; peace-building; humanitarian intervention (international law); civil society; globalization; democracy; freedom of speech; equality before the law; dignity; power (social sciences); legitimacy of governments; sovereignty; global governance; international relations; postmodernism; modernization; neoliberalism; capitalism; economic development; poverty; inequality; discrimination; race discrimination; gender identity; sexual orientation; religion and state,"Human rights,Social movements,Liberalism,Progressivism (United States politics),Utopias,World politics,Peace-building,Intervention (International law),Civil society,Globalization,Democracy,Freedom of speech,Equality before the law,Dignity,Power (Social sciences),Legitimacy of governments,Sovereignty,Human rights and globalization,International relations,Postmodernism,Time management,Neoliberalism,Capitalism,Economic development,Poverty,Inequalities (Mathematics),Discrimination,Race discrimination,Gender identity,Sexual orientation,Religion and state",1.00,0.03,0.26,0.38,31.00
the global promise of federalism,"""this book honours the legacy of richard simeon, one of the most prominent federalist scholars in the world and a long time member of the department of political science at the university of toronto""",federal government,"federal government; decentralization in government; globalization; comparative government; international relations; constitutional law; political planning; public administration; local government; state governments; regionalism; devolution; autonomy and independence movements; secession; self-determination, national; sovereignty; nationalism; nation-building; ethnic groups; multiculturalism; pluralism (social sciences); democracy; civil society; social change; economic development; human rights; equality before the law; discrimination against minorities; minority rights; indigenous peoples' rights","Federal government,Decentralization in government,Globalization,Comparative government,International relations,Constitutional law,Political planning,Public administration,Local government,State governments,Regionalism,Consignation,Autonomy and independence movements,Secession,Self-determination, National,Sovereignty,Nationalism,Nation-building,Ethnic groups,Multiculturalism,Pluralism,Democracy,Civil society,Social change,Economic development,Human rights,Equality before the law,Race discrimination,Group rights,Racism against Indigenous peoples",1.00,0.03,0.23,0.35,31.00
comparative politics of latin america : democracy at last?,"""this text offers a unique balance of comparative politics theory and interdisciplinary country-specific context, of a thematic organization and in-depth country case studies, of culture and economics, of scholarship and pedagogy no other textbook draws on such a diverse range of scholarly literature to help students understand the ins and outs of politics in latin america today the insightful historical background in early chapters provides students with a way to think about how the past influences the present however, while history plays a part in this text, comparative politics is the primary focus, explaining through detailed case studies and carefully paced analysis such concepts as democratic breakdown and transition, formal and informal institutions, the rule of law, and the impact of globalization concepts and theories from comparative politics are well integrated into country-specific narratives and vice versa, leading to a richer understanding of both several important pedagogical aids foster student learning: learning objectives at the start of every chapter ""learning checkpoints"" at the end of each section to insure comprehension bolded key terms focus attention on important concepts glossary at the end of the book provides a useful reference discussion questions at the end of each chapter integrated case studies on most countries in the region a companion website with practice quizzes and other useful study aids""-- provided by publisher",comparative government,"political science; government; democratization; economic development; social change; civilization, modern; civilizations, ancient; civilization, western; civilization, eastern; civilization, islamic; civilization, african; civilization, greek; civilization, roman; civilization, medieval; civilization, renaissance; civilization, industrial; civilization, american; civilization, asian; civilization, chinese; civilization, japanese; civilization, indian; civilization, russian; civilization, soviet; civilization, european; civilization, british; civilization","Political science,Government,Democratization,Economic development,Social change,Civilization, Modern,Civilization, Ancient,Civilization, Western,Civilization, Western,Islamic civilization,Africanfuturism,Civilization, Greco-Roman,Civilization, Modern,Civilization, Medieval,Modern civilization,Industrialization,Civilization, Western,Civilization, Oriental,Civilization, Oriental,Japanese and Western,Civilization, Akan,Civilization, Slavic,Soviet Union, Western,Civilization, Modern,Civilization, Celtic,Civilization",0.00,0.00,0.00,0.25,27.00
race and racism in international relations : confronting the global colour line,"""international relations, as a discipline, does not grant race and racism explanatory agency in its conventional analyses, despite such issues being integral to the birth of the discipline race and racism in international relations seeks to remedy this oversight by acting as a catalyst for remembering, exposing and critically re-articulating the central importance of race and racism in international relations""-- provided by publisher",international relations; racism; race,race; racialism; racism; color consciousness; social sciences; sociology; political science; international relations; ethnic groups; minorities; discrimination; prejudice; power (social sciences); world politics; globalization; postcolonialism; decolonization; imperialism; nationalism; multiculturalism; human rights; civil rights movements; critical theory; cultural pluralism; identity politics; ethnicity; ethnocentrism; xenophobia; anti-racism; african diaspora; black people; afro-american studies,"Race,Post-racialism,Racism,Color (Philosophy),Social sciences,Sociology,Political science,International relations,Ethnic groups,Minorities,Discrimination,Prejudices,Power (Social sciences),World politics,Globalization,Postcolonialism,Decolonization,Imperialism,Nationalism,Multiculturalism,Human rights,Civil rights movements,Critical theory,Cultural pluralism,Identity politics,Ethnicity,Ethnocentrism,Xenophobia,Anti-racism,African diaspora,Black people,African American studies",1.00,0.09,0.33,0.55,32.00
"policy making in multilevel systems : federalism, decentralisation, and performance in the oecd countries","so far, we know relatively little about the effects of different varieties of the territorial organization of politics on policy making and policy outputs starting from the hypothesis that decentralized policy making has positive effects whereas federalism has a slightly negative impact on policy performance, this book systematically tests the independent and interdependent effects of different combinations of federal/unitary and decentralized/centralized structures of decision making and implementation based on a mixed methods design it first quantitatively tests the relationships for the oecd countries in cross-sectional as well as panel designs in a second step, qualitative case studies are conducted for four countries: federal-centralized austria, federal-decentralized switzerland, unitary-decentralized denmark, and unitary-centralized ireland the authors study two space-related policy areas, both with regard to the decision making and the implementation stage of the policy making process: regional economic policy and transport policy",comparative government,political planning; public administration; comparative government; fiscal federalism; decentralization in government; local government; central-local government relations; municipal services; city planning; transportation; urban economics; cities and towns; metropolitan areas; industrial location; regional development; state governments; nation-building; constitutional history; political culture; social structure; political participation; democracy; civil society; globalization; international cooperation; global governance; transnational governmentality; international agencies; world politics; international organizations; non-governmental organizations;,"Political planning,Public administration,Comparative government,Fiscal policy,Decentralization in government,Local government,Central-local government relations,Municipal services,City planning,Transportation,Urban economics,Cities and towns,Metropolitan areas,Industrial location,Regional planning,State governments,Nation-building,Constitutional history,Political culture,Social structure,Political participation,Democracy,Civil society,Globalization,International cooperation,Human rights and globalization,Transnationalism,International agencies,World politics,International organization,Non-governmental organizations,Change",1.00,0.03,0.28,0.39,32.00
public management in the united kingdom : a new introduction,"""the book surveys the evolution of public management, assesses the core theories and approaches and goes on to examine all aspects of public management in the uk today, including strategic management, performance management, financial management, and human resources management""--publisher's website",public administration,"administration; administrative agencies; civil service reform; government productivity; organizational change; organization development; political planning; privatization; public-private sector cooperation; public policy; public welfare; social services; state enterprises; local government; municipal corporations; city planning; urban renewal; community development; economic assistance, domestic; poverty; budgeting; fiscal policy; finance, public; accounting; personnel management; labor supply; industrial relations; business and politics; bureaucracy; bureaucratic ethics; accountability; power (social sciences);","Administration,Administrative agencies,Civil service reform,Government productivity,Organizational change,Organizational effectiveness,Political planning,Privatization,Public-private sector cooperation,Public policy,Public welfare,Social services,Corporate state,Local government,Municipal corporations,City planning,Urban renewal,Community development,Economic assistance, Domestic,Poverty,Budget,Fiscal policy,Finance, Public,Accounting,Personnel management,Labor supply,Industrial relations,Business and politics,Bureaucracy,Professional ethics,Responsibility,Power (Social sciences),Change",0.00,0.00,0.00,0.44,35.00
modern stateless warfare,"""this book focuses on insurgent stateless warfare in its guerrilla and terrorist modes and in its nationalist, maoist and postmaoist phases of modernisation insurgency is compared with states warfare and with criminality and then insurgents motive, means and opportunity are analysed from social-science, military and environmental perspectives""--provided by publisher",insurgency; guerrilla warfare; terrorism; asymmetric warfare,"counterinsurgency; terrorism; war on terror, 2001-2009; asymmetric warfare; guerrillas; national security; civil-military relations; political violence; conflict management; peace-building; international cooperation; global governance; globalization; transnationalism; nation-state; sovereignty; legitimacy of governments; democracy; authoritarianism; human rights; rule of law; humanitarian intervention; foreign policy; diplomacy; economic sanctions; nonviolent resistance; pacifism; armed forces; military strategy; military","Counterinsurgency,Terrorism,War on Terrorism, 2001-2009,Asymmetric warfare,Guerrillas,National security,Civil-military relations,Political violence,Conflict management,Peace-building,International cooperation,Human rights and globalization,Globalization,Transnationalism,Nation-state,Sovereignty,Legitimacy of governments,Democracy,Authoritarianism,Human rights,Rule of law,Humanitarian intervention,Diplomacy,Diplomacy,Economic sanctions,Nonviolence,Pacifism,Armed Forces,Military planning,Army",0.50,0.06,0.37,0.47,31.00
the dictator's dilemma : the chinese communist party's strategy for survival,""" many observers predicted the collapse of the chinese communist party following the tiananmen square crackdown in 1989, and again following the serial collapse of communist regimes behind the iron curtain their prediction, however, never proved true despite minor setbacks, china has experienced explosive economic growth and relative political stability ever since 1989 in the dictator's dilemma, eminent china scholar bruce dickson provides a comprehensive explanation for regime's continued survival and prosperity dickson contends that the popular media narrative of the party's impending implosion ignores some basic facts the regime's policies may generate resentment and protest, but the ccp still enjoys a surprisingly high level of popular support nor is the party is not cut off from the people it governs it consults with a wide range of specialists, stakeholders, and members of the general public in a selective yet extensive manner further, it tolerates and even encourages a growing and diverse civil society, even while restricting access to it today, the majority of chinese people see the regime as increasingly democratic even though it does not allow political competition and its leaders are not accountable to the electorate in short, while the chinese people may prefer change, they prefer that it occurs within the existing political framework in reaching this conclusion, dickson draws upon original public opinion surveys, interviews, and published materials to explain why there is so much popular support for the regime this basic stability is a familiar story to china specialists, but not to those whose knowledge of contemporary china is limited to the popular media the dictator's dilemma, an engaging synthesis of how the ccp rules and its future prospects, will enlighten both audiences, and will be essential for anyone interested in understanding china's increasing importance in world politics ""-- provided by publisher ""in the dictator's dilemma, eminent china scholar bruce dickson explains in highly accessible prose why the communist party regime has survived and prospered, despite constant predictions of its weakening and demise""-- provided by publisher",political stability; public opinion,communism; authoritarianism; social structure; power (social sciences); government policy; democracy; legitimacy of governments; mass media and globalization; communication in politics; social movements; protests; dissenters; dissidents; intellectuals; intellectual life; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals; intellectuals,"Communism,Authoritarianism,Social structure,Power (Social sciences),Government policy,Democracy,Legitimacy of governments,Mass media and globalization,Communication in politics,Social movements,Protests, 2011-2013,Dissenters,Opposition, Theory of,Intellectuals,Intellectual life,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals,Intellectuals",0.00,0.00,0.00,0.39,15.00
making open government work,"""managers of public organizations face strong, and increasing, demands to open up their internal processes to public scrutiny a more active and critical role in society, advances in communications technology, the 24-hour media cycle and growing numbers of independent regulators all add to the pressure on governments to become more accountable and transparent this book analyses these pressures by examining the key concepts of accountability and transparency and the main institutional mechanisms of open government it also discusses the problems of accountability and transparency that arise for public managers sharing responsibilities across jurisdictional boundaries and in public-private partnerships drawing on examples from around the world, this engaging and accessible text provides a balanced account of open government which emerges as both a challenge and an aid to more effective public management ""-- provided by publisher",transparency in government; government accountability; communication in public administration,administrative agencies; political planning; civil service reform; information policy; freedom of information; electronic data processing; internet in public administration; communication in politics; governance; organizational change; social responsibility of business; corporate culture; decision-making; leadership; power (social sciences); bureaucracy; bureaucratic ethics; corruption; local government; public administration; public administration; public administration; public administration; public administration; public administration; public administration; public administration; public administration; public administration; public administration; public administration; public,"Administrative agencies,Political planning,Civil service reform,Information policy,Freedom of information,Electronic data processing,Internet in public administration,Communication in politics,Policy, Government,Organizational change,Social responsibility of business,Corporate culture,Decision-making,Leadership,Power (Social sciences),Bureaucracy,Professional ethics,Corruption,Local government,Public administration,Public administration,Public administration,Public administration,Public administration,Public administration,Public administration,Public administration,Public administration,Public administration,Public administration,Public administration,Public television",0.00,0.00,0.00,0.48,21.00
"imperial republics : revolution, war, and territorial expansion from the english civil war to the french revolution","""republicanism and imperialism are typically understood to be located at opposite ends of the political spectrum in imperial republics, edward g andrew challenges the supposed incompatibility of these theories with regard to seventeenth- and eighteenth-century revolutions in england, the united states, and france many scholars have noted the influence of the roman state on the ideology of republican revolutionaries, especially in the model it provided for transforming subordinate subjects into autonomous citizens andrew finds an equally important parallel between rome's expansionary dynamic - in contrast to that of athens, sparta, or carthage - and the imperial rivalries that emerged between the united states, france, and england in the age of revolutions imperial republics is a sophisticated, wide-ranging examination of the intellectual origins of republican movements, and explains why revolutionaries felt the need to 'don the toga' in laying the foundation for their own uprisings""--pub desc",political science; republicanism; imperialism,imperialism; republicanism; liberalism; democracy; freedom of speech; press laws; censorship; media policy,"Imperialism,Republicanism,Liberalism,Democracy,Freedom of speech,Press law,Censorship,Mass media policy",0.67,0.25,0.52,0.55,8.00
"the papers of eleanor roosevelt, 1945-1962 [microform]","presents documents related to the work of eleanor roosevelt as a us delegate to the united nations from 1945 to 1952 reproduces correspondence; publications and documents from us diplomats and un delegates; special reports on political, socioeconomic, and military affairs; statistical studies; interviews and minutes of meetings with foreign officials; full text of important us delegation correspondence; voluminous reports; and translations of high-level foreign government documents",world politics; presidents' spouses,"women in public life; presidents' spouses; world politics; international cooperation; human rights; social problems; peace movements; disarmament; economic development; civil service reform; education; labor policy; housing; race discrimination; african americans; minorities; jews; chinese; japanese; korean war, 1950-1953; cold war; communism; socialism; liberalism; conservatism; christianity; judaism; islam; buddhism; hinduism; confucian","Women in public life,Presidents' spouses,World politics,International cooperation,Human rights,Social problems,Peace movements,Disarmament,Economic development,Civil service reform,Education,Labor policy,Housing,Race discrimination,African Americans,Minorities,Jews,Chinese,Japanese,Korean War, 1950-1953,Cold War,Communism,Socialism,Liberalism,Conservatism,Christianity,Judaism,Islam,Buddhism,Hinduism,Confucianism",1.00,0.06,0.26,0.36,32.00
the problem of harm in world politics : theoretical investigations,"""the need to control violent and non-violent harm has been central to human existence since societies first emerged this book analyses the problem of harm in world politics which stems from the fact that societies require the power to harm in order to defend themselves from internal and external threats, but must also control the capacity to harm so that people cannot kill, injure, humiliate or exploit others as they please andrew linklater analyses writings in moral and legal philosophy that define and classify forms of harm, and discusses the ways in which different theories of international relations suggest the power to harm can be controlled so that societies can co-exist with the minimum of violent and non-violent harm linklater argues for new connections between the english school study of international society and norbert elias's analysis of civilizing process in order to advance the study of harm in world politics""-- provided by publisher",international relations; harm reduction,"violence; war; conflict management; social contract; political science; sociology; peace-building; security, international; global governance; globalization; cosmopolitanism; civilization; culture conflict; group identity; national characteristics; nationalism; nation-state; sovereignty; state, the; legitimacy of governments; democracy; democratization; citizenship; rights (international law); rule of law; justice, administration of; ethics; morality; political science; sociological jurisprudence; social structure; collective behavior; collective responsibility;","Violence,War,Conflict management,Social contract,Political science,Sociology,Peace-building,Security, International,Human rights and globalization,Globalization,Cosmopolitanism,Civilization,Culture conflict,Group identity,National characteristics,Nationalism,Nation-state,Sovereignty,State, The,Legitimacy of governments,Democracy,Democratization,Citizenship,International law and human rights,Rule of law,Justice, Administration of,Ethics,Moralities,Political science,Sociological jurisprudence,Social structure,Collective behavior,Group rights,Change",0.00,0.00,0.00,0.37,36.00
conflict resolution and governance in nepal,contributed papers presented at two seminars,conflict management; dispute resolution (law),"political violence; civil war; peace-building; reconstruction (law); postwar reconstruction; government relations; local government; decentralization in government; community organization; social action; human rights; democracy; rule of law; justice, administration of; dispute resolution (law) -- religious aspects; religion and politics; hinduism; buddhism; christianity; islam; shamanism; ethnic groups; caste system (india); gender identity; women's rights; women in development; economic","Political violence,Civil war,Peace-building,Comparative law,Postwar reconstruction,Government relations,Local government,Decentralization in government,Community organization,Social action,Human rights,Democracy,Rule of law,Justice, Administration of,Comparative religious law,Religion and politics,Hinduism,Buddhism,Christianity,Islam,Shamanism,Ethnic groups,Caste-based discrimination,Gender identity,Women's rights,Women in development,Economics",0.00,0.00,0.00,0.28,28.00
the french enlightenment and the emergence of modern cynicism,"""sharon a stanley analyzes cynicism from a political-theoretical perspective, arguing that cynicism isn't unique to our time instead, she posits that cynicism emerged in the works of french enlightenment philosophers, such as jean-jacques rousseau and denis diderot she explains how eighteenth-century theories of epistemology, nature, sociability, and commerce converged to form a recognizably modern form of cynicism, foreshadowing postmodernism while recent scholarship and popular commentary has depicted cynicism as threatening to healthy democracies and political practices, stanley argues instead that the french philosophes reveal the possibility of a democratically hospitable form of cynicism""--provided by publisher",political science; cynicism; enlightenment,"cynics; cynic school; enlightenment; philosophy, modern; skepticism; politics and culture; social change; democracy; history; intellectual life; civilization, western; human beings; humanity; reason; rationalism; empiricism; science; natural law; ethics; religion and sociology; christianity and politics; church and state; secularism; liberalism; conservatism; socialism; communism; capitalism; economic development; economics; progressivism (united states politics); american literature -- 18th century;","Cynicism,Torii School,Enlightenment,Philosophy, Modern,Skepticism,Politics and culture,Social change,Democracy,History,Intellectual life,Civilization, Western,Human beings,Humanity,Reason,Rationalism,Empiricism,Science,Natural law,Ethics,Religion and sociology,Christianity and politics,Church and state,Secularism,Liberalism,Conservatism,Socialism,Communism,Capitalism,Economic development,Economics,Progressivism (United States politics),American literature,Change",0.33,0.03,0.32,0.45,35.00
"decentralization and intrastate struggles : chechnya, punjab, and québec","""there is no one-size-fits-all decentralized fix to deeply divided and conflict-ridden states one of the hotly debated policy prescriptions for states facing self-determination demands is some form of decentralized governance - including regional autonomy arrangements and federalism - which grants minority groups a degree of self-rule yet the track record of existing decentralized states suggests that these have widely divergent capacity to contain conflicts within their borders through in-depth case studies of chechnya, punjab and quebec, as well as a statistical cross-country analysis, this book argues that while policy, fiscal approach, and political decentralization can, indeed, be peace-preserving at times, the effects of these institutions are conditioned by traits of the societies they (are meant to) govern decentralization may help preserve peace in one country or in one region, but it may have just the opposite effect in a country or region with different ethnic and economic characteristics""-- provided by publisher",decentralization in government; decentralization in government; decentralization in government; decentralization in government,"separatist movements; devolution of powers; power (social sciences); minorities; nationalism; secession; political violence; terrorism; government, resistance to; civil war; social change; post-communism; nation-building; democracy; human rights; international relations; international cooperation; intergovernmental cooperation; state, the; political stability; political planning; public administration; local government; administrative agencies; community development; decolonization; national liberation movements; partitioning of countries; political science; comparative","Separatist movements,Separation of powers,Power (Social sciences),Minorities,Nationalism,Secession,Political violence,Terrorism,Government, Resistance to,Civil war,Social change,Post-communism,Nation-building,Democracy,Human rights,International relations,International cooperation,Intergovernmental cooperation,State, The,Political stability,Political planning,Public administration,Local government,Administrative agencies,Community development,Decolonization,National liberation movements,Group of Eight countries,Political science,Comparison",0.00,0.00,0.00,0.32,32.00
the road to somewhere : the populist revolt and the future of politics,"""greater economic and cultural openness in the west has not benefited all of our citizens among those who have been left behind, a populist politics of culture and identity has successfully challenged the traditional politics of left and right, creating a new division: between the mobile 'achieved' identity of the people from anywhere, and the marginalised, roots-based identity of the people from somewhere this schism accounts for the brexit vote, the election of donald trump, the decline of the centre-left, and the rise of populism across europe david goodhart's compelling investigation of the new global politics reveals how the somewhere backlash is a democratic response to the dominance of anywhere interests, in everything from mass higher education to mass immigration""--jacket",populism; political participation,"political science; democracy; globalization; social change; popular government; conservatism; liberalism; nationalism; populism; national characteristics, american; public opinion; elections; voting behavior; political parties; political participation; political sociology; power (social sciences); social structure; social classes; social mobility; social stratification; social values; social psychology; collective memory; group identity; multiculturalism; xenophobia; racism; discrimination; prejudice; social conflict; social movements; protest movements; protests; civil disobedience","Political science,Democracy,Globalization,Social change,Government, Resistance to,Conservatism,Liberalism,Nationalism,Populism,National characteristics, American,Public opinion,Elections,Voter suppression,Political parties,Political participation,Political sociology,Power (Social sciences),Social structure,Social classes,Social mobility,Social stratification,Social values,Social psychology,Collective memory,Group identity,Multiculturalism,Xenophobia,Racism,Discrimination,Prejudices,Social conflict,Social movements,Protest movements,Protests, 2011-2013,Civil disobedience",1.00,0.06,0.35,0.45,36.00
"migration, belonging and the nation state","""the book questions how modern migration and globalisation have impacted upon notions of belonging and identity within nation-states across the world this book provides theoretical and empirical accounts of the relationship between identity, rights nationalism, race and ethnicity the authors cover the complexity of the topic as identification has become much more multifaceted the authors cover difficult and cutting edge issues relating to citizenship, nation formation, identity, remittances, transnational families, migration and asylum in the context of australia, malaysia, pakistan and sri lanka these critical issues inform and shape key policy and program responses of many governments and are subject of topic in international relations forums between nation states""--publisher description from jacket",emigration and immigration; globalization; group identity,emigration and immigration; national characteristics; globalization; social change; cultural pluralism; ethnic groups; immigrants; refugees; political culture; public opinion; civil society; multiculturalism; human rights; citizenship; sovereignty; nations; nationalism; xenophobia; racism; discrimination against minorities; postcolonialism; colonialism; decolonization; economic development; labor market; gender role; women's rights; children's rights; family violence; domestic violence; child abuse; child welfare; community life;,"Emigration and immigration,National characteristics,Globalization,Social change,Cultural pluralism,Ethnic groups,Immigrants,Refugees,Political culture,Public opinion,Civil society,Multiculturalism,Human rights,Citizenship,Sovereignty,United Nations,Nationalism,Xenophobia,Racism,Race discrimination,Postcolonialism,Colonial influence,Decolonization,Economic development,Labor market,Gender identity,Women's rights,Children's rights,Family violence,Intimate partner violence,Child abuse,Child welfare,Community life,Change",0.67,0.06,0.30,0.39,34.00
