title,abstract,true_labels,predicted_labels,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
"research, development, and innovation in asia pacific higher education","""research, development, and innovation in asia pacific higher education critically examines recent policies and practices adopted by governments and universities in asia pacific in promoting research and development, innovation, and entrepreneurial activities between the universities, industry and business critical reflections upon the changing relationship between are offered, with comparative perspectives and international insights in understanding how universities in asia pacific have handled the growing pressure for top university rankings and keen competition in the knowledge-based economy""-- provided by publisher ""hawkins and mok explore the relationship between higher education, research, innovation, and governance as a complex yet critical aspect of higher education development""-- provided by publisher","education, higher; education, higher; education, higher",educational innovations; academic freedom; technological innovations; science and state; technology transfer; entrepreneurship; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and colleges; universities and,"Educational innovations,Academic freedom,Technological innovations,Science and state,Technology transfer,Entrepreneurship,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges,Universities and colleges",0.00,0.00,0.00,0.44,7.00
teaching with favorite kevin henkes books,"includes a profile of the author, skill-building activities to learn about character, plot and setting, discussion ideas, interactive mini-books, and extensions in writing, math, art, music, movement, and more","language arts (elementary); illustrators; authors, american; teaching","children's stories; reading comprehension; literature study methods; english language; elementary education; middle schools; high school students; teachers' instructional aids; educational technology; multimedia systems; internet in libraries; world wide web; digital media -- educational aspects; computer-assisted instruction; learning, psychology of; child development; gifted children; curriculum planning; classroom management; special education; literacy programs; reading promotion; storytelling; picture books; fiction; authors, american; illustrators; bookbinding; illustration techniques;","Children's stories,Reading comprehension,Research in literature,English language,Education (Elementary),Middle schools,High school students,Substitute teaching,Educational technology,Multimedia systems,Libraries and the Internet,World Wide Web,Video tapes in education,Computer-assisted instruction,Learning, Psychology of,Child development,Gifted children,Curriculum planning,Classroom management,Special education,Literacy programs,Reading promotion,Storytelling,Picture books,Fiction,Authors, American,Illustrators,Bookbinding,Technical illustration,Change",0.60,0.09,0.34,0.49,32.00
"phonics, phonemic awareness, and word analysis for teachers : an interactive tutorial","this self-paced tutorial approach gives pre-service teachers practical information about phonemic awareness, phonics, and word analysis, and provides in-service teachers with a helpful approach to updating their knowledge, preparing for teacher certification, or studying for competency tests",word recognition; reading; reading comprehension,reading; language arts (elementary); english language -- orthography and spelling; educational technology; computer-assisted instruction; internet in education; web-based instruction; distance learning; online social networks; instructional systems; curriculum planning; elementary school teaching; special education; remedial teaching; literacy programs; children's literature; gifted students; at-risk youth; bilingualism; multilingualism; second language acquisition; linguistics; speech disorders; dyslexia; child development; early childhood education; preschool education,"Reading,Language arts (Elementary),Orthography and spelling,Educational technology,Computer-assisted instruction,Internet in education,Web-based instruction,Active learning,Online social networks,Instructional systems,Curriculum planning,Elementary school teaching,Special education,Remedial teaching,Literacy programs,Children's literature,Teachers of gifted children,At-risk youth,Bilingualism,Multilingualism,Second language acquisition,Linguistics,Speech disorders,Dyslexia,Child development,Early childhood education,Education (Preschool)",0.33,0.04,0.21,0.34,27.00
williamstown and williams college : explorations in local history,"""nestled in the berkshires of western massachusetts, williamstown is home to one of the most prestigious liberal arts colleges in the country, williams college in this engrossing and entertaining book, dustin griffin offers fourteen vignettes that detail the local history of this ideal new england college town each chapter focuses on the stories behind a single feature that visitors to present-day williamstown and williams college might encounter, including a civil war statue on main street, town-wide holidays, a popular hiking trail, a stained-glass window in the college chapel, and a song that alumni sing at reunions well researched and written in an accessible style, williamstown and williams college is a must-have resource for anyone connected with williams college--from students and parents to alumni--as well as visitors who want to understand what makes this town unique"" -- provided by publisher",local history,"towns; cities and towns; universities and colleges; historic buildings; historic sites; public art; festivals; trails; songs; churches; chapels; windows; architecture, domestic; architectural drawing; landscape gardening; gardens; cemeteries; monuments; statues; sculpture; historical museums; museum exhibits; museum collections; education, higher; educational institutions and organizations; social life and customs; cultural pluralism; community development; urban renewal; city planning; real estate business; housing policy; economic conditions","New towns,Cities and towns,Universities and colleges,Historic buildings,Historic sites,Public art,Festivals,Trails,Songs,Churches,Chapels,Windows,Architecture, Domestic,Architectural drawing,Landscape gardening,Gardens,Cemeteries,Monuments,Statues,Sculpture,Historical museums,Museum exhibits,Museum archives,Education, Higher,University cooperation,Social life and customs,Cultural pluralism,Community development,Urban renewal,City planning,Real estate business,Housing policy,Economic conditions",0.00,0.00,0.00,0.30,35.00
"access, equity, and capacity in asia-pacific higher education","""access, equity and capacity are elements within the higher education environment that interact in complex ways to effect virtually all other aspects of such institutions this volume examines various features of how these concepts are generated, transformed throughout policy environments, and deployed across the complex differences of higher education in ten countries in the asia-pacific region the book's contributors assert that at virtually every turn issues of quality are deeply implicated with how these three dimensions occur within these diverse institutional environments""-- provided by publisher","universities and colleges; universities and colleges; education, higher; education, higher; educational equalization; educational equalization","universities and colleges; educational equalization; academic freedom; university autonomy; college integration; social justice; equality; discrimination in education; minorities in higher education; minority students; student participation; educational change; education, secondary; education, tertiary; education and state; public-private sector cooperation; private schools; government aid to education; international relations; comparative education; globalization; economic development; human capital; labor market; employment opportunities; career choice; vocational guidance; professional employees; teachers' unions; faculty members","Universities and colleges,Educational equalization,Academic freedom,University autonomy,College integration,Social justice,Equality,Discrimination in education,Minorities in higher education,Minority students,Student movements,Educational change,Education, Secondary,Education, Higher,Education and state,Public-private sector cooperation,Private schools,Government aid to education,International relations,Comparative education,Globalization,Economic development,Human capital,Labor market,Job offers,Mid-career,Vocational guidance,Professional employees,Teachers' unions,Faculty",1.00,0.13,0.40,0.54,31.00
digital and media literacy : connecting culture and classroom,"""renee hobbs, one of the nation's leading authorities on media literacy education and an active presenter, offers real-life examples of teachers who incorporate media literacy education into 7-12 curriculum through creative uses of mass media, popular culture, and online social media media literacy education will give educators the tools to help secondary students develop the competencies associated with media literacy: the ability to access, analyze, evaluate and communicate messages in a wide variety of forms hobbs provides examples and vignettes in the area of english language arts, literature, social studies, health education, and the fine and performing arts teachers will learn how to select meaningful media 'texts' for use in the classroom and how to recognize the 'teachable moment' in dialogue and discussion about mass media and popular culture""-- provided by publisher",mass media in education; media literacy; popular culture,communication; information technology; internet users; new media communications; critical thinking; high school teaching; middle schools; educational technology; mass media; children and computers; computer-assisted instruction; multimedia systems; television broadcasting; film criticism; music appreciation; art appreciation; drama; dance; reading comprehension; writing; communication skills; intercultural communication; public speaking; self-esteem in adolescence; adolescent psychology; adolescents; teenagers; youth; young adults; learning disabled children; gifted children; special education; english,"Communication,Information technology,Internet users,Communication in mass media,Critical thinking,High school teaching,Middle schools,Educational technology,Mass media,Computers and children,Computer-assisted instruction,Multimedia systems,Television broadcasting,Film criticism,Music appreciation,Art appreciation,Drama,Dance,Reading comprehension,Writing,Communicative competence,Intercultural communication,Public speaking,Self-esteem in adolescence,Adolescent psychology,Teenagers,Teenagers,Youth,Young adults,Learning disabled children,Gifted children,Special education,English",0.00,0.00,0.00,0.37,32.00
mcgraw-hill education 5 teas practice tests,"""before you can get into some nursing schools, you need to get a high score on the teas (test of essential academic skills) mcgraw-hill's 5 teas practice tests will get you the results you desire the book offers 5 full-length teas practice tests just like the real exam, with answers and complete explanations for every question you not only know the right answers but understand why they are correct you will also get intensive practice with teas-style questions in reading, mathematics, science, and english and language usage""--publisher's description",test of essential academic skills; college entrance achievement tests; nursing schools; health occupations schools; nursing; test-taking skills,"test preparation; nurses' examinations; college entrance achievement tests; medical colleges; nursing students; study guides; multiple-choice questions; diagnostic tests; educational tests and measurements; vocational guidance -- united states; career development -- united states; universities and colleges -- admission; higher education and state; community colleges; student aid programs; financial assistance; scholarships; grants-in-aid; tuition; fees, tuition; school management and organization; curriculum planning; curricula; teacher-student relationships; teachers; teaching; learning","Test-taking skills,Advanced supplementary examinations,College entrance achievement tests,Medical colleges,Nursing students,Study guides,Partially ordered spaces,Diagnostic errors,Educational tests and measurements,Vocational guidance,Career education,Universities and colleges,Higher education and state,Community colleges,Student assistance programs,Economic assistance,Scholarships,Grants-in-aid,Tuition,Tuition,School management and organization,Curriculum planning,Curricula,Teacher-student relationships,Teachers,Teaching,Learning",0.33,0.08,0.29,0.44,26.00
teaching test-taking skills : proven techniques to boost your student's scores,"presents a collection of teaching strategies, techniques, and activities to help students perform effectively on standardized tests",test-taking skills; educational tests and measurements,"educational tests and measurements; education; study skills; learning ability in children; academic achievement; gifted children; high school graduates; college entrance examinations; testing; intelligence quotient; multiple-choice questions; diagnostic tests; reading comprehension; mathematics -- problems, exercises, etc; language arts (elementary); english language -- composition and exercises; critical thinking; problem solving; creative writing; science; social sciences; foreign languages; art; music; physical education and training; vocational guidance; career development; self-actual","Educational tests and measurements,Education,Study skills,Ability in children,Academic achievement,Gifted children,High school graduates,College-level examinations,Testing,Multiple intelligences,Partially ordered spaces,Diagnostic errors,Reading comprehension,Studies and exercises,Language arts (Elementary),English composition test,Critical thinking,Problem solving,Creative writing,Science,Social sciences,Foreign languages,Art,Music,Physical education and training,Vocational guidance,Career development,Ego-ideal",0.50,0.04,0.32,0.35,28.00
executive skills and reading comprehension : a guide for educators,"""how do k-12 students become self-regulated learners who actively deploy comprehension strategies to make meaning from texts? this cutting-edge guide is the first book to highlight the importance of executive skills for improving reading comprehension chapters review the research base for particular executive functions--such as planning, organization, cognitive flexibility, and impulse control--and present practical skills-building strategies for the classroom detailed examples show what each skill looks like in real readers, and sidebars draw explicit connections to the common core state standards (ccss) reproducible planning and assessment forms can be downloaded and printed in a convenient 8 1/2"" x 11"" size subject areas/key words: attention, brain development, ccss, children, cognitive flexibility, common core standards, common core state standards, comprehension strategies, ela, elementary reading methods, english language arts, executive functioning, executive functions, executive skills, impulse control, instruction, interventions, literacy, neuroscience, organizational skills, planning, reading comprehension, secondary, self-regulated learning, self-regulation, social understanding, students, teaching, working memory audience: k-12 classroom teachers, reading specialists, literacy coaches, and special educators; school psychologists; teacher educators, graduate students, and researchers""-- provided by publisher",reading comprehension; executive ability in children,reading comprehension; educational psychology; education; executive function disorders; cognition disorders in children; child development; curriculum planning; instructional systems; educational technology; educational leadership; gifted children; high achievement; motivation in education; student-centered learning; educational change; educational innovations; inclusive schools; inclusion in education; differentiated instruction; individualized instruction; personalized medicine; personalization in education; small group instruction; cooperative learning; peer relationships; peer influence; peer pressure; bullying in schools; academic achievement; academic success;,"Reading comprehension,Educational psychology,Education,Cognition disorders,Cognition disorders in children,Child development,Curriculum planning,Instructional systems,Educational technology,Educational leadership,Gifted children,Achievement motivation,Motivation in education,Student-centered learning,Educational change,Educational innovations,Inclusive education,Inclusive education,Direct instruction approach,Individualized instruction,Medicine bundles,Information theory in education,Group instruction,Self-managed learning,Parental influences,Social influence,Peer pressure,Bullying in schools,Academic achievement,Academic achievement,Change",0.50,0.03,0.50,0.34,29.00
funds of identity : connecting meaningful learning experiences in and out of school,"""drawing on research conducted mostly in catalonia (spain), moises esteban-guitart outlines a distinct vision of education enhanced by students' identities, which leads to a discussion of the sociocultural factors that shape the processes of learning he brings these ideas to life by examining traits of a mobile-centric society, the present-day ecology of learning, and his three metaphors of learning (connecting knowledge, connecting minds, and connecting communities) he then suggests a number of basic principles regarding learning for the twenty-first century based on prior literature in the learning sciences he presents the terms 'funds of identity' and 'meaningful learning experiences', and reviews the funds of knowledge approach and the vygotskian basis for understanding identity in the second part of the book, he illustrates a number of strategies for detecting students' funds of identity and their meaningful learning experiences, and describes some practical experiences based on the theoretical framework he adopted""-- provided by publisher","learning, psychology of; learning; holistic education","educational psychology; social interaction; self-concept in children; cognition in children; cognitive learning; child development; student-centered learning; learning, experimental; learning; teaching; schools; teachers; motivation in education; creativity in children; gifted children; high-achieving students; technology transfer; information literacy; internet in education; computers and civilization; digital media--psychological aspects; computer-assisted instruction; online social networks; web 20; virtual reality in education; e-learning; distance education;","Educational psychology,Social interaction,Self-perception in children,Cognition in children,Cognitive learning,Child development,Student-centered learning,Experiments,Learning,Teaching,Schools,Teachers,Motivation in education,Creative ability in children,Gifted children,Student-centered learning,Technology transfer,Information literacy,Internet in education,Computers and civilization,Difference (Psychology) in mass media,Computer-assisted instruction,Online social networks,Web 2.0,Virtual reality in education,Active learning,Distance education,Change",0.33,0.04,0.26,0.45,27.00
prevention and detection of academic misconduct in higher education,"""this book examines cheating-related factors across a range of institutions including prestigious private colleges and large state universities cross-cultural studies of cheating may also prove useful in identifying broader societal forces underlying such behavior(s)""-- provided by publisher","cheating (education); plagiarism; honor system (higher education); education, higher",research; academic freedom; intellectual property; ethics in education; honesty in education; integrity; moral development; values; learning disabilities; gifted children; special education; curriculum planning; classroom management;,"Research,Academic freedom,Intellectual property,Student ethics,Motivation in adult education,Integrity,Moral development,Values,Learning disabilities,Gifted children,Special education,Curriculum planning,Classroom management,Change",0.00,0.00,0.00,0.45,14.00
"critical pedagogy and marx, vygotsky, and freire : phenomenal forms and educational action research","""hidden in the depths of marx's epistemology is his theory of the phenomenal forms, whose implications have not been sufficiently explored from an educational perspective this book argues that phenomenal forms pose a major pedagogical obstacle to any endeavour that seeks to expand an individual's awareness of the larger social whole after situating phenomenal forms in marx's original framework, the book traces their silent impact on some of the most relevant landmarks and debates of contemporary pedagogical thought, including their misapprehension by vygotsky and role in freire's social democracy project as well as the exponential growth recently undergone by participatory forms of educational action research and the difficult dialogue maintained by liberal and critical traditions of pedagogy this book brings these issues together and assesses their potential to provide a consistent solution to the educational obstacle posed by the phenomenal forms""-- provided by publisher",critical pedagogy,"education; phenomenological psychology; critical pedagogy; consciousness-raising; self-actualization (psychology); learning, sociology of; teaching; teachers; curriculum planning; political science -- philosophy; socialism; communism; anarchism; pragmatism (philosophy); constructivism (education) ; postmodernism; hermeneutics; existentialism; humanistic psychology; psychoanalysis and education; cognitive learning; radical behaviorism; educational technology; distance education; online social networks;","Education,Phenomenological psychology,Critical pedagogy,Consciousness,Self-actualization (Psychology),Educational sociology,Teaching,Teachers,Curriculum planning,Opposition (Political science),Socialism,Communism,Anarchism,Pragmatism,Constructivism (Education),Postmodernism,Hermeneutics,Existentialism,Humanistic psychology,Psychoanalysis and education,Cognitive learning,Radicalism,Educational technology,Distance education,Online social networks,Change",1.00,0.04,0.33,0.35,26.00
promoting school readiness and early learning : implications of developmental research for practice,"""grounded in cutting-edge developmental research, this book examines what school readiness entails and how it can be improved compelling longitudinal findings are presented on the benefits of early intervention for preschoolers at risk due to poverty and other factors the volume identifies the cognitive, language, behavioral, motor, and socioemotional skills that enable young children to function successfully in school contexts it explores specific ways in which school- and family-based interventions--including programs that target reading and language, math, self-regulation, and social-emotional development--can contribute to school readiness the book also addresses challenges in the large-scale dissemination of evidence-based practices subject areas/keywords: academic performance, child care, developmental psychology, early childhood education, evidence-based practices, interventions, literacy, mathematics, prekindergarten, preschool programs, school readiness, self-regulation, social-emotional development audience: developmental and educational psychologists; early childhood professionals and researchers""-- provided by publisher",readiness for school,kindergarten; readiness for school; child rearing; early childhood education; early childhood education; child development; child welfare services; parent and child; parenting; parental influence; parents' rights; schools; special education; gifted children; high-risk youth; low-income families; minority & ethnic groups; public policy; child development; child rearing; early childhood education; early childhood education; child development; child welfare services; parent and child; parenting; parental influence; parents' rights; schools; special,"Kindergarten,Readiness for school,Child rearing,Early childhood education,Early childhood education,Child development,Child welfare,Parent and child,Parenting,Parental influences,Children's rights,Schools,Special education,Gifted children,At-risk youth,Low-income parents,Ethnic groups,Public policy,Child development,Child rearing,Early childhood education,Early childhood education,Child development,Child welfare,Parent and child,Parenting,Parental influences,Children's rights,Schools,Wishes",1.00,0.06,0.33,0.36,18.00
no reluctant citizens : teaching civics in k-12 classrooms,"""american democracy is in a critical epoch the rancor among our political parties has been elevated in the aftermath of the contentious 2016 presidential election there are also many issues dividing americans: confederate monuments, nfl players kneeling during the national anthem, healthcare, and claims of fake news to name a few no reluctant citizens: teaching civics in k-12 classrooms is designed to help social studies teachers grapple with these issues each chapter focuses on a central issue connected to teaching civic education and provides activities to teach that topic in meaningful ways some topics explored include civic literacy, human rights, service learning, and controversial issues the activities in the chapters give students experience working through issues that they will face as future citizens""-- provided by publisher",civics,citizenship; civil rights; high school students; middle schools; elementary school students; curriculum planning; educational leadership; teacher participation in administration; public schools; democratic values; community life; conflict management; intergroup relations; multiculturalism; diversity in the workplace; tolerance; character development; moral education; ethics; decision making; problem solving; communication skills; group work training programs; classroom environment; student-centered learning; project-based learning; action research in education; participatory action research; qualitative research; quantitative,"Citizenship,Civil rights,High school students,Middle schools,High school students,Curriculum planning,Educational leadership,Teacher participation in administration,Public schools,Democratization,Community life,Conflict management,Intergroup relations,Multiculturalism,Diversity in the workplace,Drug tolerance,Storytelling ability in children,Moral education,Ethics,Decision making,Problem solving,Communicative competence,Teacher work groups,Classroom environment,Student-centered learning,Problem-based learning,Action research in education,Action research,Qualitative research,Quantitative",0.00,0.00,0.00,0.15,29.00
the cambridge handbook of multimedia learning,"""in recent years, multimedia learning, or learning from words and images, has developed into a coherent discipline with a significant research base the cambridge handbook of multimedia learning is unique in offering a comprehensive, up-to-date analysis of research and theory in the field, with a focus on computer-based learning since the first edition appeared in 2005, it has shaped the field and become the primary reference work for multimedia learning multimedia environments, including online presentations, e-courses, interactive lessons, simulation games, slideshows, and even textbooks, play a crucial role in education this revised second edition incorporates the latest developments in multimedia learning and contains new chapters on topics such as drawing, video, feedback, working memory, learner control, and intelligent tutoring systems it examines research-based principles to determine the most effective methods of multimedia instruction and considers research findings in the context of cognitive theory to explain how these methods work""-- provided by publisher",computer-assisted instruction; interactive multimedia,educational technology; instructional materials management; visual literacy; cognition; human information processing; computers and children; internet in education; distance education; web sites; audio-visual aids; teaching; psychology; communication in science; science -- study and teaching; engineering -- study and teaching; mathematics -- study and teaching; english language -- study and teaching; foreign languages -- study and teaching; social sciences -- study and teaching; arts -- study and teaching; music -- study and teaching; physical education and training -- study,"Educational technology,Instructional materials,Visual literacy,Cognition,Human information processing,Computers and children,Internet in education,Distance education,Web sites,Audio-visual aids,Teaching,Psychology,Communication in science,Study and teaching,Engineering teachers,Study and teaching (Elementary),Test of English for Teaching Purposes,Communication in foreign language education,Social sciences,Arts in education,Music in education,Physical education and training",0.00,0.00,0.00,0.33,22.00
"reach everyone, teach everyone : universal design for learning in higher education","""advocates for the rights of people with disabilities have worked hard to make universal design in the built environment ""just part of what we do"" we no longer see curb cuts, for instance, as accommodations for people with disabilities, but perceive their usefulness every time we ride our bikes or push our strollers through crosswalks this is also a perfect model for universal design for learning (udl), a framework grounded in the neuroscience of why, what, and how people learn tobin and behling show that, although it is often associated with students with disabilities, udl can be profitably broadened toward a larger ease-of-use and general diversity framework captioned instructional videos, for example, benefit learners with hearing impairments but also the student who worries about waking her young children at night or those studying on a noisy team bus reach everyone, teach everyone is aimed at faculty members, faculty-service staff, disability support providers, student-service staff, campus leaders, and graduate students who want to strengthen the engagement, interaction, and performance of all college students it includes resources for readers who want to become udl experts and advocates: real-world case studies, active-learning techniques, udl coaching skills, micro- and macro-level udl-adoption guidance, and use-them-now resources""-- provided by publisher",inclusive education; individualized instruction,inclusive teaching; educational technology; curriculum planning; pedagogy; special needs students; students with visual disabilities; students with physical disabilities; students with mental disabilities; students with speech disorders; students with hearing impairments; students with intellectual disabilities; students with autism spectrum disorder; students with traumatic brain injury; students with multiple handicaps; students with emotional disturbances; students with gifted abilities; academic achievement; accessibility; universities and colleges; postsecondary education; community colleges; vocational schools; technical institutes; adult education,"Inclusive education,Educational technology,Curriculum planning,Critical pedagogy,Students with disabilities,Students with visual disabilities,Students with disabilities,Students with disabilities,Speech disorders in adolescence,Deaf students,Students with disabilities,College students with disabilities,Teachers of brain-damaged children,Students with disabilities,Students with social disabilities,Teachers of gifted children,Academic achievement,Accessibility for people with disabilities,Universities and colleges,Postsecondary education,Community colleges,Vocational school, Choice of,Technical institutes,Adult education",0.50,0.05,0.24,0.42,21.00
"adults, computers and problem solving : what's the problem?","the report provides an in-depth analysis of the results from the survey of adult skills related to problem solving in technology-rich environments, along with measures concerning the use of ict and problem solving the nordic countries and the netherlands have the largest proportions of adults (around 40%) who score at the higher levels in problem solving, while ireland, poland and the slovak republic have the smallest proportions of adults (around 20%) who score at those levels variations in countries' proficiency in problem solving using ict are found to reflect differences in access to the internet and in the frequency with which adults use e-mail the report finds that problem-solving proficiency is strongly associated with both age and general cognitive proficiency, even after taking other relevant factors into account proficiency in problem solving using ict is related to greater participation in the labour force, lower unemployment, and higher wages by contrast, a lack of computer experience has a substantial negative impact on labour market outcomes, even after controlling for other factors the discussion considers policies that promote ict access and use, opportunities for developing problem-solving skills in formal education and through lifelong learning, and the importance of problem-solving proficiency in the context of e-government services",functional literacy; life skills,information literacy; problem solving; technological innovations; computer networks; vocational guidance; labor supply; employment forecasting; wage differentials; educational tests and measurements; comparative analysis; cross-cultural studies; europe; north america; australia; new zealand; japan; korea; china; russia (federation); south africa; brazil; mexico; canada; switzerland; turkey; india; singapore; thailand; malaysia; philippines; indonesia; vietnam; mongolia; kazakhstan; uzbekistan,"Information literacy,Problem solving,Technological innovations,Computer networks,Vocational guidance,Labor supply,Employment forecasting,Wage differentials,Educational tests and measurements,Comparative method,Cross-cultural studies,Europe,North America,Australia,New Zealand,Japan,Korea,China,Russia (Federation),South Africa,Brazil,Mexico,Canada,Switzerland,Turkey,India,Singapore,Thailand,Malaysia,Philippines,Indonesia,Vietnam,Mongolia,Kazakhstan,Uzbekistan",0.00,0.00,0.00,0.16,35.00
the anti-bullying and teasing book for preschool classrooms,"""resource book for preschool teachers that provides activities and techniques to prevent and address teasing and bullying in the classroom""--provided by publisher","bullying in schools; teasing; education, preschool","child rearing; children's stories, american; preschool education; school violence prevention programs; aggression in children; social skills in children; peer relations in children; childhood psychology; early childhood education; kindergarten teaching; teacher-student relationships; interpersonal conflict management; group work training programs; parenting; parent-teacher associations; schools; parents' rights; discipline of children; emotional intelligence in children; character development in children; self-esteem in children; anger in children; empathy in children; friendship in children;","Child rearing,Children's stories, American,Education (Preschool),Campus violence,Aggressiveness in children,Social skills in children,Interpersonal relations in children,Child psychology,Early childhood education,Preschool teaching,Teacher-student relationships,Conflict management,Teacher work groups,Parenting,Parents' and teachers' associations,Schools,Children's rights,Discipline of children,Emotions in children,Storytelling ability in children,Self-esteem in children,Anger in children,Empathy in children,Friendship in children,Change",0.00,0.00,0.00,0.48,26.00
"school segregation in western north carolina : a history, 1860s-1970s","""although african americans make up a small portion of the population of western north carolina, they have contributed much to the area's physical and cultural landscape this study surveys the region's segregated black schools from reconstruction through integration and reveals the struggles, achievements, and victory of a unified community intent on achieving an adequate education for its children""--provided by publisher",african americans; african americans; segregation in education,african american teachers; african american students; race discrimination in education; desegregation in education; educational equalization; public schools; african americans; civil rights movements; racism; racial bias in education; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african americans; african americans,"African American teachers,African American students,Discrimination in education,Segregation in education,Educational equalization,Public schools,African Americans,Civil rights movements,Racism,Racism in higher education,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans,African Americans",1.00,0.20,0.79,0.66,10.00
"culturally sustaining and revitalizing pedagogies : language, culture, and power","""today's schools compartmentalize children and curriculum standardization dictates curricular content and assessment, narrowing the focus of classrooms and schools that serve diverse populations from varied geographical backgrounds against the backdrop of the western-derived, institutional framework of schooling are cultural ways of knowing that are place-based, holistic, experiential, and connected to oral storytelling in the current movement toward acknowledging and understanding cultural knowledge, teacher education programs need to work in collaboration with cultural communities, honoring traditions and epistemologies and seeking to revitalize and sustain (paris, 2012) language and culture such initiatives inform the big picture of educational reform and enrich mainstream university teacher education programs this book highlights the journeys, challenges and unfolding stories of transformation that reside within university/community/school partnerships focused on cultural and linguistic revitalization through schooling""--book cover",culturally relevant pedagogy; teaching; education; language and culture,bilingualism; multilingualism; multicultural education; social justice; critical pedagogy; indigenous peoples' education; native american studies; minority & ethnic groups; teaching; teachers; school improvement programs; community organization; community development; intercultural communication; cross-cultural orientation; biculturalism; diversity in higher education; inclusive education; student-centered learning; constructivism (education); qualitative research; action research; ethnography; case study method; participatory action research; collaborative planning; professional relationships;,"Bilingualism,Multilingualism,Multicultural education,Social justice,Critical pedagogy,Social work with Indigenous peoples,Indians of North America in textbooks,Ethnic groups,Teaching,Teachers,School improvement programs,Community organization,Community development,Intercultural communication,Cross-cultural orientation,Biculturalism,Segregation in higher education,Inclusive education,Student-centered learning,Constructivism (Education),Qualitative research,Action research,Ethnology,Case studies,Action research,Integrated planning,Professional relationships,Change",0.25,0.04,0.24,0.49,27.00
learning to teach in england and the united states : the evolution of policy and practice,"""learning to teach in england and the united states studies the evolution of initial teacher education by considering some of the current approaches in england and the united states presenting empirical evidence from these two distinct political and historical contexts, the chapters of this thought-provoking volume illustrate the tensions involved in preparing teachers who are working in ever-changing environments grounded in the lived experiences of those directly affected by these shifting policy environments, the book questions if reforms that have introduced accountability regimes and new kinds of partnership with the promise of improving teaching and learning, have contributed to more powerful learning experiences in schools for those entering the profession the authors consider the relationships between global, national and local policy, and question their potential impact on the future of teacher education and teaching more generally the research adopts an innovative methodology and socio-cultural theoretical framework designed to show greater insights into the ways in which beginning teachers' learning experiences are shaped by relationships at all of these levels a key emerging issue is that of the alignment --or not-- between the values and dispositions of the individuals and the institutions that are involved""-- provided by publisher",teachers; teachers,teacher training; educational change; comparative education; professional development; pedagogical innovations; social sciences; sociology of education; curriculum planning; student-centered learning; school management and organization; educational leadership; educational technology; educational tests and measurements; educational evaluation; educational psychology; classroom environment; instructional effectiveness; educational innovation; educational reform; globalization; international cooperation; intercultural communication; cultural pluralism; multicultural education; diversity in the workplace; organizational culture; professionalism; work-life balance; job satisfaction; career,"Teacher training,Educational change,Comparative education,Professional education,Teaching methods,Social sciences,Educational sociology,Curriculum planning,Student-centered learning,School management and organization,Educational leadership,Educational technology,Educational tests and measurements,Educational evaluation,Educational psychology,Classroom environment,Educational evaluation,Educational innovations,Educational change,Globalization,International cooperation,Intercultural communication,Cultural pluralism,Multicultural education,Diversity in the workplace,Corporate culture,Professional socialization,Work-life balance,Job satisfaction,Mid-career",0.00,0.00,0.00,0.38,28.00
"right college, right price : the new system for discovering the best college fit at the best price","describes how the ""financial fit"" program can help families determine how much college will really cost beyond the sticker price and factor cost into the college search, and explains how to maximize financial aid benefits",college choice; universities and colleges,"higher education; colleges; universities and colleges; student aid; scholarships; grants-in-aid; tuition fees; educational costs; students' writings, american; parents in education; parent-student relationships; college choice; academic achievement; success in business; career development; job hunting; vocational guidance; self-help techniques; goal setting; time management; motivation (psychology); personal finance; money -- management; budgeting; savings plans; investments; wealth; life skills; consumer behavior; decision making;","Education (Higher),Universities and colleges,Universities and colleges,Student aid,Scholarships,Grants-in-aid,Tuition tax credits,Educational acceleration,High school students' writings, American,Parents' and teachers' associations,Parent-teacher relationships,College choice,Academic achievement,Success in business,Career development,Job hunting,Vocational guidance,Self-help techniques,Standing position,Time management,Motivation (Psychology),Finance, Personal,Cash management,Budget,Savings accounts,Investments,Wealth,Life skills,Consumer behavior,Decision making,Change",1.00,0.06,0.30,0.34,32.00
